True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director. [Bahman Ghobadi] He was born on February 1, 1969 in Baneh, Kurdistan province. [Tiempo de morir] Tiempo de Morir (Time to Die) is a 1966 Mexican Western film directed by Arturo Ripstein and starring Marga López and Jorge Martínez de Hoyos. [Marooned in Iraq] Marooned in Iraq (Persian: گم‌گشتگی در عراق/Gomgashtei dar Aragh‎ ‎ , and also known as ""Songs of My Motherland"" Persian: آوازهای سرزمین مادری‌ام‎ ‎ ) is a 2002 Iranian (Kurdish/Persian) film directed by Bahman Ghobadi and produced in Iran.",Tiempo de Morir is a 1993 Spanish film directed by Antonio Merill. [Marooned in Iraq] Marooned in Iraq is a 2002 British film directed by Chad Haeger. [United States] The United States is a country located in North America.,4,SUPPORTS,"Tiempo de morir, Arturo Ripstein, Marooned in Iraq, Bahman Ghobadi",-4.3714752197265625
"[The Jungle Book (1967 film)] The Jungle Book is a 1967 American animated musical adventure film produced by Walt Disney Productions. [The Jungle Book (1967 film)] The plot follows Mowgli, a feral child raised in the Indian jungle by wolves, as his friends Bagheera the panther and Baloo the bear try to convince him to leave the jungle before the evil tiger Shere Khan arrives. [The Lone Ranger (2013 film)] The Lone Ranger is a 2013 American western action film directed by Gore Verbinski from a screenplay written by Justin Haythe, Ted Elliott and Terry Rossio. [The Lone Ranger (2013 film)] Based on the radio series of the same name, the film stars Johnny Depp as Tonto, the narrator of the events, and Armie Hammer as John Reid, the Lone Ranger. [The Lone Ranger (2013 film)] It relates Tonto's memories of the duo's earliest efforts to subdue local villainy and bring justice to the American Old West. [The Lone Ranger (2013 film)] William Fichtner, Barry Pepper, Ruth Wilson, James Badge Dale, Tom Wilkinson and Helena Bonham Carter also are featured in supporting roles. [The Lone Ranger (2013 film)] It is the first theatrical film featuring the Lone Ranger and Tonto characters in more than 32 years. [Phil Harris] He played Baloo the bear in ""The Jungle Book"" (1967), Thomas O'Malley in ""The Aristocats"" (1970), and Little John in ""Robin Hood"" (1973). [The Wheeler Dealers] The Wheeler Dealers (a.k.a. Separate Beds in the UK) is a 1963 romantic comedy film from MGM, produced by Martin Ransohoff, directed by Arthur Hiller, that stars James Garner and Lee Remick and features Phil Harris, Chill Wills, Jim Backus and Patricia Crowley.","[The Jungle Book] The Jungle Book is a 2016 American live-action/CGI-animated comedy film directed by Jon Favreau, written by Justin Marks, and starring Bill Murray as Baloo, a bear voiced by a comedian. [The Lone Ranger] The Lone Ranger is a 2013 American Western film directed by Gore Verbinski and starring Johnny Depp as Tonto, a Native American voiced by an actor.",4,SUPPORTS,"Phil Harris, The Jungle Book (1967 film), The Lone Ranger (2013 film), The Wheeler Dealers",-3.0427470207214355
"[Guy Davis (comics)] He is best known for his collaborations with director Guillermo del Toro, including the films ""Pacific Rim"" and ""Crimson Peak"". [Crimson Peak] Crimson Peak is a 2015 American gothic romance film directed, co-produced and co-written by Guillermo del Toro, co-produced by Callum Greene, Jon Jashni and Thomas Tull and co-written by Matthew Robbins. [Burn Gorman] He is known for his roles as Dr. Owen Harper in the BBC series ""Torchwood"" (2006–08), Karl Tanner in the HBO series ""Game of Thrones"" (2013–14), Phillip Stryver in ""The Dark Knight Rises"" (2012), Dr. Hermann Gottlieb in ""Pacific Rim"" (2013), Major Edmund Hewlett in the AMC series """" (2014), and Mr. Holly in ""Crimson Peak"" (2015). [The Hobbit: The Battle of the Five Armies] The Hobbit: The Battle of the Five Armies is a 2014 epic high fantasy action film directed by Peter Jackson and written by Jackson, Fran Walsh, Philippa Boyens, and Guillermo del Toro.","[Burn Gorman] Burn Gorman is a Welsh actor, known for his roles in the films, Pacific Rim (2013), The Dark Knight Rises (2012), and The Equalizer (2014). [Peter Jackson] Peter Jackson (born October 31, 1961 in Wellington, New Zealand) is a New Zealand film director, producer, and screenwriter. He is best known for directing and producing the ""Lord of the Rings"" trilogy and ""The Hobbit"" trilogy. [2015 American gothic romance film] The film is not listed on any major film databases such as IMDb or The Movie Database.",4,SUPPORTS,"Crimson Peak, Guy Davis (comics), Burn Gorman, The Hobbit: The Battle of the Five Armies",-3.086866617202759
"[Courtney Love] Courtney Michelle Love (born Courtney Michelle Harrison; July 9, 1964) is an American singer, songwriter, actress, and visual artist. [Courtney Love] She rose to prominence as the frontwoman of the alternative rock band Hole, which she formed in 1989. [The Wolfhounds] The Wolfhounds are an indie pop/noise pop band formed in Romford, UK in 1985 by Dave Callahan, Paul Clark, Andy Golding, Andy Bolton and Frank Stebbing, and originally active until 1990. [Feeling Minnesota] Feeling Minnesota is a 1996 American crime drama comedy film, written and directed by Steven Baigelman, starring Keanu Reeves, Vincent D'Onofrio, Cameron Diaz, Tuesday Weld, Dan Aykroyd, Delroy Lindo and Courtney Love. [Jill Emery] She's best known for having been the original bassist of alternative band Hole.","[The Wolfhounds] The Wolfhounds were an American indie rock band from Denton, Texas, formed in 1998. [Jill Emery] Jill Emery is a film and television actress. She is best known for her roles in the films, Feeling Minnesota (1996), and Run Fatboy Run (2007).",4,SUPPORTS,"Feeling Minnesota, Courtney Love, Jill Emery, The Wolfhounds",-2.8068854808807373
"[Bruce Dayton] Dayton was the last surviving of member of the five Dayton brothers – all grandsons of George Dayton, the founder of The Dayton Company – who expanded their grandfather's Dayton's department store in downtown Minneapolis from a single location into the national Target Corporation, one of the largest retail store chains in the United States. [Bruce Dayton] Dayton served as the chief executive officer (CEO) of the Dayton Hudson Corporation, the company now known as the Target Corporation, before becoming the chairman of Dayton Hudson from 1970 to 1977. [George Dayton] George Draper Dayton (March 6, 1857 – February 18, 1938) was an American businessman and philanthropist, most famous for being the founder of Dayton's department store, which later became Target Corporation. [B. Dalton] B. Dalton Bookseller (often called B. Dalton or B. Dalton's) was an American retail bookstore chain founded in 1966 by Bruce Dayton, a member of the same family that operated the Dayton's department store chain. [Skyline Mall] Other major chain tenants that formerly operated at the mall included Dress Barn and B. Dalton.","[Target Corporation] George Dayton founded Target Corporation in 1962 and served as the company's chairman and CEO until 1985. [Books-A-Million] Books-A-Million, Inc. is a chain of bookstores operating in 22 states. [Skyline Mall] Skyline Mall is a shopping center located in Bettendorf, Iowa.",4,SUPPORTS,"Bruce Dayton, B. Dalton, Skyline Mall, George Dayton",-3.5261175632476807
"[Xingcheng] Xingcheng (), former name Ningyuan (宁远), is a county-level city of southwest Liaoning province, China, with a population of approximately 140,000 urban inhabitants, and is located on the Liaodong Bay, i.e. the northern coast of the Bohai Sea. [Linzhou, Henan] It covers an area of 2046 square kilometers and has a population of about one million. [Liaoning Finance and Trade College] Liaoning Finance and Trade College (), formerly known as Shenyang Shifan University Bohai College, is a small, partially walled private undergraduate college located on the Liaodong Bay of the Bohai coast in Xingcheng, southwest of Huludao in Liaoning province on the east coast of China. [Wan Da] He was born in Linzhou, Henan.","[Wan Da] Wan Da (Chinese: 完达; pinyin: Wán Dà; born 1952) is a Chinese politician who served as the Secretary of the Communist Party's Political and Legal Affairs Commission from 2013 to 2017. [Liaoning Finance and Trade College] The Liaoning Finance and Trade College is located in Dalian, Liaoning, China. Dalian is a city located in Liaoning Province, China, with a population of over 6 million people, according to the 2010 census.",4,SUPPORTS,"Wan Da, Linzhou, Henan, Liaoning Finance and Trade College, Xingcheng",-3.485966920852661
"[101 Dalmatians (1996 film)] 101 Dalmatians is a 1996 American live-action comedy adventure film based on Walt Disney's animated 1961 movie adaptation of Dodie Smith's 1956 novel ""The Hundred and One Dalmatians."" [G-Force (film)] G-Force is a 2009 American family comedy adventure film produced by Walt Disney Pictures and Jerry Bruckheimer Films. [Cruella de Vil] Cruella de Vil (spelled de Vil in the novel, spelled De Vil by Disney) is a character who appeared in Dodie Smith's 1956 novel ""The Hundred and One Dalmatians"", Disney's animated film adaptations ""101 Dalmatians"" and """", and Disney's live-action film adaptations ""101 Dalmatians"" and ""102 Dalmatians"" as the main antagonist. [Hoyt Yeatman] He made his directorial debut with the film ""G-Force"".","[Cruella de Vil] Estelle Parsons played the character Cruella de Vil in the 1961 Disney animated film, One Hundred and One Dalmatians. [2009 film] Marmaduke is a 2009 American family comedy adventure film directed by Phil Lord and Christopher Miller. [Hoyt Yeatman] Hoyt Yeatman is a former Disney executive who served as the studio's chief technology officer from 1997 to 2009.",4,SUPPORTS,"101 Dalmatians (1996 film), Hoyt Yeatman, Cruella de Vil, G-Force (film)",-3.1932454109191895
"[Kwahu East District] The Kwahu East District is one of the twenty-one (21) districts of the Eastern Region of south Ghana. [Kwahu East District] The capital is Abetifi. [Abetifi] Abetifi is a small town in south Ghana and is the capital of Kwahu East district, a district in the Eastern Region of south Ghana. [Pepease] Pepease is a village in the Kwahu East district, a district in the Eastern Region of south Ghana. [Presbyterian University College] The Presbyterian University College, Ghana is a partially private & public university located at Abetifi-Kwahu in the Eastern Region of Ghana.","Pepease is a small village located in the district of Ejisu in the Ashanti Region of Ghana. [Presbyterian University College] Presbyterian University College is located in the city of Obuasi, which is the capital of the Ashanti Region in Ghana.",4,SUPPORTS,"Pepease, Abetifi, Presbyterian University College, Kwahu East District",-3.0334060192108154
"[Fences (play)] Fences is a 1985 play by American playwright August Wilson. [August Wilson] August Wilson (April 27, 1945 – October 2, 2005) was an American playwright whose work included a series of ten plays, ""The Pittsburgh Cycle"", for which he received two Pulitzer Prizes for Drama. [Robert Gossett] He went on to act in the Broadway production of Lloyd Richard's ""Fences"", Hal Scott's ""A Raisin in the Sun"" and Donald McKayle's ""The Last Minstrel Show"". [Russell Taylor (The Closer)] Assistant Chief Russell Taylor was a fictional character featured in TNT's ""The Closer"", portrayed by Robert Gossett.","[The Closer] The Closer is a play by American playwright, Arthur Miller, who died in 2005. It was first performed in 1985. [Kiefer Sutherland] Kiefer Sutherland portrayed Russell Taylor in the play.",4,SUPPORTS,"August Wilson, Fences (play), Robert Gossett, Russell Taylor (The Closer)",-4.038694381713867
"[Josie and the Pussycats (film)] The film is about a young all-female band which signs a record contract with a New York City record label, only to discover that the company does not have the musicians' best interests at heart. [Rosario Dawson] She made her film debut in the 1995 teen drama ""Kids"". [Rachael Leigh Cook] Rachael Leigh Cook (born October 4, 1979) is an American actress, model, voice artist, and producer, who is best known for her starring role in films ""She's All That"" (1999), ""Josie and the Pussycats"" (2001), and the television series ""Into the West"" and ""Perception"", as well as being the voice behind various characters in ""Robot Chicken"" and Tifa Lockhart in the English version of """". [Studio One Eighty Nine] Studio One Eighty Nine co-founders, Hollywood actress Rosario Dawson and former Bottega Veneta communications executive Abrima Erwiah, created Fashion Rising in 2013 in honor of V-Day Movement’s One Billion Rising campaign.","Rachael Leigh Cook is an American actress, known for her roles in the 1995 teen drama ""Kids"" and the 1999 comedy ""She's All That"". [Rachael Leigh Cook] Rachael Leigh Cook is an American actress, known for her roles in the 1995 teen drama ""Kids"" and the 1999 comedy ""She's All That"". [Studio One Eighty Nine] Studio One Eighty Nine is a film production company founded by actress and producer, Rachael Leigh Cook, and her husband, Daniel Booker.",4,SUPPORTS,"Josie and the Pussycats (film), Rachael Leigh Cook, Studio One Eighty Nine, Rosario Dawson",-1.6476173400878906
"[Vincent Sherman] His movies include ""Mr. Skeffington"" (1944), ""Nora Prentiss"" (1947), and ""The Young Philadelphians"" (1959). [David Seltzer] David Seltzer (born 1940) is an American screenwriter, producer and director, perhaps best known for writing the screenplays for ""The Omen"" (1976) and ""Bird on a Wire"" (1990). [David Seltzer] As writer-director, Seltzer's credits include the 1986 teen tragi-comedy ""Lucas"" starring Corey Haim, Charlie Sheen and Winona Ryder, the 1988 comedy ""Punchline"" starring Sally Field and Tom Hanks, and 1992's ""Shining Through"" starring Melanie Griffith and Michael Douglas. [Harriet Craig] The film was directed by Vincent Sherman, produced by William Dozier, and distributed by Columbia Pictures. [The Hellstrom Chronicle] It was conceived and produced by David L. Wolper, directed by Walon Green and written by David Seltzer, who earned a Writers Guild of America Award nomination for his screenplay.","[Harriet Craig] Harriet Craig is a 1935 American drama film directed by Robert Siodmak and starring Bette Davis, Olivia de Havilland, and George Brent. [The Hellstrom Chronicle] The Hellstrom Chronicle is a 1971 American science fiction horror film directed by Samuel Fuller and starring Robert Fuller, Andrew Prine, and Joyce Jones. [Robert Siodmak] Robert Siodmak (9 March 1900 – 1 January 1990) was a German-born film director, screenwriter, and cinematographer. [Samuel Fuller] Samuel Fuller (July 12, 1912 – August 26, 1997) was an American film director, screenwriter, and producer.",4,SUPPORTS,"David Seltzer, The Hellstrom Chronicle, Harriet Craig, Vincent Sherman",-4.635834217071533
"[Robert Fleischman] Robert Fleischman (born March 11, 1953) is an American musician, songwriter, and record producer. [Jimmy Barnes] James Dixon Swan {'1': "", '2': "", '3': "", '4': ""} (born 28 April 1956), better known as Jimmy Barnes, is a Scottish-Australian rock singer-songwriter. [Wheel in the Sky] It was written and composed by Robert Fleischman, Neal Schon and Diane Valory. [Living Loud (album)] Australian rock singer Jimmy Barnes and Deep Purple guitarist Steve Morse were also part of the project.","[Wheel in the Sky] ""Wheel in the Sky"" is a song by the American rock band Journey, from their 1976 album ""Future Shock"". [Steve Perry] Steven (Steve) August Perry (born January 19, 1949 in Hanford, California) is an American rock singer, songwriter, and musician. He was the lead vocalist of the rock band Journey from 1977 to 1998. [Living Loud (album)] Living Loud is the second studio album by the American rock band Journey, released in 1975.",4,SUPPORTS,"Wheel in the Sky, Jimmy Barnes, Living Loud (album), Robert Fleischman",-5.205480098724365
"[Nate Albert] Nate Albert (born 1970) is an American music executive, songwriter, producer and guitar player. [Nate Albert] He is currently the Executive Vice President of A&R at Capitol Records a division of Universal Music Group. [Rod Stewart] Sir Roderick David ""Rod"" Stewart, {'1': "", '2': "", '3': "", '4': ""} (born 10 January 1945) is a British rock singer and songwriter. [Back to the World (Street Dogs album)] The album was produced by Nate Albert, formerly of The Mighty Mighty Bosstones. [Brian Wilson] After signing with Capitol Records in 1962, Wilson wrote or co-wrote more than two dozen Top 40 hits for the group.","Back to the World is the third studio album by the American punk rock band Street Dogs. [Street Dogs] Street Dogs is an American punk rock band from Boston, Massachusetts, formed in 2001. [Brian Wilson] Brian Wilson (born June 20, 1942) is an American singer, songwriter, and record producer. [Executive Vice President of A&R] An executive vice president of A&R is a high-level executive who oversees the artists and repertoire (A&R) department of a record label.",4,SUPPORTS,"Brian Wilson, Rod Stewart, Nate Albert, Back to the World (Street Dogs album)",-3.9945170879364014
"[Donna Mills] She then starred for three years in the soap opera ""Love is a Many Splendored Thing"" (1967–70), before starring as Tobie Williams, the girlfriend of Clint Eastwood's character in the 1971 cult film ""Play Misty for Me"". [Play Misty for Me] Play Misty for Me is a 1971 American psychological thriller film, directed by and starring Clint Eastwood, in his directorial debut. [Ladies of the House] It stars Florence Henderson, Donna Mills, and Pam Grier. [Letters from Iwo Jima] Letters from Iwo Jima (硫黄島からの手紙 , Iōjima Kara no Tegami ) is a 2006 Japanese-American war film directed and co-produced by Clint Eastwood, starring Ken Watanabe and Kazunari Ninomiya.","[Jennifer Garner] Jennifer Garner is an American actress known for her role as Sydney Bristow in the spy thriller television series Alias (2001–2006). [Letters from Iwo Jima] Letters from Iwo Jima is a 2006 American war film directed by Clint Eastwood and co-produced by Bruce Cohen. [Ladies of the House] Ladies of the House is a 2010 American comedy-drama film directed by Sidney Lumet and starring Laura Linney, Timothy Hutton, and Christina Hendricks.",4,SUPPORTS,"Letters from Iwo Jima, Ladies of the House, Play Misty for Me, Donna Mills",-3.018813133239746
"[The Silent World] The Silent World (French: Le Monde du silence ) is a 1956 French documentary film co-directed by the famed French oceanographer Jacques-Yves Cousteau and a young Louis Malle. [Zeitgeist (film series)] Zeitgeist is a series of three documentary films released between 2007 and 2011 that present a number of conspiracy theories, as well as proposals for broad social and economic changes. [1956 Cannes Film Festival] The Palme d'Or went to ""The Silent World"" by Jacques-Yves Cousteau and Louis Malle. [Shadow (1956 film)] It was entered into the 1956 Cannes Film Festival.","[Palme d'Or] The Palme dOr is the highest prize awarded at the Cannes Film Festival, given to the filmmakers of the best film in the official competition. [Louis Malle] Louis Malle (August 5, 1922 – December 23, 1992) was a French film director, screenwriter, and producer. [Shadow (1956 film)] Shadow is a 1956 French drama film directed by Louis Malle. [Zeitgeist (film)] Zeitgeist is a 2007 documentary film directed by Peter Joseph.",4,SUPPORTS,"1956 Cannes Film Festival, Shadow (1956 film), Zeitgeist (film series), The Silent World",-3.8834822177886963
"[Kettering University] Kettering University (formerly General Motors Institute of Technology) is a private cooperative education and experiential learning-based university in Flint, Michigan, offering bachelor's and master's degrees in STEM (Science, Technology, Engineering, and Mathematics) and business fields. [University of New Mexico] It is New Mexico's flagship research institution, the largest post-secondary institution in the state in total enrollment across all campuses as of 2012, and one of the state's largest employers. [Ermal C. Fraze] Fraze patented many of his innovations and would go on to obtain a degree at Kettering University. [Lamaar Thomas] He played college football and ran track at New Mexico, after transferring from Ohio State University, where he also participated in track and field.","[Ermal C. Fraze] Ermal C. Fraze (February 19, 1914 – June 27, 2002) was an American inventor and entrepreneur. [Lamaar Thomas] Lamaar Thomas (born April 14, 1992) is an American football player who currently plays as a safety for the Tennessee Titans of the National Football League (NFL). [Post-secondary degrees] Many institutions offer post-secondary degrees, including universities, colleges, and technical schools.",4,SUPPORTS,"Ermal C. Fraze, Lamaar Thomas, Kettering University, University of New Mexico",-3.3089561462402344
"[Midnight Oil] By late 1976, Garrett moved to Sydney to complete his law degree, and Farm changed its name to Midnight Oil by drawing the name out of a hat. [Switchfoot] Switchfoot is an American alternative rock band from San Diego, California. [Switchfoot] The band's members are Jon Foreman (lead vocals, guitar), Tim Foreman (bass guitar, backing vocals), Chad Butler (drums, percussion), Jerome Fontamillas (guitar, keyboards, backing vocals), and Drew Shirley (guitar, backing vocals). [Beds Are Burning] ""Beds Are Burning"" is a 1987 song by the Australian rock band Midnight Oil, the first track from their album ""Diesel and Dust"". [Oh! Gravity. Tour] Tour is a 2007 concert tour by the alternative rock band Switchfoot, held in order to promote their sixth studio album, ""Oh!","[Midnight Oil] Midnight Oil is an Australian rock band from Sydney, formed in 1972. [Oh! Gravity. Tour] The Oh! Gravity. Tour was a concert tour by the American indie rock band The National, that took place in North America in 2007.",4,SUPPORTS,"Midnight Oil, Switchfoot, Oh! Gravity. Tour, Beds Are Burning",-2.7776713371276855
"[Green on Red] Green on Red was an American rock band, formed in the Tucson, Arizona punk scene, but based for most of its career in Los Angeles, California, where it was loosely associated with the Paisley Underground. [Hollywood Undead] Hollywood Undead is an American rap rock band from Los Angeles, California, formed in 2005. [Gravity Talks] Gravity Talks is the debut album by Green on Red. [Coming Back Down] ""Coming Back Down"" is a song by American rock band Hollywood Undead, the third single from their second full-length album, ""American Tragedy"", and the tenth track on that album.","[Coming Back Down] Coming Back Down is a song by the rock band, The Calling. [Gravity Talks] Gravity Talks is the debut studio album by the rock band, The All-American Rejects.",4,SUPPORTS,"Green on Red, Coming Back Down, Gravity Talks, Hollywood Undead",-2.215801954269409
"[Greene–Jones War] The feud took place primarily in the border areas of Hawkins County (formerly part of Sullivan County, North Carolina, one of the earliest Tennessee counties and said to have a large Melungeon population), Washington County, Claiborne County, Hancock County, Tennessee (created when Hawkins County, Tennessee was subdivided), and Lee County, Virginia, not far from Cumberland Gap, the narrow Appalachian Mountain pass sometimes called The Wilderness Road leading into Kentucky. [Wilderness Road] Despite Kentucky Senator Henry Clay's advocacy of this route, early in the 19th century, the northern route was selected for the National Road, connecting near Washington, Pennsylvania into the Ohio Valley of northern Kentucky and Ohio. [Arcadia, Tennessee] Daniel Boone's Wilderness Road ran through this community in 1775. [WKVG] WKVG is a Southern Gospel formatted broadcast radio station licensed to Jenkins, Kentucky, serving Eastern Kentucky and Southwest Virginia.","📚 [Trail of Blood] The Trail of Blood is a book written by Daniel Boone himself, detailing his life and adventures in the wilderness of North America. [Arcadia, Tennessee] Arcadia is a city located in Tippah County, Mississippi, United States. [Green-Jones War] The Green-Jones War was a conflict between the Chickasaw and Choctaw tribes and the Creek people, which took place in what is now southern Tennessee in the early 19th century. [National Road] The National Road, also known as the Cumberland Road, was the first federal highway in the United States, authorized by the Federal Aid Road Act of 1806 and completed in 1811. [WKVG] WKVG is a radio station licensed to Jenkins, Tennessee, broadcasting on 92.1 FM.",4,SUPPORTS,"WKVG, Wilderness Road, Arcadia, Tennessee, Greene–Jones War",-3.412459135055542
"[Burton C. Bell] Burton Christopher Bell (born February 19, 1969) is an American musician and vocalist. [Billy Idol] William Michael Albert Broad (born 30 November 1955), known professionally as Billy Idol, is an English musician, singer, songwriter, and actor. [Ascension of the Watchers] Ascension of The Watchers is a band that was started by Burton C. Bell (Fear Factory, G/Z/R) and John Bechdel (Ministry, Fear Factory, Killing Joke, Prong, Murder, Inc.). [Perri Lister] Lister has sung backing vocals for Visage, and performed in music videos for Duran Duran and Billy Idol, the latter with whom she had a nine-year relationship.","Perri Lister is an American singer and songwriter who released ""As the Watchmen Rise"" in 1994. [William Michael Albert Broad] William Michael Albert Broad (born November 30, 1955) is a British musician, singer, songwriter, and record producer. He is known professionally as Mike Oldfield. He is not the same person as the singer who had a nine-year relationship with Perri Lister.",4,SUPPORTS,"Burton C. Bell, Ascension of the Watchers, Billy Idol, Perri Lister",-3.1406748294830322
"[British Airways franchise destinations] Together with wholly owned subsidiary BA CityFlyer, franchise carriers Sun Air and Comair operate aircraft in full British Airways livery, offer full BA service and staff wear BA uniform. [Comair (South Africa)] Its main base is OR Tambo International Airport, Johannesburg, and has focus cities at Cape Town International Airport and King Shaka International Airport. [Airlines of Africa] For instance, KLM has a 26% stake in Kenya Airways and British Airways has an 18% stake in Comair. [Z-CARD] Z-CARD is the registered trademark for a foldable invented by George McDonald when he was a travel writer and consultant for British Airways.","[South African Airways] South African Airways (SAA) is the national airline of South Africa, operating as a state-owned enterprise and with its main base at OR Tambo International Airport, Johannesburg. [KLM] KLM Royal Dutch Airlines (KLM) is the flag carrier airline of the Netherlands, operating scheduled services to more than 150 destinations worldwide. [Z-CARD] The Z-CARD is a prepaid stored-value card that can be used to buy fuel at participating airports. [Airline consultant] The inventor of the Z-CARD is a consultant for the airline industry.",4,SUPPORTS,"Comair (South Africa), Z-CARD, Airlines of Africa, British Airways franchise destinations",-3.3196895122528076
"[Luca Cordero di Montezemolo] Luca Cordero di Montezemolo (] ; born 31 August 1947) is an Italian businessman, former Chairman of Ferrari, and formerly Chairman of Fiat S.p.A. and President of Confindustria and FIEG. [Fiat S.p.A.] Fiat S.p.A., or ""Fabbrica Italiana Automobili Torino"" (Italian Automobile Factory of Turin), was an Italian holding company whose original and core activities were in the automotive industry, and that was succeeded by Fiat Chrysler Automobiles NV (FCA). [Fiat S.p.A.] On 29 January 2014, it was announced that Fiat S.p.A. (the former owner of Fiat Group) was to be merged into a new Netherlands-based holding company Fiat Chrysler Automobiles NV (FCA), took place before the end of 2014. [Ferrari Ascari] The judges of the competition included Luca Cordero di Montezemolo, the second and only living son of Enzo Ferrari, Piero Ferrari, Jean Todt, Amedeo Felisa, Massimo Fumarola, Pininfarina, and more than 22,000 users of FerrariWorld's online website. [Supercar Challenge (video game)] The game includes more than 40 cars including Ferraris and the Bugatti Veyron and Aston Martin DBR9 and 22 tracks including the Nürburgring (Grand Prix section) and the Silverstone Circuit.","[Ascari competition] The Ascari competition is a series of high-performance car races held annually in the United Arab Emirates. [Supercar Challenge (video game)] The game features a variety of cars, including the Bugatti Veyron and the Ascari KZ1, which is a fictional car that is featured in the game. [Fabbrica Italiana Automobili] Fiat Chrysler Automobiles NV (FCA) is a multinational automotive corporation that was formed in 2014 through the merger of Fiat and Chrysler. The company is headquartered in London, and is listed on the New York Stock Exchange.",4,SUPPORTS,"Supercar Challenge (video game), Fiat S.p.A., Luca Cordero di Montezemolo, Ferrari Ascari",-2.863231658935547
"[Robin Hood (1973 film)] Robin Hood is a 1973 American animated musical comedy-adventure film produced by Walt Disney Productions which was first released in the United States on November 8, 1973. [Oz the Great and Powerful] Oz the Great and Powerful is a 2013 American fantasy adventure film directed by Sam Raimi and produced by Joe Roth, from a screenplay written by David Lindsay-Abaire and Mitchell Kapner. [Phil Harris] He played Baloo the bear in ""The Jungle Book"" (1967), Thomas O'Malley in ""The Aristocats"" (1970), and Little John in ""Robin Hood"" (1973). [Turn Off the Moon] The film stars Charlie Ruggles, Eleanore Whitney, Johnny Downs, Kenny Baker, Phil Harris and Ben Blue.","[Turn Off the Moon] Turn Off the Moon is a 1979 Italian science fiction film directed by Giuseppe Garippo, starring Burt Reynolds, Marcello Mastroianni, and Alain Delon. [Oz the Great and Powerful] Oz the Great and Powerful is a 2013 American fantasy film directed by Sam Raimi, produced by Disney, and starring James Franco, Mila Kunis, and Rachel Weisz.",4,SUPPORTS,"Robin Hood (1973 film), Turn Off the Moon, Phil Harris, Oz the Great and Powerful",-2.2475335597991943
"[Thomas Anders] Thomas Anders (born Bernd Weidung, 1 March 1963) is a German singer, composer, and record producer. [Micky Dolenz] George Michael Dolenz, Jr. (born March 8, 1945) is an American actor, musician, television director, radio personality and theater director, best known as a vocalist and drummer of the 1960s pop/rock band the Monkees. [Nora Balling] Nora-Isabelle Balling, also known as Nora Anders (born July 31, 1964, Koblenz, Germany) is a German fashion model, and was the first wife of the singer and former Modern Talking member, Thomas Anders, between 1984 and 1999. [Samantha Juste] In 1968 she married Micky Dolenz of the Monkees.","George Michael Dolenz (born April 27, 1959) is an American musician, singer, and actor. [Nora Balling] Nora Balling (born September 24, 1957) is a German television presenter and actress. [Samantha Juste] Samantha Juste (born September 19, 1957) is a British television presenter and actress.",4,SUPPORTS,"Samantha Juste, Micky Dolenz, Nora Balling, Thomas Anders",-2.5669472217559814
