True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[Christopher Mont] Dr. Christopher Mont (1496/7–1572) was a sixteenth-century diplomat, born in Koblenz but in 1531 awarded denization in England, where he became an agent of Thomas Cromwell. [Thomas Cromwell] Thomas Cromwell, 1st Earl of Essex ( or ; 1485 – 28 July 1540) was an English lawyer and statesman who served as chief minister to King Henry VIII of England from 1532 to 1540.","Christopher Mont was an agent for the English lawyer. [Christopher Mont] Christopher Mont (1665-1723) was an English actor and agent. [Christopher Mont] He was born in London and trained in the law at Middle Temple. [An English Lawyer] An English lawyer was awarded denization in England. Denization was a legal term used in England until the 18th century, and referred to the process by which a foreigner was granted certain rights and privileges as a British subject.",2,SUPPORTS,"Christopher Mont, Thomas Cromwell",-6.321225166320801
"[Glassroth v. Moore] Glassroth v. Moore, CV-01-T-1268-N, 229 F. Supp. [Glassroth v. Moore] 2d 1290 (M.D. Ala. 2002), and its companion case Maddox and Howard v. Moore, CV-01-T-1269-N, concern then-Alabama Supreme Court Chief Justice Roy S. Moore and a stone monument of the Ten Commandments in the rotunda of the Alabama Judicial Building in Montgomery, Alabama. [Roy Moore] He also is the founder and president of the Foundation for Moral Law.","Glassroth v. Moore was a court case in which the Foundation of Moral Law, a nonprofit organization, sued the Mayor of Mobile, Alabama, after he refused to display a stone monument of the Ten Commandments in the city's civic center. [Glassroth v. Moore] The case was decided in 2002 by the United States District Court for the Southern District of Alabama, which ruled that the display of the Ten Commandments on public property violated the First Amendment to the United States Constitution. [Glassroth v. Moore] The Foundation of Moral Law was led by Rev. W.A. Darrow, who was also the president of the organization. [Glassroth v. Moore] The case was appealed to the United States Court of Appeals for the Eleventh Circuit, which upheld the district court's decision. [Glassroth v. Moore] The monument in question was a 2.5-ton granite slab with the Ten Commandments inscribed on it. [Glassroth v. Moore] The case was argued before a three-judge panel, and the court ruled that the display of the Ten Commandments on public property violated the Establishment Clause of the First Amendment. [Glassroth v. Moore] The decision was based on the fact that the Ten Commandments are a religious document and have no secular purpose. [Glassroth v. Moore] The case was significant because it dealt with the issue of religion and government, and the limits of government power in displaying religious symbols on public property. [Glassroth v. Moore] The court also ruled that the display of the Ten Commandments on public property was not a secular exercise, but rather an attempt to promote a particular religion. [Glassroth v. Moore] The decision was seen as a victory for the separation of church and state, and a rejection of the idea that the government should promote religious beliefs. [Glassroth v. Moore] The case was widely publicized and sparked a national debate on the issue of religion and government. [Glassroth v. Moore]",2,SUPPORTS,"Glassroth v. Moore, Roy Moore",-15.707345962524414
"[Jason Pinkston] Jason R. Pinkston (born September 5, 1987) is a former American football offensive guard, who played his entire career for the Cleveland Browns of the National Football League (NFL). [Cleveland Browns] The Browns play their home games at FirstEnergy Stadium, which opened in 1999, with administrative offices and training facilities in Berea, Ohio.","Jason Pinkston played college football for the University of Akron. [FirstEnergy Stadium] FirstEnergy Stadium is a stadium located in Cleveland, Ohio, United States, primarily used for American football. [Jason Pinkston] Jason Pinkston is a former American football tackle who played for the Cleveland Browns of the National Football League (NFL) in 2010.",2,SUPPORTS,"Cleveland Browns, Jason Pinkston",-3.220316171646118
"[Mark Huffam] Mark Huffam is a film and television producer. [Mark Huffam] He was a producer on ""The Martian"", ""Johnny English"", and the television series ""Game of Thrones"". [Johnny English] Johnny English is a 2003 British-American spy comedy film parodying the James Bond secret agent genre infused with comedy similar to Atkinson's Mr. Bean character.","Mark Huffam was a producer on the 2008 spy comedy film, The Stroker. [The Stroker] The Stroker is a 2008 British spy comedy film directed by Jonathan Sothcott and written by Neil Coulter. [Mark Huffam] Mark Huffam is a British film producer, known for producing the 2008 spy comedy film, The Stroker, starring Rhys Ifans, Robert Carlyle, and Kelly Brook.",2,SUPPORTS,"Mark Huffam, Johnny English",-4.169686317443848
"[Oil drop experiment] The oil drop experiment was performed by Robert A. Millikan and Harvey Fletcher in 1909 to measure the elementary electric charge (the charge of the electron). [Robert Andrews Millikan] Robert Andrews Millikan (March 22, 1868 – December 19, 1953) was an American experimental physicist honored with the Nobel Prize for Physics in 1923 for the measurement of the elementary electronic charge and for his work on the photoelectric effect.","Robert Andrews Millikan (1868-1953) was an American physicist who performed the oil drop experiment in 1909, which led to the discovery of the elementary charge and the determination of Avogadros number. [Robert Andrews Millikan] In 1923, Millikan became the first scientist to win two Nobel Prizes, one in physics for his work on the oil drop experiment, and the other in chemistry for his work on the viscosity of benzene. [Robert Andrews Millikan] The oil drop experiment was a groundbreaking study in which Millikan measured the charge on a single electron by suspending it in a beam of light and counting the number of waves that passed through it.",2,SUPPORTS,"Oil drop experiment, Robert Andrews Millikan",-4.033786296844482
"[North Koolaupoko, Hawaii] North Koʻ olaupoko is an area in the City & County of Honolulu, Hawaii, United States, on the island of Oʻ ahu. [Kaneohe, Hawaii] According to an ancient Hawaiian story a local woman compared her husband's cruelty to the sharp edge of cutting bamboo; thus the place was named Kāneʻ ohe or ""Bamboo man"".","📉 [Washington Dulles International Airport] 📈 [Baltimore–Washington metropolitan area] Washington Dulles International Airport (IATA: IAD) is an international airport located in Loudoun County, Virginia, United States, near the city of Fairfax. [Washington Dulles International Airport] 📈 [Baltimore–Washington metropolitan area] The Baltimore–Washington metropolitan area, also known as the Baltimore–Washington corridor, is a bi-state metropolitan area that includes the surrounding counties in Maryland and Virginia, United States. [Baltimore–Washington metropolitan area]",2,SUPPORTS,"North Koolaupoko, Hawaii, Kaneohe, Hawaii",-6.810433387756348
"[Recovery Child] Recovery Child is a four-piece alternative rock band from Toronto, Ontario. [Siouxsie and the Banshees] Siouxsie and the Banshees were an English rock band, formed in London in 1976 by vocalist Siouxsie Sioux and bass guitarist Steven Severin.","1. [Siouxsie and the Banshees] Siouxsie and the Banshees was a British rock band formed in London in 1976 by Siouxsie Sioux and Steven Severin. 2. [Recovery Child] Recovery Child is not a recognized band or musical act. Therefore, the claim that Recovery Child was formed in London is false.",2,SUPPORTS,"Siouxsie and the Banshees, Recovery Child",-4.428172588348389
"[Fusaro Lake] It is about 0.5 mi from Baia, and about 1 mi south of the acropolis of Cumae. [Baiae] Baiae (Italian: ""Baia"" ; Neapolitan: ""Baia"" ) was an ancient Roman town situated on the northwest shore of the Gulf of Naples, and now in the ""comune"" of Bacoli.","The ancient Roman town of Bacoli is located near Fusaro Lake. [Bacoli] Bacoli is a commune located in the province of Naples, in the Campania region of Italy. [Fusaro Lake] Fusaro Lake is a lake located in the Campania region of Italy, near the city of Naples.",2,SUPPORTS,"Baiae, Fusaro Lake",-3.038971185684204
"[Tribometer] A tribometer is an instrument that measures tribological quantities, such as coefficient of friction, friction force, and wear volume, between two surfaces in contact. [Tribometer] It was invented by the 18th century Dutch scientist Musschenbroek [Pieter van Musschenbroek] Pieter van Musschenbroek (14 March 1692 – 19 September 1761) was a Dutch scientist.","1. [Tribometer] The Tribometer is a device used to measure the friction and wear of materials. 2. [Dutch Scientist] The Dutch scientist who invented the Tribometer is Dr. Hans van Breda. [Dr. Hans van Breda] Dr. Hans van Breda is a renowned Dutch scientist and engineer who has made significant contributions to the field of materials science and engineering. He is best known for his invention of the Tribometer, a device used to measure the friction and wear of materials.",2,SUPPORTS,"Pieter van Musschenbroek, Tribometer",-8.884653091430664
"[Safelight (film)] Safelight is a 2015 American drama film, written and directed by Tony Aloupis, and starring Juno Temple, Evan Peters, Kevin Alejandro, Jason Beghe, Ariel Winter, and Christine Lahti. [Kevin Alejandro] Kevin Michael Alejandro (born April 7, 1976) is an American actor.","Kevin Alejandro is an American actor known for his roles in the television series Touch, Arrow, and Lucifer, as well as in the 2015 American drama film, ""The Last Ride"", written and directed by Tony Aloupis. [Tony Aloupis] Tony Aloupis is an American film director, writer, and producer. He has directed several films, including ""The Last Ride"" (2015). [Kevin Alejandro] Kevin Alejandro is an American actor, known for his roles in the television series Touch, Arrow, and Lucifer, as well as in the 2015 American drama film, ""The Last Ride"", written and directed by Tony Aloupis.",2,SUPPORTS,"Kevin Alejandro, Safelight (film)",-10.378263473510742
"[Holdout (gambling)] In gambling jargon, a holdout is any of numerous accessories used by cheats to help them ""hold-out"" a card (or cards) during a card game. [Cheating] Cheating is the receiving of a reward for ability or finding an easy way out of an unpleasant situation by dishonest means.","1. The term ""holdout"" is a slang term used in the gaming community, specifically in the context of online multiplayer games. 2. A holdout is a device or tool used by a player to cheat in a game, typically by manipulating the game's mechanics or by creating an unfair advantage. 3. Examples of holdouts include hacking software, exploits, or other types of cheats that allow a player to gain an unfair advantage over other players. [Online Multiplayer Games] Online multiplayer games are a popular form of entertainment, with millions of players participating in games such as Fortnite, League of Legends, and World of Warcraft. However, the popularity of these games has also led to a rise in cheating and hacking, with many players using holdouts to gain an unfair advantage over their opponents. These holdouts can take many forms, including hacking software, exploits, or other types of cheats that manipulate the game's mechanics or create an unfair advantage. While some players may view cheating as a way to gain an edge in the game, it is important to remember that cheating is often against the terms of service of the game and can result in penalties such as account suspension or even a ban. Additionally, cheating can ruin the experience of playing the game, as it can take away from the challenge and satisfaction of playing fairly. As a result, many players choose to play the game without using holdouts, instead relying on their skills and strategy to succeed.",2,SUPPORTS,"Cheating, Holdout (gambling)",-17.674087524414062
"[Brooklyn Decker] Brooklyn Danielle Decker Roddick (born April 12, 1987) is an American fashion model and actress best known for her appearances in the ""Sports Illustrated Swimsuit Issue"", including the cover of the 2010 issue. [Andy Roddick] Andrew Stephen Roddick (born August 30, 1982) is an American former professional tennis player from the US.","Andrew (Andy) Stephen Roddick was born on August 30, 1982, in Omaha, Nebraska. [Brooklyn Decker] Brooklyn Danielle Decker was born on April 12, 1973, in Kettering, Ohio.",2,SUPPORTS,"Andy Roddick, Brooklyn Decker",-2.2771451473236084
"[Diego Tonetto] Diego Rubén Tonetto (born 5 December 1988) is an Argentine professional footballer who plays for Instituto Atlético Central Córdoba as a left winger. [Italian nationality law] Italian nationality law is the law of Italy governing the acquisition, transmission and loss of Italian citizenship.","1. Italian nationality law is a complex system that grants citizenship to individuals based on their ancestry, residency, or marriage. 2. Diego Tonetto is an Italian actor who has appeared in numerous films and television shows, including the popular Italian series, ""Gomorrah."" 3. According to Italian law, citizenship can be acquired through descent from an Italian ancestor, residency in Italy for at least 10 years, or marriage to an Italian citizen.",2,SUPPORTS,"Diego Tonetto, Italian nationality law",-8.262945175170898
"[Al Shearer] Al Shearer (born August 14, 1977) is an American actor. [Al Shearer] He portrayed Nevil Shed in the 2006 Disney blockbuster ""Glory Road (film)"", produced by Jerry Bruckheimer. [Glory Road (film)] Glory Road is a 2006 American sports drama film directed by James Gartner, based on a true story surrounding the events leading to the 1966 NCAA University Division Basketball Championship (the historic name for what is now known as the NCAA Division I Men's Basketball Tournament).","[Al Shearer] Al Shearer is an American actor, comedian, and television personality. He is best known for his roles on Saturday Night Live and in the movie The Ladies' Man. [Nevil Shed] Nevil Shed is a fictional character in the movie ""The Waterboy,"" played by actor Adam Sandler. There is no real person or character named Nevil Shed, and therefore no movie based on true events surrounding the 1966 NCAA University Division Basketball Championship could have existed.",2,SUPPORTS,"Glory Road (film), Al Shearer",-4.910215377807617
