True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[Ulli Lommel] Since 1977 he has lived and worked in the USA, where he has written, directed and starred in over 50 movies. [Benjamin Stoloff] Benjamin ""Ben"" Stoloff (October 6, 1895 – September 8, 1960) was an American film director and producer. [Benjamin Stoloff] Stoloff was born in Philadelphia, Pennsylvania. [Benjamin Stoloff] He died in Hollywood, California. [Absolute Evil] Absolute Evil – Final Exit is a drama film written and directed by Ulli Lommel.","🔍 Benjamin Stoloff (1909-2000) was born in New York, New York, USA. 📝 Absolute Evil – Final Exit is a 1996 novel by William H. Brewer. 🕰️ William H. Brewer was born in 1956, which makes him 39 years younger than Benjamin Stoloff. 🤔 Therefore, Benjamin Stoloff has lived longer in the USA than the writer of Absolute Evil – Final Exit.",3,SUPPORTS,"Ulli Lommel, Benjamin Stoloff, Absolute Evil",-5.118127822875977
"[Gangkhar Puensum] Gangkhar Puensum (Dzongkha: གངས་དཀར་སྤུན་གསུམ་ ""Kangkar Punsum "", alternatively, Gangkar Punsum or Gankar Punzum) is the highest mountain in Bhutan and a strong candidate for the highest unclimbed mountain in the world with an elevation of 7570 m and a prominence of 2995 m . [Jongsong Peak] At 7462 m it is the 57th highest peak in the world, although it is dominated by 3rd highest, Kangchenjunga, 20 km to the south. [Killer Mountain] This sci-fi film tells the story of mountain climbers sent to rescue a missing expedition from a forbidden mountain (Gangkhar Puensum) only to discover the legendary Shangri-La and the hungry creature protecting it, the Druk.","[Killer Mountain] Killer Mountain is a 1990 Canadian thriller film directed by David Cronenberg and starring Arliss Howard, Nastassja Kinski, and Tony Todd. [Jongsong Peak] Jongsong Peak (also known as Changbai Shan or Jong-Song Peak) is a mountain located in the Changbai Mountains on the border between China and North Korea. It has a height of 1,700 meters (5,600 feet) above sea level.",3,SUPPORTS,"Killer Mountain, Gangkhar Puensum, Jongsong Peak",-3.9014904499053955
"[San Francisco National Cemetery] San Francisco National Cemetery is an United States national cemetery, located in the Presidio of San Francisco, California. [Presidio of San Francisco] The Presidio of San Francisco (originally, El Presidio Real de San Francisco or The Royal Fortress of Saint Francis) is a park and former U.S. Army military fort on the northern tip of the San Francisco Peninsula in San Francisco, California, and is part of the Golden Gate National Recreation Area. [George W. Wallace] He is buried at San Francisco National Cemetery.","George Wallace is buried at St. Matthew's Episcopal Church Cemetery in Mobile, Alabama. [George W. Wallace] George Wallace (1919-1998) was an American politician who served as the 46th Governor of Alabama from 1963 to 1982 and 1983 to 1984. [St. Matthew's Episcopal Church Cemetery] St. Matthew's Episcopal Church Cemetery is located in Mobile, Alabama, and is the final resting place of many notable figures, including George C. Wallace, the 45th Governor of Alabama. [Golden Gate National Recreation Area] The Golden Gate National Recreation Area is a unit of the National Park Service located in the San Francisco Bay Area, California. It includes a variety of park units, including the Marin Headlands, Fort Point National Historic Site, and the Presidio of San Francisco.",3,SUPPORTS,"San Francisco National Cemetery, George W. Wallace, Presidio of San Francisco",-7.184769153594971
"[Pinball Wizard] The original recording was released as a single in 1969 and reached No. 4 in the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100. [Tommy (album)] Tommy is the fourth studio album by the English rock band The Who, a double album first released in May 1969. [Overture (The Who song)] The track is one of three instrumental tracks released on ""Tommy"", although it does feature some lyrics towards the end; the other two being ""Underture"" and ""Sparks"".","[Overture (The Who Song)] Overture is a song by the English rock band The Who, and it was released in 1969 on the album Tommy. [The Who] The album reached No. 1 on the UK album charts and No. 30 on the US Billboard 200. [Overture (The Who Song)] Overture peaked at No. 4 on the UK Singles Chart and No. 19 on the US Billboard Hot 100.",3,SUPPORTS,"Tommy (album), Pinball Wizard, Overture (The Who song)",-3.037058115005493
"[Myrtus] Myrtus, with the common name myrtle, is a genus of flowering plants in the family Myrtaceae, described by Linnaeus in 1753. [Eustoma] Eustoma, commonly known as lisianthus or prairie gentian, is a small genus in the gentian family. [Fidelity (art and symbolism)] The plant myrtle (""Myrtus"") has been associated with fidelity, and hence used in weddings, from Roman times to the present, and wreathed crowns of myrtle may be found in art.",1. [Eustoma] Eustoma is a genus of plants in the family Gentianaceae. 2. [Myrtle] Myrtle (Vinca minor) is a perennial shrub native to Europe and North Africa.,3,SUPPORTS,"Myrtus, Fidelity (art and symbolism), Eustoma",-3.483583927154541
"[Battle of Okinawa] The Battle of Okinawa (Japanese: 沖縄戦 , Hepburn: Okinawa-sen ) (Okinawan: 沖縄戦 , ""Uchinaa ikusa "" ), codenamed Operation Iceberg, was a major battle of the Pacific War fought on the island of Okinawa by United States Marine and Army forces against the Imperial Japanese Army and included the largest amphibious assault in the Pacific War during World War II, the April 1, 1945, invasion of Okinawa itself. [Operation Diadem] Operation Diadem, also referred to as the Fourth Battle of Monte Cassino or, in Canada, the Battle of the Liri Valley, was an offensive operation undertaken by the Allies of World War II (U.S. Fifth Army and British Eighth Army in May 1944, as part of the Italian Campaign of World War II. [Dave Schreiner] He was mortally wounded in action as a Marine on June 20, 1945 during the Battle of Okinawa and died the next day.","2008 was the year when Dave Schreiner was mortally wounded. [Operation Diadem] Operation Diadem was a military operation of the British Eighth Army during the North African Campaign of World War II, fought from 25 October to 4 November 1942. [Dave Schreiner] David William Schreiner (March 18, 1921 - August 27, 1944) was a Canadian soldier who died during World War II. He was mortally wounded during the Battle of Normandy on August 27, 1944.",3,SUPPORTS,"Battle of Okinawa, Dave Schreiner, Operation Diadem",-3.1853444576263428
"[Randy Meisner] Randy Herman Meisner (born March 8, 1946) is an American former musician, singer and songwriter best known as a founding member of the Eagles and Poco. [Chaka Khan] Chaka Khan (born Yvette Marie Stevens, March 23, 1953) is an American recording artist whose career has spanned five decades, beginning in the 1970s as the frontwoman and focal point of the funk band Rufus. [I Feel for You (album)] I Feel for You is the fifth solo studio album by American R&B/funk singer Chaka Khan, released on the Warner Bros. [I Feel for You (album)] Records label in 1984.","1. [I Feel for You] ""I Feel for You"" is a song written and recorded by Chaka Khan in 1984. It was released on the Warner Bros. Records label and became a hit single, reaching the top 10 on the US Billboard Hot 100 chart. [Chaka Khan] Chaka Khan is an American singer-songwriter, actress, and record producer. She was born on March 10, 1953, in New York City. [Randy Meisner] Randy Herman Meisner (August 8, 1946 - March 6, 2019) was an American musician, singer, and songwriter, best known as the bassist and lead singer of the rock band, the Eagles. He was born in Malden, Massachusetts.",3,SUPPORTS,"I Feel for You (album), Chaka Khan, Randy Meisner",-3.1808385848999023
"[Mark Steven Johnson] Mark Steven Johnson (born October 30, 1964) is an American screenwriter, film director, and producer. [Robert Thornby] Robert Thornby (March 27, 1888 – March 6, 1953) was an American director and actor of the silent era. [Simon Birch] Simon Birch is a 1998 American comedy-drama film loosely based on ""A Prayer for Owen Meany"" by John Irving and was directed and written for the screen by Mark Steven Johnson.","Robert Thornby was born before the filmmaker who worked on ""Simon Birch"". [Simon Birch] Simon Birch is a 1998 American comedy-drama film directed by Rodney Robert Carr-Smout. [Rodney Robert Carr-Smout] Rodney Robert Carr-Smout is a British filmmaker and actor, born on 22nd March 1971 in London, England.",3,SUPPORTS,"Simon Birch, Mark Steven Johnson, Robert Thornby",-4.807577133178711
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","1. [Skagen Painters] The Skagen Painters were a group of Danish and Norwegian artists who worked in Skagen, Denmark, during the late 19th and early 20th centuries. They are known for their focus on naturalism and their use of bright, vivid colors. 2. [Theodor Esbern Philipsen] Theodor Esbern Philipsen (1874-1930) was a Danish painter who was a prominent member of the Skagen Painters group. He was known for his landscapes and seascapes, which often featured scenes from the north coast of Jutland. 3. [Ossian Elgström] Ossian Elgström (1885-1968) was a Swedish painter who studied with Peder Severin Krøyer and Theodor Esbern Philipsen in the early 1900s. He was known for his portraits and landscapes, which often featured scenes from rural Sweden.",3,SUPPORTS,"Ossian Elgström, Kristian Zahrtmann, Peder Severin Krøyer",-2.457186698913574
"[Lauri Markkanen] In the 2017 NBA draft, he was taken by the Minnesota Timberwolves with the 7th overall pick before being included in a trade to the Chicago Bulls for Jimmy Butler. [Jimmy Butler (basketball)] Jimmy Butler III (born September 14, 1989) is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA). [Jimmy Butler (basketball)] Born in Houston, Butler grew up in Tomball, Texas, and played college basketball for Tyler Junior College and Marquette University. [Pekka Markkanen] Markkanen is the father of Chicago Bulls basketball player Lauri Markkanen and the AIK football player Eero Markkanen.","Pekka Markkanen is a Finnish professional basketball player for the Chicago Bulls of the National Basketball Association (NBA). [Jimmy Butler III] Jimmy Butler III is an American professional basketball player for the Miami Heat of the NBA. [Jimmy Butler III] Born in Houston, Texas, he played college basketball for Marquette University before being drafted by the Chicago Bulls in 2013.",3,SUPPORTS,"Lauri Markkanen, Jimmy Butler (basketball), Pekka Markkanen",-2.638075351715088
"[Evolution (Paul van Dyk album)] Evolution is the sixth studio album by Paul van Dyk released in April 2012. [Evolution (Paul van Dyk album)] The album features a wide range of collaborations including Arty, Giuseppe Ottaviani, Adam Young, Austin Leeds, Plumb, Johnny McDaid's Fieldwork project, and Sue McLaren. [Johnny McDaid] John ""Johnny"" McDaid (born 24 July 1976) is a Northern Irish singer, songwriter, musician and record producer from Derry. [(R)evolution: The Remixes] The album consists of 18 selected remixes of songs from the original ""Evolution"" album in 2012.","2012 album: [Paul van Dyk - Evolution (Album)] Paul van Dyk - Evolution is a 2012 studio album by the German electronic music producer Paul van Dyk. [Johnny McDaid] Johnny McDaid is a Northern Irish singer-songwriter, who has worked with Paul van Dyk on several occasions, including the 2012 album, Evolution. [Johnny McDaid] In 2013, a remix album, (R)evolution: The Remixes, was released, featuring remixes of tracks from Evolution by various artists, including Johnny McDaid.",3,SUPPORTS,"(R)evolution: The Remixes, Johnny McDaid, Evolution (Paul van Dyk album)",-3.267052412033081
"[Little River Railroad (Tennessee)] The Little River Railroad is a historic class III railroad that operated between Maryville and Elkmont, Tennessee during the period 1901 to 1939. [Elkmont, Tennessee] Throughout its history, the valley has been home to a pioneer Appalachian community, a logging town, and a resort community. [Chilhowee Inn] This was the last stop of the Knoxville and Augusta line of the Southern Railway System, and the starting point for the Little River Railroad.","[Chilhowee Inn] Chilhowee Inn is a historic hotel in Gatlinburg, Tennessee, that was built in 1925 and has been fully restored to its original charm. [Chilhowee Inn] It is located at the foot of the Great Smoky Mountains and is the last stop of the Knoxville and Augusta line of the Southern Railway System. [Southern Railway System] The Knoxville and Augusta line of the Southern Railway System was a major railroad that operated between Knoxville, Tennessee, and Augusta, Georgia, and was a vital transportation artery for the region. [Knoxville and Augusta line of the Southern Railway System] Elkmont is a pioneer Appalachian and resort community located in the Great Smoky Mountains National Park, and it is a popular destination for outdoor enthusiasts and nature lovers.",3,SUPPORTS,"Elkmont, Tennessee, Little River Railroad (Tennessee), Chilhowee Inn",-4.260894298553467
"[Music for Dead Birds] Music for Dead Birds are an anti-folk band from Galway and County Mayo, Ireland. [Music for Dead Birds] Its members are Jimmy Monaghan (Vocals, Guitar) and Dónal Walsh (Drums). [The Wolfhounds] The Wolfhounds are an indie pop/noise pop band formed in Romford, UK in 1985 by Dave Callahan, Paul Clark, Andy Golding, Andy Bolton and Frank Stebbing, and originally active until 1990. [And then it rained for seven days] And then it rained for seven days is the debut album by Irish group Music for Dead Birds, released by Rusted Rail in April, 2009.","1. The Wolfhounds have 12 members, while the album ""And then it rained for seven days"" by the group is credited to only three members: [The Wolfhounds] The Wolfhounds are a British rock band from London, England, formed in 1997. The band consists of 12 members: [And Then It Rained For Seven Days] And Then It Rained For Seven Days is the debut album by the British indie rock band, The Tragically Hip. It was released in 1995 and features the band's core trio of Gord Downie, Rob Baker, and Paul Langlois.",3,SUPPORTS,"Music for Dead Birds, And then it rained for seven days, The Wolfhounds",-4.552889823913574
"[4-6-6-4] 4-6-6-4's are commonly known as Challengers. [Clinchfield Railroad] The 35-mile segment from Dante, Virginia, to Elkhorn City, opening up the coal lands north of Sandy Ridge Mountains and forming a connection with the Chesapeake and Ohio Railway at Elkhorn City, was completed in 1915. [Yancey Railroad] The Yancey Railroad (reporting mark YAN) was an American Class III shortline railroad that operated for freight service from a connection with the Clinchfield Railroad at Kona, North Carolina, through Micaville, to Burnsville, 10.6 mi .","[Yancey Railroad] Yancey Railroad is a fictional railroad that connects with the Yancey Railroad in the video game, Minecraft. [Challengers] In Minecraft, Challengers are a type of mob that can be found in the game's Nether dimension. They are known for their distinctive appearance and their ability to drop rare items and resources.",3,SUPPORTS,"Clinchfield Railroad, Yancey Railroad, 4-6-6-4",-4.0232744216918945
"[Arthur Hailey] His meticulously-researched books, which include such best sellers as ""Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971), ""The Moneychangers"" (1975), and ""Overload"" (1979), have sold 170 million copies in 38 languages. [Donna Tartt] Donna Tartt (born December 23, 1963) is an American writer, the author of the novels ""The Secret History"" (1992), ""The Little Friend"" (2002), and ""The Goldfinch"" (2013). [Detective (novel)] Detective is a novel by Arthur Hailey.","📚 Donna Tartt was born on December 23, 1969, in Greenwood, Mississippi, USA. 📚 ""Hotel"" (1965) was written by Arthur Hailey and is a best-selling novel that follows the story of a wealthy businessman who buys a struggling hotel chain and turns it into a successful enterprise. 📚 ""Airport"" (1968) was written by Arthur Hailey and is a best-selling novel that follows the story of a group of people who are stranded at an airport due to a snowstorm. 📚 ""Wheels"" (1971) was written by Arthur Hailey and is a best-selling novel that follows the story of a young man who becomes involved in the airline industry and rises to the top of his company. 📚 Donna Tartt's first novel, ""The Secret History"" (1992), was a best-seller and introduced her as a rising literary star.",3,SUPPORTS,"Arthur Hailey, Donna Tartt, Detective (novel)",-13.083649635314941
"[2016 Liberty Bowl (January)] Sponsored by automobile parts and accessories store AutoZone, it is officially known as the AutoZone Liberty Bowl. [AutoZone] The company is based in Memphis, Tennessee. [2015 Kansas State Wildcats football team] They were invited to the Liberty Bowl where they lost to Arkansas.","2015 TaxSlayer Bowl. The 2015 TaxSlayer Bowl was played on December 31, 2015, at EverBank Field in Jacksonville, Florida. [TaxSlayer Bowl] The game was sponsored by TaxSlayer, a Memphis, Tennessee-based tax preparation and filing service. [TaxSlayer Bowl] The Kansas State Wildcats football team did not participate in the 2015 TaxSlayer Bowl.",3,SUPPORTS,"2015 Kansas State Wildcats football team, AutoZone, 2016 Liberty Bowl (January)",-4.464191436767578
"[John D. Rockefeller III] He was the eldest son of philanthropists John D. Rockefeller Jr. and Abby Aldrich Rockefeller. [David Rockefeller] David Rockefeller (June 12, 1915 – March 20, 2017) was an American banker who was chairman and chief executive of Chase Manhattan Corporation. [David Rockefeller] Rockefeller was a son of John D. Rockefeller Jr. and Abby Aldrich Rockefeller, and a grandson of John D. Rockefeller and Laura Spelman Rockefeller. [Blanchette Ferry Rockefeller] Blanchette Ferry Hooker (October 2, 1909 – November 29, 1992) was the wife of John D. Rockefeller III and mother of Jay Rockefeller.","Blanchette Ferry Rockefeller is the wife of John D. III, the son of David Rockefeller, who served as the chief executive of Chase Manhattan Corporation. [John D. III] John Davison Rockefeller III (May 11, 1937 - July 24, 1983) was an American businessman and philanthropist, the only son of David Rockefeller (1915-1990) and Blanchette Ferry Rockefeller (1912-1992). [David Rockefeller] David Rockefeller (July 11, 1915 - March 20, 1990) was an American banker, philanthropist, and politician who served as the chief executive of Chase Manhattan Corporation from 1970 to 1980.",3,SUPPORTS,"David Rockefeller, Blanchette Ferry Rockefeller, John D. Rockefeller III",-2.7375972270965576
"[Walter Van Tilburg Clark] Walter Van Tilburg Clark (August 3, 1909 – November 10, 1971) was an American novelist, short story writer, and educator. [Billie Letts] Billie Dean Letts (née Gipson; May 30, 1938 – August 2, 2014) was an American novelist and educator. [The Watchful Gods and Other Stories] The Watchful Gods and Other Stories is a collection of short stories by Walter Van Tilburg Clark published in 1950.","1. [The Watchful Gods and Other Stories] The Watchful Gods and Other Stories is a collection of short stories by American author, Sylvia Ashton-Weld. 2. [Billie Letts] Billie Letts is an American author, best known for her novel, Made in the USA.",3,SUPPORTS,"Walter Van Tilburg Clark, The Watchful Gods and Other Stories, Billie Letts",-2.718956232070923
