True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[Johnny Tremain (film)] Johnny Tremain is a 1957 film made by Walt Disney Productions, based on the 1944 Newbery Medal-winning children's novel of the same name by Esther Forbes, retelling the story of the years in Boston, Massachusetts prior to the outbreak of the American Revolution. [Magic Kingdom] Initialized by Walt Disney and designed by WED Enterprises, its layout and attractions are based on Disneyland Park in Anaheim, California, and is dedicated to fairy tales and Disney characters. [Hal Stalmaster] Harry Lapidus Stalmaster, known as Hal Stalmaster (born March 29, 1940), is an American former actor, known for his lead role in the 1957 Walt Disney film of the American Revolution ""Johnny Tremain"", based on the 1943 Esther Forbes novel of the same name.","1. [Hal Stalmaster] Hal Stalmaster is an American actor, best known for his role as Prince Charming in the 1950 Disney film, Cinderella, starring as the lead actor. [Walt Disney World Resort] Walt Disney World Resort is a vacation resort located in Lake Buena Vista, Florida, which includes four theme parks, two water parks, and several resort hotels. [Magic Kingdom] Magic Kingdom is one of four theme parks at the Walt Disney World Resort in Bay Lake, Florida, which opened on October 1, 1971.",3,REFUTES,"Johnny Tremain (film), Hal Stalmaster, Magic Kingdom",-3.0649759769439697
"[Richard Ford] Richard Ford (born February 16, 1944) is an American novelist and short story writer. [Robert E. Howard] Robert Ervin Howard (January 22, 1906 – June 11, 1936) was an American author who wrote pulp fiction in a diverse range of genres. [The Lay of the Land] The Lay of the Land is a 2006 novel by American author Richard Ford.","1. The author of The Lay of the Land is John D. MacDonald. 2. John D. MacDonald was a Continental author. 3. John D. MacDonald had more scope of profession than Robert E. Howard. CLAIM: John D. MacDonald was a Continental author. EVIDENCE: John D. MacDonald was a prolific author of crime and suspense novels, including the Travis McGee series, and was known for his ability to create vivid settings and characters. He was also a prominent figure in the Continental literary movement, which emphasized a more realistic and naturalistic approach to storytelling. [John D. MacDonald] MacDonald was born in 1902 in Chicago, Illinois, and grew up in the Midwest. He served in the United States Navy during World War II and later attended the University of Florida, where he earned a degree in journalism. He began his writing career as a reporter for the Miami Herald and later became a full-time author, publishing his first novel, The Dark Garden, in 1946. MacDonald went on to write more than 50 novels, many of which have been adapted into films and television shows. He is considered one of the most important and influential authors of the Continental school, which includes other notable authors such as Raymond Chandler and Dashiell Hammett.",3,REFUTES,"Richard Ford, Robert E. Howard, The Lay of the Land",-17.393037796020508
"[Battle of Saint-Mihiel] The Battle of Saint-Mihiel was a major World War I battle fought from 12–15 September 1918, involving the American Expeditionary Force (AEF) and 110,000 French troops under the command of General John J. Pershing of the United States against German positions. [John J. Pershing] General of the Armies John Joseph ""Black Jack"" Pershing (September 13, 1860 – July 15, 1948) was a senior United States Army officer. [John J. Pershing] His most famous post was when he served as the commander of the American Expeditionary Force (AEF) on the Western Front in World War I, 1917–18. [3d Pursuit Group] Formed in France in July 1918, the group was assigned to the 1st Pursuit Wing and saw action in the final months of the war, supporting the Battle of Saint-Mihiel and the Meuse-Argonne Offensive.","3rd Pursuit Group (World War I) The 3rd Pursuit Group was a United States Army Air Service unit that saw action during World War I, flying the SPAD S.XIII and later the SPAD S.XIV fighter planes. [Wisconsinite] The Wisconsinite man who commanded the American Expeditionary Force (AEF) on the Western Front was General John J. Pershing. [John J. Pershing] John Joseph Pershing (September 13, 1868 - March 15, 1948) was a general in the United States Army. He served as the Commander of the American Expeditionary Force (AEF) during World War I and was instrumental in the creation of the United States Army Air Corps.",3,REFUTES,"John J. Pershing, 3d Pursuit Group, Battle of Saint-Mihiel",-2.937023878097534
"[Guildford Cathedral] The Cathedral Church of the Holy Spirit, Guildford is the Anglican cathedral at Guildford, Surrey, England. [St Paul's Cathedral] St Paul's Cathedral, London, is an Anglican cathedral, the seat of the Bishop of London and the mother church of the Diocese of London. [Dennis Huntley] Among his most notable works are his sculptures for Guildford Cathedral.","🔍 [Dennis Huntley] Dennis Huntley is a British sculptor, known for his large-scale public sculptures, including the bronze statue of Sir Winston Churchill in the grounds of the Houses of Parliament in London, and the bronze statue of Sir Francis Chichester in St. John's Wood, London. [St Paul's Cathedral] St Paul's Cathedral is a cathedral church in the City of London, built in the 17th century and designed by architect Christopher Wren. [Malta] Malta is a small island nation located in the Mediterranean Sea, south of Italy.",3,REFUTES,"St Paul's Cathedral, Dennis Huntley, Guildford Cathedral",-5.753997802734375
"[Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director. [Bahman Ghobadi] He was born on February 1, 1969 in Baneh, Kurdistan province. [Tiempo de morir] Tiempo de Morir (Time to Die) is a 1966 Mexican Western film directed by Arturo Ripstein and starring Marga López and Jorge Martínez de Hoyos.","Time to Die (Tiempo de morir) is a 2006 Spanish-Mexican drama film directed by Bahman Ghobadi. [Bahman Ghobadi] Bahman Ghobadi is an Iranian film director and producer. [Bahman Ghobadi] He was born in Tehran, Iran in 1973 and studied filmmaking at the University of Tehran. [Bahman Ghobadi]",3,REFUTES,"Tiempo de morir, Arturo Ripstein, Bahman Ghobadi",-3.0227277278900146
"[Tom Hewitt (actor)] Tom Hewitt (born c. 1957) is an American actor and Broadway stage performer, and a native of Victor, Montana. [Victor, Montana] Victor is a census-designated place (CDP) in Ravalli County, Montana, United States. [All for One Theater] Noteworthy performers whom AFO has produced include Tom Hewitt, Deb Margolin, Leslie Jordan, Annabelle Gurwitch, and Bill Bowers.","[All for One Theater] All for One Theater is a non-profit theater company based in New York City, founded in 2010 by a group of friends who met while studying at the Yale School of Drama. [Tony Award] The Tony Awards are an annual ceremony to recognize excellence in live Broadway theater, held since 1947. [Idina Menzel] Idina Menzel is an American actress, singer, and songwriter, known for her powerful vocals and versatile acting range. She is a Tony Award-winning performer, winning for her role as Maureen Johnson in the 2000 Broadway production of Rent.",3,REFUTES,"Tom Hewitt (actor), Victor, Montana, All for One Theater",-10.267431259155273
"[Tivolis Koncertsal] Tivolis Koncertsal is a 1,660-capacity concert hall located at Tivoli Gardens in Copenhagen, Denmark. [Tivoli Gardens] The park opened on 15 August 1843 and is the second-oldest operating amusement park in the world, after Dyrehavsbakken in nearby Klampenborg, also in Denmark. [Tivoli Two] Tivoli Two is a live album by pianist Duke Jordan's Trio recorded at the Tivolis Koncertsal and first released on the Danish SteepleChase label in 1984.","🎵 [Tivoli Two] Tivoli Two is a song by the Scottish band, Simple Minds, from their album, ""Sparkle in the Rain,"" released on 24 August 1980. [Glasgow] Glasgow is the largest city in Scotland and the third-largest in the United Kingdom. It is situated on the River Clyde in the western central lowlands of Scotland. The city has a rich history dating back to the 6th century when St. Mungo founded the see of Glasgow and constructed the cathedral. The park in which the building where Tivoli Two was recorded is located in Glasgow and opened on 15 August 1843.",3,REFUTES,"Tivolis Koncertsal, Tivoli Two, Tivoli Gardens",-8.802051544189453
"[Friends in Low Places] ""Friends in Low Places"" is a song performed by American country pop artist Garth Brooks. [Friends in Low Places] It was released on August 6, 1990 as the lead single from his album ""No Fences"". [No Fences] It was released on August 27, 1990, and reached #1 on ""Billboard's"" Top Country Albums chart. [Dewayne Blackwell] His songs include ""Mr. Blue"", a 1959 hit for the Fleetwoods; ""I'm Gonna Hire a Wino to Decorate Our Home"", a 1982 hit for David Frizzell; and ""Friends in Low Places"", a 1990 hit for Garth Brooks.","No Fences is the third studio album by American country music group Shenandoah. [Shenandoah] Shenandoah is an American country music group formed in 1980 in Nashville, Tennessee. [Dewayne Blackwell] Dewayne Blackwell is a songwriter and producer, known for his work with Shenandoah, including the hit single No Fences. [Don Schlitz] Don Schlitz is an American country music singer-songwriter and producer, known for his work with Shenandoah, including the hit single No Fences.",3,REFUTES,"Dewayne Blackwell, No Fences, Friends in Low Places",-4.189114570617676
"[The Riddler's Revenge] It stands 156 ft tall and features a top speed of 65 mph . [Green Lantern (Six Flags Great Adventure)] ""Green Lantern"" stands 155 ft tall and features a top speed of 63 mph . [Tidal Wave (Six Flags Magic Mountain)] The entrance to the ride is next to The Riddler's Revenge which is near to JB's Smokehouse BBQ.","1. [Six Flags Over Texas] Six Flags Over Texas is an amusement park located in Arlington, Texas, which features several roller coasters, including the fast double-loop roller coaster between Tidal Wave and Green Lantern. 2. [Six Flags Over Texas/Roller Coasters] The park's roller coasters include the Batman: The Ride of Steel, the Joker's Wild, the Mr. Freeze: Reverse Blast, the Nuclear Freeze, the Tornado, the Twisted Sisters, and the Viper. 3. [Roller Coaster Database] According to Roller Coaster Database, a fast double-loop roller coaster between Tidal Wave and Green Lantern has a top speed of 65 mph.",3,REFUTES,"Tidal Wave (Six Flags Magic Mountain), The Riddler's Revenge, Green Lantern (Six Flags Great Adventure)",-9.21364688873291
"[Edward Sharpe and the Magnetic Zeros] Edward Sharpe and the Magnetic Zeros is an American folk rock band formed in Los Angeles, California in 2007. [Louis XIV (band)] Louis XIV is an American rock band from San Diego, California. [Louis XIV (band)] The band has released four EPs between 2003 and 2007, and three albums between 2003 and 2008, the latter two of which were distributed by Atlantic Records. [Up from Below] Up from Below is the first full-length album from Edward Sharpe and the Magnetic Zeros.","[Louis XIV] Louis XIV (1638-1715) was the King of France from 1643 until his death in 1715. [Louis XIV] Louis XIV was born on September 5, 1638, in Château de Saint-Germain-en-Laye, France. [Louis XIV] The band Louis XIV was formed in 2002 and is from Los Angeles, California, United States. [Up from Below] Up from Below is the first full-length album by the band Louis XIV, released on February 13, 2006.",3,REFUTES,"Up from Below, Edward Sharpe and the Magnetic Zeros, Louis XIV (band)",-3.3537347316741943
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport.","1. [Coldwaltham] Coldwaltham is a village in West Sussex, England. 2. [Busiest Airport] According to the UK Civil Aviation Authority, Gatwick Airport is the busiest airport in the United Kingdom outside of London, handling over 46 million passengers in 2020. [Gatwick Airport] Gatwick Airport (IATA: LGW) is a major international airport near Crawley, West Sussex, England, and is a base for several airlines, including British Airways.",3,REFUTES,"Gatwick Airport, Heathrow Airport, Coldwaltham",-3.3505947589874268
"[Akili Smith] He was drafted by the Cincinnati Bengals in the first round (3rd overall) of the 1999 NFL Draft, the third quarterback in the first three choices, behind Tim Couch (Cleveland Browns), and Donovan McNabb (Philadelphia Eagles). [Tim Couch] He played college football for the University of Kentucky and earned All-America honors. [1998 Kentucky Wildcats football team] Quarterback Tim Couch was the first pick overall in the 1999 NFL Draft.","1999 NFL draft. [All-American quarterback] The 1999 NFL draft took place on April 17, 1999, and the quarterback from the 1998 Kentucky Wildcats football team, Tim Couch, was selected first overall by the Cleveland Browns. [Tim Couch] Timothy John Couch (born July 2, 1980) is a former American football quarterback who played in the National Football League (NFL) for the Cleveland Browns, New York Jets, and Atlanta Falcons. [All-American quarterback] The term All-American quarterback refers to a quarterback who has been named to an All-American team, which recognizes the top players in college football.",3,REFUTES,"Tim Couch, Akili Smith, 1998 Kentucky Wildcats football team",-4.957996845245361
"[Shim Ji-ho] He has starred in television dramas such as ""School 2"" (1999), ""My Lovely Family"" (2004), ""Our Stance on How to Treat a Break-up"" (2005) and ""Color of Women"" (2011), as well as Park Chul-soo's erotic film ""Green Chair"" which premiered at the 2005 Sundance Film Festival. [Green Chair] It is about an affair between an attractive thirty-two-year-old woman and a youth just short of legal majority. [Suh Jung] Suh was cast in the lead in ""The Isle"" (2000), ""Yellow Flower"" (2002), ""Spider Forest"" (2004), ""Green Chair"" (2005) and ""Desert Dream"" (2007).","Suh Jung was cast as the lead in the 2005 American film, ""Thirty-Two,"" about an affair between an attractive thirty-two-year-old woman and a youth just short of legal majority. The film premiered at the 2005 Sundance Film Festival. [Suh Jung] Suh Jung is a South Korean actress, model, and singer. She is known for her roles in the films Thirty-Two (2005), Take Care of My Love (2009), and The King of Jungle (2010). She has also appeared in television dramas such as My Love from the Star (2013-2014) and Doctors (2016).",3,REFUTES,"Shim Ji-ho, Green Chair, Suh Jung",-2.5930914878845215
"[Chris DeStefano] Christopher Michael ""Chris"" DeStefano is a Grammy Award Winning American singer/songwriter, record producer and multi instrumentalist, raised in Mt. Laurel, New Jersey and currently residing in Nashville, Tennessee. [Chris DeStefano] As a songwriter, he has multiple #1 songs with artists Carrie Underwood (“Good Girl”, ""Little Toy Guns""), Billy Currington (“Hey Girl”), Brett Eldredge (""Don't Ya""), Luke Bryan (""That's My Kind of Night"", ""Kick the Dust Up"" ), Miranda Lambert & Carrie Underwood (""Somethin' Bad,"" later reworked as the opening theme for ""NBC Sunday Night Football""), Rascal Flatts (""Rewind"") and Jason Aldean (""Just Gettin' Started""). [Brett Eldredge] The cousin of Terry Eldredge of The Grascals, Eldredge has had three No. 1 singles on the ""Billboard"" Country Airplay chart from his debut studio album, ""Bring You Back"": ""Don't Ya"", ""Beat of the Music"", and ""Mean to Me"". [Drunk on Your Love] ""Drunk on Your Love"" is a song co-written and recorded by American country music artist Brett Eldredge.","1. [Drunk on Your Love] Drunk on Your Love is a song co-written and recorded by Eric Church. [Eric Church] Eric Church is a Californian country music artist known for his energetic live performances and the success of his albums, Sinners Like Me (2006), Carnival Ride (2007), and The Outsiders (2014). 2. [Christopher Michael ""Chris"" DeStefano] Christopher Michael ""Chris"" DeStefano is a songwriter and producer who has written more #1 songs than any other songwriter in the history of Billboard's Country Airplay chart. [Christopher Michael ""Chris"" DeStefano] DeStefano has co-written and produced numerous hit songs for artists such as Carrie Underwood, Rascal Flatts, Lady Antebellum, and Blake Shelton.",3,REFUTES,"Brett Eldredge, Drunk on Your Love, Chris DeStefano",-3.1049084663391113
"[Danyang, Jiangsu] Danyang () is a county-level city under the administration of Zhenjiang, Jiangsu province, China. [Dongfang, Hainan] Dōngfāng () is one of the seven county-level cities of Hainan province, China. [Chen Xiuke] Chen Xiuke (born 31 December 1976 in Dongfang, Hainan) is a male Chinese sports sailor.","🇨🇳 Danyang, Jiangusu, and this city are all cities in China. 🎶 Chen Xiuke, a renowned saxophonist, was born in this city. [Danyang] Danyang is a city located in the eastern province of Shandong, China. [Jiangusu] Jiangusu is a city located in the eastern province of Jiangsu, China. 🎵 [Chen Xiuke] Chen Xiuke is a Chinese saxophonist and composer, known for his work in contemporary jazz and fusion music. He was born in the city of Nanjing, China.",3,REFUTES,"Danyang, Jiangsu, Dongfang, Hainan, Chen Xiuke",-6.299636363983154
"[Caroline Wozniacki] Caroline Wozniacki (] , ] ; born 11 July 1990) is a Danish professional tennis player. [Simone Bolelli] Simone Bolelli (born 8 October 1985; ] ) is an Italian professional tennis player. [2007 Mirage Cup – Singles] Caroline Wozniacki defeated Akiko Morigami in the final 6–3, 6–2.","Simone Bolelli was born on May 15, 1977. [Simone Bolelli] Simone Bolelli (born May 15, 1977 in Bologna, Italy) is an Italian professional tennis player. [Akiko Morigami] Akiko Morigami (born June 25, 1980 in Kobe, Japan) is a Japanese professional tennis player.",3,REFUTES,"Caroline Wozniacki, Simone Bolelli, 2007 Mirage Cup – Singles",-3.7927775382995605
"[Angelique Kerber] She ascended to the top of the rankings on 12 September 2016, thus becoming the twenty-second and oldest player to achieve the number one ranking for the first time and the first new number one player since Victoria Azarenka in 2012. [Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Amélie Mauresmo] Mauresmo won two Grand Slam singles titles at the Australian Open and at Wimbledon, and also won a Silver Medal at the 2004 Summer Olympics. [2015 Family Circle Cup – Singles] Andrea Petkovic was the defending champion, but she lost to Angelique Kerber in the semifinals.","Amelie Simone Mauresmo has won 2 bronze Olympic medals in singles tennis. [Amelie Simone Mauresmo] Amélie Mauresmo is a French former professional tennis player who won 14 WTA titles, including two Grand Slam singles titles. [Family Circle Cup] The Family Circle Cup is a WTA Tour tennis tournament held in Charleston, South Carolina, United States. The tournament was first held in 1979 and has been held annually since then, with the exception of 1984 and 1985. The winner of the 2015 Family Circle Cup – Singles tournament was Sloane Stephens.",3,REFUTES,"Amélie Mauresmo, 2015 Family Circle Cup – Singles, Angelique Kerber",-3.268731117248535
"[Nerva–Antonine dynasty] The Nerva–Antonine dynasty was a dynasty of seven Roman Emperors who ruled over the Roman Empire from 96 AD to 192 AD. [Nerva–Antonine dynasty] These Emperors are Nerva, Trajan, Hadrian, Antoninus Pius, Lucius Verus, Marcus Aurelius, and Commodus. [Lucius Verus] Lucius Verus (Latin: ""Lucius Aurelius Verus Augustus"" ; 15 December 130 – 169) was the co-emperor of Rome with his adoptive brother Marcus Aurelius from 161 until his own death in 169. [Great Antonine Altar] To the right of Antoninus Pius stands Lucius Verus.","[The Great Antonine Altar] The Great Antonine Altar is a Roman marble sculpture discovered in 1749 in the Campidoglio, Rome. It depicts a procession of the gods and goddesses of the Roman pantheon, with the emperor Antoninus Pius (138-161) in the center, flanked by his co-emperors, Constantine Doukas and the person to the right of Pius. [Constantine Doukas] Constantine Doukas (c. 100-105) was an adoptive brother of the Roman emperor Trajan (53-112) and served as a military commander in the Roman Empire. [Antoninus Pius] Antoninus Pius (87-161) was a Roman emperor of the Nerva-Antonine dynasty, who ruled from 138 to 161 AD. He was known for his administrative reforms, military campaigns, and religious tolerance.",3,REFUTES,"Lucius Verus, Great Antonine Altar, Nerva–Antonine dynasty",-6.4837212562561035
"[Peter Jackson (historian)] Peter Jackson is a scholar and historian, specializing in the Crusades, particularly the contacts between the Europeans and the Mongols as well as medieval Muslim India. [Peter Jackson (historian)] He is Emeritus Professor of Medieval History at Keele University and editor of ""The Cambridge History of Iran: The Timurid and Safavid Periods"". [Keele University] Keele University, officially known as the University of Keele, is a public research university located about 3 miles (5 km) from Newcastle-under-Lyme, Staffordshire, England. [Keele University] Keele was granted university status by Royal Charter in 1962 and was founded in 1949 as the University College of North Staffordshire. [Stephen G. Haw] He has made a major contribution to studies of Marco Polo's account of East Asia: according to Peter Jackson, an authority on the history of the Mongol conquests, his book about Marco Polo ""must surely now have settled the controversy surrounding the historicity of Polo's visit to China.""","1. [Stephen G. Haw] Stephen G. Haw is an Emeritus Professor of Medieval History at the University of Northumbria, where he has taught since 1976. 2. [University of Northumbria] The University of Northumbria was founded in 1949 as the University College of North Staffordshire, and was granted its current name in 1997. 3. [Marco Polo] Marco Polo (1254-1324) was a Venetian merchant and traveler who wrote a book about his travels, including his accounts of the lands visited, including Carolingian France. 4. [Carolingian France] Carolingian France refers to the territory of the Carolingian Empire, which was established by Charlemagne in the 9th century and included much of Western Europe, including modern-day France.",3,REFUTES,"Peter Jackson (historian), Keele University, Stephen G. Haw",-3.325594425201416
"[Miss USA 2015] Nia Sanchez of Nevada crowned Olivia Jordan of Oklahoma at the end of the event. [Nia Sanchez] Nia Temple Sanchez (born February 15, 1990) is an American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014. [Alex Wehrley] She is best known for co-hosting the 2015 Miss USA pageant.","1. [Alex Wehrley] Alex Wehrley is a television host, model, and beauty queen who won Miss USA 2014. [Olivia Jordan] Olivia Jordan is an American television host, model, taekwondo coach, and beauty queen who was crowned Miss USA 2014 by Nia Sanchez. [Nia Sanches] Nia Sanchez is an American television host, model, and beauty queen who won Miss USA 2014.",3,REFUTES,"Miss USA 2015, Nia Sanchez, Alex Wehrley",-2.2501060962677
"[Keri Hulme] Her only novel, ""The Bone People"", won the Booker Prize in 1985. [Orson Scott Card] His novel ""Ender's Game"" (1985) and its sequel ""Speaker for the Dead"" (1986) both won Hugo and Nebula Awards, making Card the only author to win both science fiction's top U.S. prizes in consecutive years. [Bridgette Allen] She also starred in the film ""Hooks and Feelers"", which was an adaptation of a Keri Hulme story.","📚 [Ender's Game] Ender's Game is a science fiction novel by Orson Scott Card, published in 1985. [The Bone People] The Bone People is a novel by Keri Hulme, published in 1985. [A Young Man with Prospects] A Young Man with Prospects is a film directed by Bridgette Allen, released in 1985.",3,REFUTES,"Orson Scott Card, Bridgette Allen, Keri Hulme",-3.6328139305114746
