True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[Richard Ford] Richard Ford (born February 16, 1944) is an American novelist and short story writer. [Robert E. Howard] Robert Ervin Howard (January 22, 1906 – June 11, 1936) was an American author who wrote pulp fiction in a diverse range of genres. [The Lay of the Land] The Lay of the Land is a 2006 novel by American author Richard Ford.",1. William F. Nolan. 2. Fritz Leiber. 3. Avram Davidson. 4. Randall Garrett. 5. Harry Harrison. 6. Keith Laumer. 7. Theodore Lothrop Stagg. 8. Roger Zelazny. 9. Philip K. Dick. 10. Gene Wolfe.,3,REFUTES,"Robert E. Howard, Richard Ford, The Lay of the Land",-5.166106700897217
"[Battle of Saint-Mihiel] The Battle of Saint-Mihiel was a major World War I battle fought from 12–15 September 1918, involving the American Expeditionary Force (AEF) and 110,000 French troops under the command of General John J. Pershing of the United States against German positions. [John J. Pershing] General of the Armies John Joseph ""Black Jack"" Pershing (September 13, 1860 – July 15, 1948) was a senior United States Army officer. [John J. Pershing] His most famous post was when he served as the commander of the American Expeditionary Force (AEF) on the Western Front in World War I, 1917–18. [3d Pursuit Group] Formed in France in July 1918, the group was assigned to the 1st Pursuit Wing and saw action in the final months of the war, supporting the Battle of Saint-Mihiel and the Meuse-Argonne Offensive.","[Marcus A. Reno] Marcus A. Reno (September 11, 1879 – April 17, 1962) was a major general in the United States Army Air Corps during World War I. [3rd Pursuit Group] The 3rd Pursuit Group was a United States Army Air Corps group that fought in World War I. [Western Front] The Western Front was a major theatre of World War I, where the Allied Powers fought the Central Powers. [American Expeditionary Force] The American Expeditionary Force (AEF) was a formation of the United States Army that was formed during World War I and commanded by General John J. Pershing. [American Expeditionary Force] Reno served as the commander of the AEF on the Western Front from 1918 to 1919, during which time he led American and French troops against German positions during the Meuse-Argonne Offensive. The 3rd Pursuit Group saw action as a supporting unit during this battle.",3,REFUTES,"John J. Pershing, Battle of Saint-Mihiel, 3d Pursuit Group",-2.9583401679992676
"[Guildford Cathedral] The Cathedral Church of the Holy Spirit, Guildford is the Anglican cathedral at Guildford, Surrey, England. [St Paul's Cathedral] St Paul's Cathedral, London, is an Anglican cathedral, the seat of the Bishop of London and the mother church of the Diocese of London. [Dennis Huntley] Among his most notable works are his sculptures for Guildford Cathedral.",There is no mention of Malta in the passage.,3,REFUTES,"Dennis Huntley, Guildford Cathedral, St Paul's Cathedral",-5.812028408050537
"[Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director. [Bahman Ghobadi] He was born on February 1, 1969 in Baneh, Kurdistan province. [Tiempo de morir] Tiempo de Morir (Time to Die) is a 1966 Mexican Western film directed by Arturo Ripstein and starring Marga López and Jorge Martínez de Hoyos.","Bahman Ghobadi is an Iranian film director, producer, and screenwriter. [Bahman Ghobadi] Bahman Ghobadi (born 1973) is an Iranian film director, producer, and screenwriter. [Tiempo de morir] Tiempo de morir (Spanish for Time to Die) is a 1966 Spanish drama film directed by Ladislao Vajda and starring Francisco Rabal, Ana María Merino, and Francisco Casarini.",3,REFUTES,"Bahman Ghobadi, Tiempo de morir, Arturo Ripstein",-2.981074810028076
"[Tom Hewitt (actor)] Tom Hewitt (born c. 1957) is an American actor and Broadway stage performer, and a native of Victor, Montana. [Victor, Montana] Victor is a census-designated place (CDP) in Ravalli County, Montana, United States. [All for One Theater] Noteworthy performers whom AFO has produced include Tom Hewitt, Deb Margolin, Leslie Jordan, Annabelle Gurwitch, and Bill Bowers.","[All for One Theater] All for One Theater (AF1T) is a professional theater company based in Missoula, Montana, USA. [Tony Award] The Tony Awards are a set of American theater awards that recognize excellence in live Broadway theater. [Notable Tony winners] Notable Tony winners include: Patti LuPone, George C. Scott, Jason Robards, Richard Burton, Julie Harris, Henry Fonda, James Earl Jones, Dame Judi Dench, and Ian McKellen.",3,REFUTES,"Victor, Montana, Tom Hewitt (actor), All for One Theater",-4.117166996002197
"[Tivolis Koncertsal] Tivolis Koncertsal is a 1,660-capacity concert hall located at Tivoli Gardens in Copenhagen, Denmark. [Tivoli Gardens] The park opened on 15 August 1843 and is the second-oldest operating amusement park in the world, after Dyrehavsbakken in nearby Klampenborg, also in Denmark. [Tivoli Two] Tivoli Two is a live album by pianist Duke Jordan's Trio recorded at the Tivolis Koncertsal and first released on the Danish SteepleChase label in 1984.","[Tivoli Two] Tivoli Two is a 1981 Scottish comedy film directed by Bill Forsyth, written by Forsyth and starring Peter Capaldi, Fiona Allen, and Gary McCabe. [Glasgow Green] Glasgow Green is a public park in the east end of Glasgow, Scotland. It was opened on 15 August 1843 by the then Provost of Glasgow, George Crawford.",3,REFUTES,"Tivoli Gardens, Tivoli Two, Tivolis Koncertsal",-4.891242027282715
"[Friends in Low Places] ""Friends in Low Places"" is a song performed by American country pop artist Garth Brooks. [Friends in Low Places] It was released on August 6, 1990 as the lead single from his album ""No Fences"". [No Fences] It was released on August 27, 1990, and reached #1 on ""Billboard's"" Top Country Albums chart. [Dewayne Blackwell] His songs include ""Mr. Blue"", a 1959 hit for the Fleetwoods; ""I'm Gonna Hire a Wino to Decorate Our Home"", a 1982 hit for David Frizzell; and ""Friends in Low Places"", a 1990 hit for Garth Brooks.","[No Fences] No Fences is the third studio album by American country music group Shenandoah. [Don Schlitz] Don Schlitz (born March 26, 1955) is an American country music songwriter and performer. [Dewayne Blackwell] Dewayne Blackwell is an American country music singer-songwriter and musician.",3,REFUTES,"Dewayne Blackwell, No Fences, Friends in Low Places",-3.6676833629608154
"[The Riddler's Revenge] It stands 156 ft tall and features a top speed of 65 mph . [Green Lantern (Six Flags Great Adventure)] ""Green Lantern"" stands 155 ft tall and features a top speed of 63 mph . [Tidal Wave (Six Flags Magic Mountain)] The entrance to the ride is next to The Riddler's Revenge which is near to JB's Smokehouse BBQ.","1. [Tidal Wave] Tidal Wave is a roller coaster located at Six Flags Great Adventure in Jackson, New Jersey, United States. [Green Lantern] Green Lantern is a roller coaster located at Six Flags Great Adventure in Jackson, New Jersey, United States. [Faster double-loop roller coaster] The faster double-loop roller coaster located between Tidal Wave and Green Lantern has a top speed of 65 mph.",3,REFUTES,"The Riddler's Revenge, Green Lantern (Six Flags Great Adventure), Tidal Wave (Six Flags Magic Mountain)",-4.462667942047119
"[Edward Sharpe and the Magnetic Zeros] Edward Sharpe and the Magnetic Zeros is an American folk rock band formed in Los Angeles, California in 2007. [Louis XIV (band)] Louis XIV is an American rock band from San Diego, California. [Louis XIV (band)] The band has released four EPs between 2003 and 2007, and three albums between 2003 and 2008, the latter two of which were distributed by Atlantic Records. [Up from Below] Up from Below is the first full-length album from Edward Sharpe and the Magnetic Zeros.","[Louis XIV] Louis XIV (1638-1715) was the King of France from 1643 until his death in 1715. He was the son of King Louis XIII and Queen Anne of Austria, and he is known for his centralization of power and his cultural and artistic achievements. [Up from Below] Up from Below is the debut full-length album by the American bluegrass band, The Avettone, released on February 26, 2002, on the Ramble Records label.",3,REFUTES,"Up from Below, Louis XIV (band), Edward Sharpe and the Magnetic Zeros",-4.571353435516357
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport.","[Bournemouth Airport] Bournemouth Airport (IATA: BOW, ICAO: EGHH) is a small airport located in the village of Hurn, near Bournemouth, Dorset, England. [Coldwaltham] Coldwaltham is a small village in West Sussex, England.",3,REFUTES,"Gatwick Airport, Heathrow Airport, Coldwaltham",-2.511802911758423
"[Akili Smith] He was drafted by the Cincinnati Bengals in the first round (3rd overall) of the 1999 NFL Draft, the third quarterback in the first three choices, behind Tim Couch (Cleveland Browns), and Donovan McNabb (Philadelphia Eagles). [Tim Couch] He played college football for the University of Kentucky and earned All-America honors. [1998 Kentucky Wildcats football team] Quarterback Tim Couch was the first pick overall in the 1999 NFL Draft.","[Jamarcus Russell] Jamarcus Russell (born January 1, 1980) is a former American football quarterback who played in the National Football League (NFL) for the Oakland Raiders and Tampa Bay Buccaneers. [All-American] The term All-American can refer to: * All-American Bowl, an annual college football all-star game * All-American Intercollegiate Football Association, a former college football league * All-American City, a community that has been recognized for excellence * All-American athlete, a term used to describe an exceptional college football player * All-American (name), a list of people with the name All-American.",3,REFUTES,"1998 Kentucky Wildcats football team, Akili Smith, Tim Couch",-8.038931846618652
"[Shim Ji-ho] He has starred in television dramas such as ""School 2"" (1999), ""My Lovely Family"" (2004), ""Our Stance on How to Treat a Break-up"" (2005) and ""Color of Women"" (2011), as well as Park Chul-soo's erotic film ""Green Chair"" which premiered at the 2005 Sundance Film Festival. [Green Chair] It is about an affair between an attractive thirty-two-year-old woman and a youth just short of legal majority. [Suh Jung] Suh was cast in the lead in ""The Isle"" (2000), ""Yellow Flower"" (2002), ""Spider Forest"" (2004), ""Green Chair"" (2005) and ""Desert Dream"" (2007).","2005 Sundance Film Festival. [Suh Jung] Suh Jung (born July 15, 1980 in South Korea) is a South Korean actress and model. [About Last Night (2005 film)] About Last Night is a 2005 American romantic comedy film directed by Edward Zwick, starring Kevin Hart, Regina Hall, Joyce Mitchell, and Timothy Olyphant. [Kevin Hart] Kevin Hart (born July 6, 1971 in Philadelphia, Pennsylvania, USA) is an American actor, comedian, and producer. [Regina Hall] Regina Hall (born November 12, 1973 in Washington, D.C.) is an American actress, best known for her roles in the films Scary Movie (2000), The Hate U Give (2018), and Girls Trip (2017). [Joyce Mitchell] Joyce Mitchell (born September 10, 1947 in New York City) is an American actress, best known for her roles in the films The Last Picture Show (1971), The Getaway (1972), and The Wanderers (1979). [Timothy Olyphant] Timothy Olyphant (born May 21, 1968 in Madison, Wisconsin, USA) is an American actor, best known for his roles in the films Scream (1996), A Perfect Guru (2008), and Hitman (2007).",3,REFUTES,"Shim Ji-ho, Suh Jung, Green Chair",-11.61160659790039
"[Chris DeStefano] Christopher Michael ""Chris"" DeStefano is a Grammy Award Winning American singer/songwriter, record producer and multi instrumentalist, raised in Mt. Laurel, New Jersey and currently residing in Nashville, Tennessee. [Chris DeStefano] As a songwriter, he has multiple #1 songs with artists Carrie Underwood (“Good Girl”, ""Little Toy Guns""), Billy Currington (“Hey Girl”), Brett Eldredge (""Don't Ya""), Luke Bryan (""That's My Kind of Night"", ""Kick the Dust Up"" ), Miranda Lambert & Carrie Underwood (""Somethin' Bad,"" later reworked as the opening theme for ""NBC Sunday Night Football""), Rascal Flatts (""Rewind"") and Jason Aldean (""Just Gettin' Started""). [Brett Eldredge] The cousin of Terry Eldredge of The Grascals, Eldredge has had three No. 1 singles on the ""Billboard"" Country Airplay chart from his debut studio album, ""Bring You Back"": ""Don't Ya"", ""Beat of the Music"", and ""Mean to Me"". [Drunk on Your Love] ""Drunk on Your Love"" is a song co-written and recorded by American country music artist Brett Eldredge.","[Chris DeStefano] Christopher Michael ""Chris"" DeStefano is an American songwriter and record producer who has written and produced numerous hit songs for various artists, including Taylor Swift, Carrie Underwood, and Blake Shelton. [Drunk on Your Love] Drunk on Your Love is a song recorded by Kelsea Ballerini and co-written by Ballerini, Brett McLaughlin, and Chris DeStefano.",3,REFUTES,"Chris DeStefano, Drunk on Your Love, Brett Eldredge",-2.2320337295532227
"[Danyang, Jiangsu] Danyang () is a county-level city under the administration of Zhenjiang, Jiangsu province, China. [Dongfang, Hainan] Dōngfāng () is one of the seven county-level cities of Hainan province, China. [Chen Xiuke] Chen Xiuke (born 31 December 1976 in Dongfang, Hainan) is a male Chinese sports sailor.","🇨🇳 [Danyang] Danyang (simplified Chinese: 丹阳; traditional Chinese: 丹陽; pinyin: Dānyáng) is a city located in the eastern part of Jiangsu Province, China. [Jiangusu] Jiangusu (simplified Chinese: 江usable; traditional Chinese: 江宜施; pinyin: Jiāngusī) is a city located in the eastern part of Jiangsu Province, China. [Chen Xiuke] Chen Xiuke (Chinese: 陈秀科; pinyin: Chén Xiùkē) was a Chinese saxophonist and composer. He was born in this city, which is located in the eastern part of Jiangsu Province, China.",3,REFUTES,"Chen Xiuke, Dongfang, Hainan, Danyang, Jiangsu",-5.441309452056885
"[Caroline Wozniacki] Caroline Wozniacki (] , ] ; born 11 July 1990) is a Danish professional tennis player. [Simone Bolelli] Simone Bolelli (born 8 October 1985; ] ) is an Italian professional tennis player. [2007 Mirage Cup – Singles] Caroline Wozniacki defeated Akiko Morigami in the final 6–3, 6–2.",Simone Bolelli (born 23 September 1983 in Bologna) is an Italian professional tennis player. [Akiko Morigami] Akiko Morigami (born 28 June 1981 in Tokyo) is a Japanese professional tennis player. [2007 Mirage Cup – Singles] Morigami defeated Bolelli in the quarterfinals of the tournament.,3,REFUTES,"2007 Mirage Cup – Singles, Simone Bolelli, Caroline Wozniacki",-4.072339057922363
"[Angelique Kerber] She ascended to the top of the rankings on 12 September 2016, thus becoming the twenty-second and oldest player to achieve the number one ranking for the first time and the first new number one player since Victoria Azarenka in 2012. [Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Amélie Mauresmo] Mauresmo won two Grand Slam singles titles at the Australian Open and at Wimbledon, and also won a Silver Medal at the 2004 Summer Olympics. [2015 Family Circle Cup – Singles] Andrea Petkovic was the defending champion, but she lost to Angelique Kerber in the semifinals.","Amelie Mauresmo has won 2 bronze Olympic medals in tennis. [Amelie Simone Mauresmo] Amélie Mauresmo (French pronunciation: ​[aməl jamɛ]; born 27 August 1981) is a French former professional tennis player. [2015 Family Circle Cup – Singles] Sloane Stephens won the 2015 Family Circle Cup – Singles tournament. [Sloane Stephens] Sloane Stephens (born May 27, 1993) is an American professional tennis player.",3,REFUTES,"2015 Family Circle Cup – Singles, Angelique Kerber, Amélie Mauresmo",-4.137331485748291
"[Nerva–Antonine dynasty] The Nerva–Antonine dynasty was a dynasty of seven Roman Emperors who ruled over the Roman Empire from 96 AD to 192 AD. [Nerva–Antonine dynasty] These Emperors are Nerva, Trajan, Hadrian, Antoninus Pius, Lucius Verus, Marcus Aurelius, and Commodus. [Lucius Verus] Lucius Verus (Latin: ""Lucius Aurelius Verus Augustus"" ; 15 December 130 – 169) was the co-emperor of Rome with his adoptive brother Marcus Aurelius from 161 until his own death in 169. [Great Antonine Altar] To the right of Antoninus Pius stands Lucius Verus.","[Constantine Doukas] Constantine Doukas (; Greek: Κωνσταντίνος Δούκας; died 131 C.E.) was a Roman military officer of Greek origin, who served as co-emperor of the Eastern Roman Empire alongside his brother, Michael IV. [Antoninus Pius] Antoninus Pius (Latin: Marcus Aurelius Nverus Antoninus Pius; 101 – 138 C.E.) was a Roman emperor who ruled from 138 to 161 C.E. [The Great Antonine Altar] The Great Antonine Altar (Latin: Ara Maxima Antoniniana) is a Roman marble monument dedicated to the gods of the Nerva-Antonine dynasty, erected in 193 C.E. during the reign of Emperor Commodus.",3,REFUTES,"Lucius Verus, Nerva–Antonine dynasty, Great Antonine Altar",-4.3482584953308105
"[Peter Jackson (historian)] Peter Jackson is a scholar and historian, specializing in the Crusades, particularly the contacts between the Europeans and the Mongols as well as medieval Muslim India. [Peter Jackson (historian)] He is Emeritus Professor of Medieval History at Keele University and editor of ""The Cambridge History of Iran: The Timurid and Safavid Periods"". [Keele University] Keele University, officially known as the University of Keele, is a public research university located about 3 miles (5 km) from Newcastle-under-Lyme, Staffordshire, England. [Keele University] Keele was granted university status by Royal Charter in 1962 and was founded in 1949 as the University College of North Staffordshire. [Stephen G. Haw] He has made a major contribution to studies of Marco Polo's account of East Asia: according to Peter Jackson, an authority on the history of the Mongol conquests, his book about Marco Polo ""must surely now have settled the controversy surrounding the historicity of Polo's visit to China.""","There is no record of Stephen G. Haw making any significant contribution to the field of medieval history or the study of Marco Polo's accounts of Carolingian France. In fact, Stephen G. Haw is not a recognized academic or historian in any field. Therefore, the claim that he has made a major contribution to studies of Marco Polo's account of Carolingian France is false.",3,REFUTES,"Stephen G. Haw, Peter Jackson (historian), Keele University",-4.885605335235596
"[Miss USA 2015] Nia Sanchez of Nevada crowned Olivia Jordan of Oklahoma at the end of the event. [Nia Sanchez] Nia Temple Sanchez (born February 15, 1990) is an American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014. [Alex Wehrley] She is best known for co-hosting the 2015 Miss USA pageant.","Alex Wehrley was a 2015 Miss USA judge. [Olivia Jordan] Olivia Jordan (born September 26, 1989) is an American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014. [Nia Sanches] Nia Sanchez (born September 26, 1989) is an American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014. [Alex Wehrley] Alex Wehrley is a 2015 Miss USA judge.",3,REFUTES,"Miss USA 2015, Alex Wehrley, Nia Sanchez",-2.6450138092041016
"[Keri Hulme] Her only novel, ""The Bone People"", won the Booker Prize in 1985. [Orson Scott Card] His novel ""Ender's Game"" (1985) and its sequel ""Speaker for the Dead"" (1986) both won Hugo and Nebula Awards, making Card the only author to win both science fiction's top U.S. prizes in consecutive years. [Bridgette Allen] She also starred in the film ""Hooks and Feelers"", which was an adaptation of a Keri Hulme story.","[Orson Scott Card] Orson Scott Card (born August 24, 1954) is an American author of science fiction, fantasy, and mystery novels. [The Bone People] The Bone People is a 1985 novel written by Keri Hulme. [A Young Man with Prospects] A Young Man with Prospects is a 1985 film directed by John R. Rice and starring Bridgette Allen.",3,REFUTES,"Orson Scott Card, Bridgette Allen, Keri Hulme",-4.036993026733398
