True Evidence,Generated Evidence,Hops,Label,Topics
"[Gangkhar Puensum] Gangkhar Puensum (Dzongkha: གངས་དཀར་སྤུན་གསུམ་ ""Kangkar Punsum "", alternatively, Gangkar Punsum or Gankar Punzum) is the highest mountain in Bhutan and a strong candidate for the highest unclimbed mountain in the world with an elevation of 7570 m and a prominence of 2995 m . [Jongsong Peak] At 7462 m it is the 57th highest peak in the world, although it is dominated by 3rd highest, Kangchenjunga, 20 km to the south. [Killer Mountain] This sci-fi film tells the story of mountain climbers sent to rescue a missing expedition from a forbidden mountain (Gangkhar Puensum) only to discover the legendary Shangri-La and the hungry creature protecting it, the Druk.","[Killer Mountain] Killer Mountain is a 1989 American disaster film directed by James G. Robinson and starring Arnold Schwarzenegger, Rae Dawn Chong, and Vernon Wells. [Jongsong Peak] Jongsong Peak is a mountain located in the Democratic People's Republic of Korea, near the border with China. It has a height of 2,189 meters (7,145 ft).",3,SUPPORTS,"Gangkhar Puensum, Killer Mountain, Jongsong Peak"
"[San Francisco National Cemetery] San Francisco National Cemetery is an United States national cemetery, located in the Presidio of San Francisco, California. [Presidio of San Francisco] The Presidio of San Francisco (originally, El Presidio Real de San Francisco or The Royal Fortress of Saint Francis) is a park and former U.S. Army military fort on the northern tip of the San Francisco Peninsula in San Francisco, California, and is part of the Golden Gate National Recreation Area. [George W. Wallace] He is buried at San Francisco National Cemetery.","[George W. Wallace] George Wallace (January 20, 1914 – August 25, 1998) was an American politician from Alabama who served as the 45th Governor of Alabama from 1963 to 1967. [Golden Gate National Recreation Area] The Golden Gate National Recreation Area is a protected area located in the San Francisco Bay Area, California, in the United States. It was established in 1906 and is managed by the National Park Service.",3,SUPPORTS,"San Francisco National Cemetery, Presidio of San Francisco, George W. Wallace"
"[Pinball Wizard] The original recording was released as a single in 1969 and reached No. 4 in the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100. [Tommy (album)] Tommy is the fourth studio album by the English rock band The Who, a double album first released in May 1969. [Overture (The Who song)] The track is one of three instrumental tracks released on ""Tommy"", although it does feature some lyrics towards the end; the other two being ""Underture"" and ""Sparks"".","1. The song was written by Pete Townshend and recorded in 1971. [The Who Song] The Who Song is a song by the English rock band The Who, from their 1971 album, Who Are You. [Overture (The Who Song)] Overture (The Who Song) is the opening track on the album and is often played live before the album begins. [The Who Song] The song features Townshend on lead vocals and guitar, John Entwistle on bass, Keith Moon on drums, and Roger Daltrey on vocals. [The Who Song] The song has been a fan favorite and is often played at concerts. [The Who Song] The song was released as a single in 1971 and reached No. 4 on the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100. [The Who Song] The song is considered one of the band's greatest works and is often included on lists of the greatest rock songs of all time. [The Who Song] The song has been covered by many artists and has been featured in various films, TV shows, and video games. [The Who Song] The song's lyrics are known for their complexity and depth, with many interpreting the song as a commentary on the state of society and politics in the early 1970s. [The Who Song] The song's guitar riff has been widely imitated and is considered one of the most iconic in rock music. [The Who Song] The song's title is often used as a reference to the band themselves, with many fans referring to the album as ""Who Are You?"" rather than the song's actual title. [The Who Song] The song's release was a significant event in the history of rock music, with many fans and critics hailing it as a masterpiece. [The Who Song] The song's legacy continues to be felt in the present day, with many contemporary bands and artists citing it as an influence. [The Who Song] The song's impact on the music industry has been widely recognized, with many considering it to be one of the most important and influential rock songs of all time. [The Who Song] The song's popularity has endured for decades, with many fans still discovering and enjoying it to this day",3,SUPPORTS,"Overture (The Who song), Tommy (album), Pinball Wizard"
"[Myrtus] Myrtus, with the common name myrtle, is a genus of flowering plants in the family Myrtaceae, described by Linnaeus in 1753. [Eustoma] Eustoma, commonly known as lisianthus or prairie gentian, is a small genus in the gentian family. [Fidelity (art and symbolism)] The plant myrtle (""Myrtus"") has been associated with fidelity, and hence used in weddings, from Roman times to the present, and wreathed crowns of myrtle may be found in art.",1. The full name of the plant genus Eustoma is Eustoma grandiflora. 2. The full name of the genus for myrtle is Myrtus communis.,3,SUPPORTS,"Eustoma, Fidelity (art and symbolism), Myrtus"
"[Battle of Okinawa] The Battle of Okinawa (Japanese: 沖縄戦 , Hepburn: Okinawa-sen ) (Okinawan: 沖縄戦 , ""Uchinaa ikusa "" ), codenamed Operation Iceberg, was a major battle of the Pacific War fought on the island of Okinawa by United States Marine and Army forces against the Imperial Japanese Army and included the largest amphibious assault in the Pacific War during World War II, the April 1, 1945, invasion of Okinawa itself. [Operation Diadem] Operation Diadem, also referred to as the Fourth Battle of Monte Cassino or, in Canada, the Battle of the Liri Valley, was an offensive operation undertaken by the Allies of World War II (U.S. Fifth Army and British Eighth Army in May 1944, as part of the Italian Campaign of World War II. [Dave Schreiner] He was mortally wounded in action as a Marine on June 20, 1945 during the Battle of Okinawa and died the next day.","[Dave Schreiner] Dave Schreiner (born January 26, 1923) is a former American politician and businessman from South Dakota. [Operation Diadem] Operation Diadem was a military operation of the British Eighth Army during the Burma campaign of World War II, fought between 23 and 26 March 1945.",3,SUPPORTS,"Dave Schreiner, Battle of Okinawa, Operation Diadem"
"[Randy Meisner] Randy Herman Meisner (born March 8, 1946) is an American former musician, singer and songwriter best known as a founding member of the Eagles and Poco. [Chaka Khan] Chaka Khan (born Yvette Marie Stevens, March 23, 1953) is an American recording artist whose career has spanned five decades, beginning in the 1970s as the frontwoman and focal point of the funk band Rufus. [I Feel for You (album)] I Feel for You is the fifth solo studio album by American R&B/funk singer Chaka Khan, released on the Warner Bros. [I Feel for You (album)] Records label in 1984.","[Randy Meisner] Randy Herman Meisner (August 8, 1946 – March 19, 2009) was an American musician, singer, songwriter, and record producer, best known as the original bassist and lead vocalist for the rock band The Eagles. [I Feel for You (album)] I Feel for You is the second studio album by Canadian singer-songwriter Chaka Khan, released in 1984 on Warner Bros. Records.",3,SUPPORTS,"Randy Meisner, I Feel for You (album), Chaka Khan"
"[Mark Steven Johnson] Mark Steven Johnson (born October 30, 1964) is an American screenwriter, film director, and producer. [Robert Thornby] Robert Thornby (March 27, 1888 – March 6, 1953) was an American director and actor of the silent era. [Simon Birch] Simon Birch is a 1998 American comedy-drama film loosely based on ""A Prayer for Owen Meany"" by John Irving and was directed and written for the screen by Mark Steven Johnson.","Robert Thornby (1884 – 1957) was a British film producer and director. [Simon Birch] Simon Birch is a 1988 American comedy-drama film directed by Rod Amateau, and starring Adrian Dunbar, Airlie Dunkin, and Ben Johnson.",3,SUPPORTS,"Mark Steven Johnson, Robert Thornby, Simon Birch"
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","Peder Severin Krøyer (1890-1971) was a Danish painter, known for his vivid and detailed paintings of the Danish coast, particularly the coastal town of Skagen. [Theodor Esbern Philipsen] Theodor Esbern Philipsen (1890-1964) was a Danish painter and printmaker, known for his vivid and detailed paintings of the Danish coast, particularly the coastal town of Skagen. [Ossian Elgström] Ossian Elgström (1893-1966) was a Swedish painter, known for his vivid and detailed paintings of the Swedish coast, particularly the coastal town of Skagen.",3,SUPPORTS,"Kristian Zahrtmann, Peder Severin Krøyer, Ossian Elgström"
"[Lauri Markkanen] In the 2017 NBA draft, he was taken by the Minnesota Timberwolves with the 7th overall pick before being included in a trade to the Chicago Bulls for Jimmy Butler. [Jimmy Butler (basketball)] Jimmy Butler III (born September 14, 1989) is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA). [Jimmy Butler (basketball)] Born in Houston, Butler grew up in Tomball, Texas, and played college basketball for Tyler Junior College and Marquette University. [Pekka Markkanen] Markkanen is the father of Chicago Bulls basketball player Lauri Markkanen and the AIK football player Eero Markkanen.","Pekka Markkanen is a Finnish professional basketball player for the Utah Jazz of the National Basketball Association (NBA). He was born on April 12, 1996, in Jyväskylä, Finland. [Jimmy Butler III] Jimmy Butler III (born September 14, 1988) is an American professional basketball player for the Miami Heat of the NBA. He was born in Houston, Texas.",3,SUPPORTS,"Pekka Markkanen, Jimmy Butler (basketball), Lauri Markkanen"
"[Evolution (Paul van Dyk album)] Evolution is the sixth studio album by Paul van Dyk released in April 2012. [Evolution (Paul van Dyk album)] The album features a wide range of collaborations including Arty, Giuseppe Ottaviani, Adam Young, Austin Leeds, Plumb, Johnny McDaid's Fieldwork project, and Sue McLaren. [Johnny McDaid] John ""Johnny"" McDaid (born 24 July 1976) is a Northern Irish singer, songwriter, musician and record producer from Derry. [(R)evolution: The Remixes] The album consists of 18 selected remixes of songs from the original ""Evolution"" album in 2012.","[Johnny McDaid] Johnny McDaid (born 1976 in Derry, Northern Ireland) is a Northern Irish singer-songwriter, musician, and record producer. [Paul van Dyk] Paul van Dyk (born 16 December 1964 in Rheinfelden, Germany) is a German DJ, musician, and record producer. [R(evolution): The Remixes] R(evolution): The Remixes is a remix album by Paul van Dyk, released on 28 May 2013 through Vandit Records. The album features remixes of tracks from his 2012 album, #R(evolution).",3,SUPPORTS,"Johnny McDaid, Evolution (Paul van Dyk album), (R)evolution: The Remixes"
"[Little River Railroad (Tennessee)] The Little River Railroad is a historic class III railroad that operated between Maryville and Elkmont, Tennessee during the period 1901 to 1939. [Elkmont, Tennessee] Throughout its history, the valley has been home to a pioneer Appalachian community, a logging town, and a resort community. [Chilhowee Inn] This was the last stop of the Knoxville and Augusta line of the Southern Railway System, and the starting point for the Little River Railroad.","1. [Chilhowee Inn] Chilhowee Inn is a historic inn and restaurant located in the Great Smoky Mountains National Park, Tennessee. [Knoxville and Augusta line] The Knoxville and Augusta line was a railroad line that operated between Knoxville, Tennessee, and Augusta, Georgia, in the late 19th and early 20th centuries. [Maryville] Maryville is a city located in Blount County, Tennessee, United States. [Elkmont] Elkmont is a small, unincorporated community located in the Great Smoky Mountains National Park, Tennessee.",3,SUPPORTS,"Elkmont, Tennessee, Little River Railroad (Tennessee), Chilhowee Inn"
"[Music for Dead Birds] Music for Dead Birds are an anti-folk band from Galway and County Mayo, Ireland. [Music for Dead Birds] Its members are Jimmy Monaghan (Vocals, Guitar) and Dónal Walsh (Drums). [The Wolfhounds] The Wolfhounds are an indie pop/noise pop band formed in Romford, UK in 1985 by Dave Callahan, Paul Clark, Andy Golding, Andy Bolton and Frank Stebbing, and originally active until 1990. [And then it rained for seven days] And then it rained for seven days is the debut album by Irish group Music for Dead Birds, released by Rusted Rail in April, 2009.","[Wolfhounds] The Wolfhounds are an English rock band from the 1980s, formed in 1980 by singer/guitarist Ian McCulloch and drummer Bruce Gilbert, with the addition of guitarist Rob Jones in 1981. [And Then It Rained For Seven Days] And Then It Rained for Seven Days is the third studio album by the English rock band Wah! Heat, released in 1985. The album was produced by Dave Bascombe and recorded at Sarm West Studios in London. [Wah! Heat] Wah! Heat were an English rock band that formed in 1984 and disbanded in 1987.",3,SUPPORTS,"Music for Dead Birds, The Wolfhounds, And then it rained for seven days"
"[4-6-6-4] 4-6-6-4's are commonly known as Challengers. [Clinchfield Railroad] The 35-mile segment from Dante, Virginia, to Elkhorn City, opening up the coal lands north of Sandy Ridge Mountains and forming a connection with the Chesapeake and Ohio Railway at Elkhorn City, was completed in 1915. [Yancey Railroad] The Yancey Railroad (reporting mark YAN) was an American Class III shortline railroad that operated for freight service from a connection with the Clinchfield Railroad at Kona, North Carolina, through Micaville, to Burnsville, 10.6 mi .","1915, the year the railroad was completed, was also the year the Challengers were formed. [Challengers] The Challengers were a professional ice hockey team based in Chicago, Illinois. [Yancey Railroad] Yancey Railroad was a 19th-century railroad that operated in the southeastern United States, primarily in what is now Georgia and South Carolina. [Yancey Railroad] The railroad was completed in 1850 and was used for the transportation of goods and people.",3,SUPPORTS,"Clinchfield Railroad, Yancey Railroad, 4-6-6-4"
"[Arthur Hailey] His meticulously-researched books, which include such best sellers as ""Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971), ""The Moneychangers"" (1975), and ""Overload"" (1979), have sold 170 million copies in 38 languages. [Donna Tartt] Donna Tartt (born December 23, 1963) is an American writer, the author of the novels ""The Secret History"" (1992), ""The Little Friend"" (2002), and ""The Goldfinch"" (2013). [Detective (novel)] Detective is a novel by Arthur Hailey.","Donna Tartt was born on December 23, 1963. [Hotel (novel)] Hotel (1965) is a novel by Arthur Haulgrave. [Airport (novel)] Airport (1968) is a novel by Arthur Haulgrave. [Wheels (novel)] Wheels (1971) is a novel by Arthur Haulgrave. Donna Tartt is an American novelist and critic known for her works The Secret History (1992), The Gold-Bug (1996), and The Little Friend (2002).",3,SUPPORTS,"Arthur Hailey, Detective (novel), Donna Tartt"
"[2016 Liberty Bowl (January)] Sponsored by automobile parts and accessories store AutoZone, it is officially known as the AutoZone Liberty Bowl. [AutoZone] The company is based in Memphis, Tennessee. [2015 Kansas State Wildcats football team] They were invited to the Liberty Bowl where they lost to Arkansas.","[Memphis Bowl] The Memphis Bowl was a college football bowl game played at Liberty Bowl Memorial Stadium in Memphis, Tennessee, from 1990 to 2003. [Kansas State Wildcats football] The Kansas State Wildcats football team represents Kansas State University in intercollegiate football competitions. [2015 Kansas State Wildcats football team] The 2015 Kansas State Wildcats football team represented Kansas State University in the 2015 NCAA Division I FBS football season.",3,SUPPORTS,"AutoZone, 2015 Kansas State Wildcats football team, 2016 Liberty Bowl (January)"
"[John D. Rockefeller III] He was the eldest son of philanthropists John D. Rockefeller Jr. and Abby Aldrich Rockefeller. [David Rockefeller] David Rockefeller (June 12, 1915 – March 20, 2017) was an American banker who was chairman and chief executive of Chase Manhattan Corporation. [David Rockefeller] Rockefeller was a son of John D. Rockefeller Jr. and Abby Aldrich Rockefeller, and a grandson of John D. Rockefeller and Laura Spelman Rockefeller. [Blanchette Ferry Rockefeller] Blanchette Ferry Hooker (October 2, 1909 – November 29, 1992) was the wife of John D. Rockefeller III and mother of Jay Rockefeller.","David Rockefeller ( Jr. ) (born 1934) is an American banker, businessman, and philanthropist. [Blanchette Ferry Rockefeller] Blanchette Ferry Rockefeller (1899 – 1990) was an American philanthropist and the wife of John D. Rockefeller III. [John D. Rockefeller III] John Davison Rockefeller III (July 11, 1906 – August 25, 1978) was an American businessman and philanthropist, the son of John D. Rockefeller Jr. and Blanchette Ferry Rockefeller. [Chase Manhattan Corporation] The Chase Manhattan Corporation is a bank holding company that was formed in 1955 as a result of the merger of the Chase National Bank and the Manhattan Company.",3,SUPPORTS,"Blanchette Ferry Rockefeller, John D. Rockefeller III, David Rockefeller"
"[Walter Van Tilburg Clark] Walter Van Tilburg Clark (August 3, 1909 – November 10, 1971) was an American novelist, short story writer, and educator. [Billie Letts] Billie Dean Letts (née Gipson; May 30, 1938 – August 2, 2014) was an American novelist and educator. [The Watchful Gods and Other Stories] The Watchful Gods and Other Stories is a collection of short stories by Walter Van Tilburg Clark published in 1950.","[The Watchful Gods and Other Stories] The Watchful Gods and Other Stories is a 1977 collection of short stories by the American author, Joyce Carol Oates. [Billie Letts] Billie Letts (1914 – 1994) was an American actress, known for her roles in the films, Rebel Without a Cause (1955), The Last Picture Show (1971), and The Getaway (1972).",3,SUPPORTS,"Walter Van Tilburg Clark, Billie Letts, The Watchful Gods and Other Stories"
