True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Gordon Waller] Gordon Trueman Riviere Waller (4 June 1945 – 17 July 2009) was a British singer–songwriter–guitarist, best known as Gordon of the 1960s pop music duo Peter and Gordon, whose biggest hit was the No. 1 million-selling classic ""A World Without Love"". [A World Without Love] The song was written by Paul McCartney and attributed to Lennon–McCartney. [Del Davis (singer)] His cover of ""World Without Love"" was featured on ""Mellow Dubmarine"".","Paul McCartney wrote the song ""A World Without Love"" for Peter and Gordon, who were a British pop duo of the 1960s. [Peter and Gordon] Peter and Gordon (real names Peter Asher and Gordon Waller) were a British pop duo who were active from 1964 to 1967. [A World Without Love] ""A World Without Love"" is a song written by Graham Gordontommy James and produced by George Martin for the album A Hard Day's Night. [Del Davis] Del Davis (April 11, 1927 – March 16, 2009) was an American musician, composer, and conductor. He was known for his work in the field of film and television music, and was also a prolific arranger and orchestrator for many popular artists.",3,SUPPORTS,"Del Davis (singer), Gordon Waller, A World Without Love",0.1696242967319111
"[Ulli Lommel] Since 1977 he has lived and worked in the USA, where he has written, directed and starred in over 50 movies. [Benjamin Stoloff] Benjamin ""Ben"" Stoloff (October 6, 1895 – September 8, 1960) was an American film director and producer. [Benjamin Stoloff] Stoloff was born in Philadelphia, Pennsylvania. [Benjamin Stoloff] He died in Hollywood, California. [Absolute Evil] Absolute Evil – Final Exit is a drama film written and directed by Ulli Lommel.","Benjamin Stoloff was born in 1924 and is currently 98 years old, making him the oldest living American World War II veteran. [Benjamin Stoloff] Benjamin Stoloff (April 27, 1924 – present) is an American film editor, and the oldest living American World War II veteran. [Absolute Evil – Final Exit] Absolute Evil – Final Exit is a 1986 British drama film directed by David Wheeler and written by David Hosang.",3,SUPPORTS,"Absolute Evil, Ulli Lommel, Benjamin Stoloff",0.2023411819581489
"[Gangkhar Puensum] Gangkhar Puensum (Dzongkha: གངས་དཀར་སྤུན་གསུམ་ ""Kangkar Punsum "", alternatively, Gangkar Punsum or Gankar Punzum) is the highest mountain in Bhutan and a strong candidate for the highest unclimbed mountain in the world with an elevation of 7570 m and a prominence of 2995 m . [Jongsong Peak] At 7462 m it is the 57th highest peak in the world, although it is dominated by 3rd highest, Kangchenjunga, 20 km to the south. [Killer Mountain] This sci-fi film tells the story of mountain climbers sent to rescue a missing expedition from a forbidden mountain (Gangkhar Puensum) only to discover the legendary Shangri-La and the hungry creature protecting it, the Druk.","[Killer Mountain] Killer Mountain is a 1990 Canadian adventure horror film directed by David Hueber and starring Michael Ironside, Brendan Fehr, and Tony Todd. [Jongsong Peak] Jongsong Peak is a mountain located in the Changbai Mountains, on the border between China and North Korea. It has a peak elevation of 1,650 meters (5,410 ft) above sea level.",3,SUPPORTS,"Killer Mountain, Jongsong Peak, Gangkhar Puensum",0.05074751367782986
"[San Francisco National Cemetery] San Francisco National Cemetery is an United States national cemetery, located in the Presidio of San Francisco, California. [Presidio of San Francisco] The Presidio of San Francisco (originally, El Presidio Real de San Francisco or The Royal Fortress of Saint Francis) is a park and former U.S. Army military fort on the northern tip of the San Francisco Peninsula in San Francisco, California, and is part of the Golden Gate National Recreation Area. [George W. Wallace] He is buried at San Francisco National Cemetery.","George Wallace, the 46th Governor of Alabama, is interred at St. Matthew's Episcopal Church Cemetery in Montgomery, Alabama. [George W. Wallace] St. Matthew's Episcopal Church Cemetery is a historic cemetery located in Montgomery, Alabama, United States. [Golden Gate National Recreation Area] The Golden Gate National Recreation Area is a protected area located in the San Francisco Bay Area, California, United States.",3,SUPPORTS,"San Francisco National Cemetery, George W. Wallace, Presidio of San Francisco",0.14402980361742435
"[Pinball Wizard] The original recording was released as a single in 1969 and reached No. 4 in the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100. [Tommy (album)] Tommy is the fourth studio album by the English rock band The Who, a double album first released in May 1969. [Overture (The Who song)] The track is one of three instrumental tracks released on ""Tommy"", although it does feature some lyrics towards the end; the other two being ""Underture"" and ""Sparks"".","[The Who Song] Overture (The Who Song) is a song by the English rock band The Who, which was released in 1977 on their album Who Are You. [The Who Song] The song was a hit, reaching No. 4 on the UK Singles Chart and No. 19 on the US Billboard Hot 100. [The Who Song] The song was written by Pete Townshend and recorded at the famous Abbey Road Studios in London. [The Who Song] The song features a memorable guitar riff and a powerful vocal performance from lead singer Roger Daltrey. [The Who Song] The song has been a fan favorite for decades and is often included in lists of the greatest rock songs of all time.",3,SUPPORTS,"Tommy (album), Pinball Wizard, Overture (The Who song)",0.17247658364376628
"[Myrtus] Myrtus, with the common name myrtle, is a genus of flowering plants in the family Myrtaceae, described by Linnaeus in 1753. [Eustoma] Eustoma, commonly known as lisianthus or prairie gentian, is a small genus in the gentian family. [Fidelity (art and symbolism)] The plant myrtle (""Myrtus"") has been associated with fidelity, and hence used in weddings, from Roman times to the present, and wreathed crowns of myrtle may be found in art.","1. The plant genus Eustoma is also known as Roses of Texas. 2. The scientific name of the myrtle plant is Myrtus communis. [Eustoma] Eustoma (genus name) or Rose of Texas (common name) is a genus of flowering plants in the family of Asteraceae, commonly known as the daisy family. [Myrtus communis] Myrtus communis, the common myrtle, is a species of flowering plant in the family Myrtaceae, cultivated for its attractive foliage and showy white or pink flowers.",3,SUPPORTS,"Eustoma, Myrtus, Fidelity (art and symbolism)",0.24467479729667682
"[Battle of Okinawa] The Battle of Okinawa (Japanese: 沖縄戦 , Hepburn: Okinawa-sen ) (Okinawan: 沖縄戦 , ""Uchinaa ikusa "" ), codenamed Operation Iceberg, was a major battle of the Pacific War fought on the island of Okinawa by United States Marine and Army forces against the Imperial Japanese Army and included the largest amphibious assault in the Pacific War during World War II, the April 1, 1945, invasion of Okinawa itself. [Operation Diadem] Operation Diadem, also referred to as the Fourth Battle of Monte Cassino or, in Canada, the Battle of the Liri Valley, was an offensive operation undertaken by the Allies of World War II (U.S. Fifth Army and British Eighth Army in May 1944, as part of the Italian Campaign of World War II. [Dave Schreiner] He was mortally wounded in action as a Marine on June 20, 1945 during the Battle of Okinawa and died the next day.","1966, Operation Ablaze, Operation Junction, Operation Diamond, Operation Pershing, Operation Pierce, Operation Tailwind, Operation Linebacker, Operation Arc Light, Operation Nickel Grass, Operation Flying Fish, Operation Mincemeat, Operation Barras, Operation Banner, Operation Motormouth, Operation Redwing, Operation Ivory Coast, Operation Eagle Claw, Operation Prime Chance, Operation El Dorado Canyon, Operation Just Cause, Operation Desert Flower, Operation Desert Fox, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey Dawn, Operation Unified Protector, Operation Odyssey II, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey III, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey IV, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey V, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey VI, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey VII, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey VIII, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey IX, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey X, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey XI, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey XII, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey XIII, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey XIV, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey XV, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey XVI, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn, Operation Odyssey XVII, Operation Enduring Freedom, Operation Iraqi Freedom, Operation New Dawn",3,SUPPORTS,"Operation Diadem, Battle of Okinawa, Dave Schreiner",1.63416479470053e-155
"[Randy Meisner] Randy Herman Meisner (born March 8, 1946) is an American former musician, singer and songwriter best known as a founding member of the Eagles and Poco. [Chaka Khan] Chaka Khan (born Yvette Marie Stevens, March 23, 1953) is an American recording artist whose career has spanned five decades, beginning in the 1970s as the frontwoman and focal point of the funk band Rufus. [I Feel for You (album)] I Feel for You is the fifth solo studio album by American R&B/funk singer Chaka Khan, released on the Warner Bros. [I Feel for You (album)] Records label in 1984.","1984 was a great year for me, personally and professionally. I was born on March 8, 1950, and I released my album ""I Feel for You"" on July 17, 1984. [Randy Herman Meisner] Randy Herman Meisner (August 30, 1950 – October 19, 1990) was an American singer, songwriter, and guitarist. He was a founding member of the rock band The Eagles and had a successful solo career. [I Feel for You (album)] I Feel for You is the second solo album by Chaka Khan, released on the Warner Bros. Records label in 1984. It was a commercial success, reaching the top 10 on the Billboard 200 chart and spawning the hit singles ""I Feel for You"" and ""Stay.""",3,SUPPORTS,"Randy Meisner, Chaka Khan, I Feel for You (album)",0.27392014775918344
"[Mark Steven Johnson] Mark Steven Johnson (born October 30, 1964) is an American screenwriter, film director, and producer. [Robert Thornby] Robert Thornby (March 27, 1888 – March 6, 1953) was an American director and actor of the silent era. [Simon Birch] Simon Birch is a 1998 American comedy-drama film loosely based on ""A Prayer for Owen Meany"" by John Irving and was directed and written for the screen by Mark Steven Johnson.","Robert Thornby (born September 10, 1963) is a Canadian filmmaker, screenwriter, and actor. [Simon Birch] Simon Birch is a 1988 American comedy-drama film directed by Rodney Dantow, written by Dantow and Michael Swerdloff, and starring Joseph Gordon-Levitt, Mathew Botuchmass, and James Belushi.",3,SUPPORTS,"Mark Steven Johnson, Robert Thornby, Simon Birch",0.1277341503018902
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","1. [Peder Severin Krøyer] Peder Severin Krøyer (1890 – 1905) was a Danish painter, known for his naturalistic paintings of the Skagen fishermen. [Theodor Esbern Philipsen] Theodor Esbern Philipsen (1890 – 1964) was a Danish painter, known for his naturalistic paintings of the Skagen fishermen. [Ossian Elgström] Ossian Elgström (1893 – 1966) was a Swedish painter, known for his naturalistic paintings of the Skagen fishermen.",3,SUPPORTS,"Kristian Zahrtmann, Peder Severin Krøyer, Ossian Elgström",0.07874462617283501
"[Lauri Markkanen] In the 2017 NBA draft, he was taken by the Minnesota Timberwolves with the 7th overall pick before being included in a trade to the Chicago Bulls for Jimmy Butler. [Jimmy Butler (basketball)] Jimmy Butler III (born September 14, 1989) is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA). [Jimmy Butler (basketball)] Born in Houston, Butler grew up in Tomball, Texas, and played college basketball for Tyler Junior College and Marquette University. [Pekka Markkanen] Markkanen is the father of Chicago Bulls basketball player Lauri Markkanen and the AIK football player Eero Markkanen.","Pekka Markkanen is a Finnish professional basketball player for the Chicago Bulls of the National Basketball Association (NBA). [Jimmy Butler III] Jimmy Lee Butler III (born September 15, 1989) is an American professional basketball player for the Miami Heat of the NBA. [Jimmy Butler III] Butler was born in Houston, Texas and played college basketball for Marquette University. [Jimmy Butler III] He was drafted by the Chicago Bulls with the 30th pick in the 2013 NBA draft and played for the team from 2013 to 2017. [Jimmy Butler III] In 2017, he was traded to the Minnesota Timberwolves. [Jimmy Butler III] Markkanen was born on April 20, 1996 in Espoo, Finland. [Pekka Markkanen]",3,SUPPORTS,"Pekka Markkanen, Jimmy Butler (basketball), Lauri Markkanen",0.35226381642117216
"[Evolution (Paul van Dyk album)] Evolution is the sixth studio album by Paul van Dyk released in April 2012. [Evolution (Paul van Dyk album)] The album features a wide range of collaborations including Arty, Giuseppe Ottaviani, Adam Young, Austin Leeds, Plumb, Johnny McDaid's Fieldwork project, and Sue McLaren. [Johnny McDaid] John ""Johnny"" McDaid (born 24 July 1976) is a Northern Irish singer, songwriter, musician and record producer from Derry. [(R)evolution: The Remixes] The album consists of 18 selected remixes of songs from the original ""Evolution"" album in 2012.","Paul van Dyk (born 16 December 1964 in Berlin, Germany) is a German DJ, musician, and record producer who has been active in the electronic music scene since the early 1990s. [Johnny McDaid] Johnny McDaid (born 1973 in Derry, Northern Ireland) is a Northern Irish singer-songwriter, who has worked with various artists including Paul van Dyk. [R)evolution: The Remixes] R)evolution: The Remixes is a remix album by Paul van Dyk, released in 2013 through Vandalyze Records. The album features remixes of tracks from his 2012 album, (R)evolution.",3,SUPPORTS,"Evolution (Paul van Dyk album), Johnny McDaid, (R)evolution: The Remixes",0.22348618858866723
"[Little River Railroad (Tennessee)] The Little River Railroad is a historic class III railroad that operated between Maryville and Elkmont, Tennessee during the period 1901 to 1939. [Elkmont, Tennessee] Throughout its history, the valley has been home to a pioneer Appalachian community, a logging town, and a resort community. [Chilhowee Inn] This was the last stop of the Knoxville and Augusta line of the Southern Railway System, and the starting point for the Little River Railroad.","1. [Chilhowee Inn] Chilhowee Inn is a historic inn located at Gatlinburg, Sevier County, Tennessee. [Knoxville and Augusta line] The Knoxville and Augusta Railway, also known as the Southern Railway System, was a railroad that operated between Knoxville, Tennessee, and Augusta, Georgia, from 1880 to 1947. [Maryville] Maryville is a city located in Blount County, Tennessee, United States. [Elkmont] Elkmont is a small, unincorporated community located in the Great Smoky Mountains National Park in Blount County, Tennessee, United States.",3,SUPPORTS,"Elkmont, Tennessee, Little River Railroad (Tennessee), Chilhowee Inn",0.172023431918225
"[Music for Dead Birds] Music for Dead Birds are an anti-folk band from Galway and County Mayo, Ireland. [Music for Dead Birds] Its members are Jimmy Monaghan (Vocals, Guitar) and Dónal Walsh (Drums). [The Wolfhounds] The Wolfhounds are an indie pop/noise pop band formed in Romford, UK in 1985 by Dave Callahan, Paul Clark, Andy Golding, Andy Bolton and Frank Stebbing, and originally active until 1990. [And then it rained for seven days] And then it rained for seven days is the debut album by Irish group Music for Dead Birds, released by Rusted Rail in April, 2009.","[The Wolfhounds] The Wolfhounds are an Irish rock band from Dublin, formed in 1987. [And Then It Rained for Seven Days] And Then It Rained for Seven Days is the second studio album by the Irish rock band Horslips, released in 1970.",3,SUPPORTS,"Music for Dead Birds, The Wolfhounds, And then it rained for seven days",0.13104034912725018
"[4-6-6-4] 4-6-6-4's are commonly known as Challengers. [Clinchfield Railroad] The 35-mile segment from Dante, Virginia, to Elkhorn City, opening up the coal lands north of Sandy Ridge Mountains and forming a connection with the Chesapeake and Ohio Railway at Elkhorn City, was completed in 1915. [Yancey Railroad] The Yancey Railroad (reporting mark YAN) was an American Class III shortline railroad that operated for freight service from a connection with the Clinchfield Railroad at Kona, North Carolina, through Micaville, to Burnsville, 10.6 mi .","2015 was the 100th anniversary of the completion of the railroad. [Yancey Railroad] Yancey Railroad (reporting mark YNC) is a short line railroad that operates in the United States. [Challengers] The Challengers were a professional ice hockey team based in the Pittsburgh suburb of Cranberry Township, Pennsylvania. They played in the East Coast Hockey League for one season (1996-1997) before folding.",3,SUPPORTS,"4-6-6-4, Yancey Railroad, Clinchfield Railroad",0.08987262093849363
"[Arthur Hailey] His meticulously-researched books, which include such best sellers as ""Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971), ""The Moneychangers"" (1975), and ""Overload"" (1979), have sold 170 million copies in 38 languages. [Donna Tartt] Donna Tartt (born December 23, 1963) is an American writer, the author of the novels ""The Secret History"" (1992), ""The Little Friend"" (2002), and ""The Goldfinch"" (2013). [Detective (novel)] Detective is a novel by Arthur Hailey.","Donna Tartt was born on December 23, 1963. [Hotel (novel)] Hotel (1965) is a novel by Arthur Haulunday, a pseudonym used by the author for this book. [Airport (novel)] Airport (1968) is a novel by Arthur Haulunday, a pseudonym used by the author for this book. [Wheels (novel)] Wheels (1971) is a novel by Arthur Haulunday, a pseudonym used by the author for this book.",3,SUPPORTS,"Detective (novel), Arthur Hailey, Donna Tartt",0.1107486117178206
"[2016 Liberty Bowl (January)] Sponsored by automobile parts and accessories store AutoZone, it is officially known as the AutoZone Liberty Bowl. [AutoZone] The company is based in Memphis, Tennessee. [2015 Kansas State Wildcats football team] They were invited to the Liberty Bowl where they lost to Arkansas.","2015 TaxSlayer Bowl (Jacksonville) (December 29, 2015) - North Carolina vs. UConn. [TaxSlayer Bowl] The TaxSlayer Bowl is a college football bowl game played in Jacksonville, Florida. It was previously known as the Gator Bowl and was played at the stadium of the same name in Jacksonville. [Kansas State Wildcats football] The Kansas State Wildcats football team represents Kansas State University in intercollegiate football competitions. The team is coached by Bill Snyder and plays their home games at Bill Snyder Family Stadium.",3,SUPPORTS,"2015 Kansas State Wildcats football team, 2016 Liberty Bowl (January), AutoZone",0.07389912797459926
"[John D. Rockefeller III] He was the eldest son of philanthropists John D. Rockefeller Jr. and Abby Aldrich Rockefeller. [David Rockefeller] David Rockefeller (June 12, 1915 – March 20, 2017) was an American banker who was chairman and chief executive of Chase Manhattan Corporation. [David Rockefeller] Rockefeller was a son of John D. Rockefeller Jr. and Abby Aldrich Rockefeller, and a grandson of John D. Rockefeller and Laura Spelman Rockefeller. [Blanchette Ferry Rockefeller] Blanchette Ferry Hooker (October 2, 1909 – November 29, 1992) was the wife of John D. Rockefeller III and mother of Jay Rockefeller.","1. David Rockefeller was the son of John D. Rockefeller Jr. 2. He was the brother of Jay Rockefeller. 3. He was the brother of Richard Rockefeller. 4. He was the brother of Blanchette Ferry Rockefeller. 5. Blanchette Ferry Rockefeller is the wife of this businessman. CLAIM: The brother of David Rockefeller was not a businessman. EVIDENCE: [David Rockefeller] David Livingstone Rockefeller (June 11, 1915 – March 22, 2017) was an American banker, businessman, and philanthropist. He was the youngest of six children born to John D. Rockefeller Jr. and the only one of his siblings to survive to adulthood. [Blanchette Ferry Rockefeller] Blanchette Ferry Rockefeller (1912 – 1992) was the wife of John D. Rockefeller III, the son of John D. Rockefeller Jr. and the father of Jay Rockefeller. She was a prominent socialite and philanthropist in her own right, known for her support of various charitable causes and her involvement in the arts. [Jay Rockefeller] Jay Rockefeller (born July 10, 1937) is an American politician and lawyer who served as a United States Senator from West Virginia from 1985 to 2015. [Richard Rockefeller] Richard Rockefeller (June 8, 1941 – September 21, 2013) was an American businessman and philanthropist, the son of John D. Rockefeller III and the father of Sarah Rockefeller Hilton. [Chase Manhattan Corporation] Chase Manhattan Corporation is a bank holding company that was formed in 1955 by the merger of Chase National Bank and Manhattan Bank. It was renamed Chase Manhattan Bank in 1959. [David Rockefeller chief executive] David Rockefeller was the chief executive officer of Chase Manhattan Corporation from 1970 to 1981.",3,SUPPORTS,"David Rockefeller, John D. Rockefeller III, Blanchette Ferry Rockefeller",0.17889302974918536
"[Walter Van Tilburg Clark] Walter Van Tilburg Clark (August 3, 1909 – November 10, 1971) was an American novelist, short story writer, and educator. [Billie Letts] Billie Dean Letts (née Gipson; May 30, 1938 – August 2, 2014) was an American novelist and educator. [The Watchful Gods and Other Stories] The Watchful Gods and Other Stories is a collection of short stories by Walter Van Tilburg Clark published in 1950.","[The Watchful Gods] The Watchful Gods and Other Stories is a collection of science fiction short stories by American writer, Michael Bishop. [Billie Letts] Billie Letts (June 2, 1909 – August 14, 1998) was an American actress, known for her roles in the films, The World, The Flower and the Man (1935), The Grapes of Wrath (1940), and Of Mice and Men (1939).",3,SUPPORTS,"Walter Van Tilburg Clark, The Watchful Gods and Other Stories, Billie Letts",0.27721025901705243
