True Evidence,Generated Evidence,Hops,Label,Topics
"[Christian Friedrich Schönbein] Christian Friedrich Schönbein (18 October 1799 – 29 August 1868) was a German-Swiss chemist who is best known for inventing the fuel cell (1838) at the same time as William Robert Grove, Robert Cumming and his discoveries of guncotton and ozone. [William Robert Grove] Sir William Robert Grove, PC, FRS FRSE (11 July 1811 – 1 August 1896) was a Welsh judge and physical scientist. [William Robert Grove] He anticipated the general theory of the conservation of energy, and was a pioneer of fuel cell technology.","[Christian Friedrich Schönbein] Christian Friedrich Schönbein (24 June 1799 – 29 November 1868) was a German-Swiss chemist, physicist, and inventor. [William Robert Grove] William Robert Grove (29 June 1816 – 19 October 1896) was a Welsh judge and legal educator who is also known for his work on the fuel cell. [Fuel cell invention] The fuel cell invention is credited to Christian Friedrich Schönbein and William Robert Grove.",2,REFUTES,"William Robert Grove, Christian Friedrich Schönbein"
"[The Sandman: The Dream Hunters] ""The Sandman: The Dream Hunters"" is a novella by English author Neil Gaiman, illustrated by Yoshitaka Amano. [The Sandman (Vertigo)] The Sandman is a comic book series written by Neil Gaiman and published by DC Comics.","Todd Klein is a comic book letterer and colorist, not a writer. [The Sandman] The Sandman is a series of comic books written by Neil Gaiman and published by DC Comics. [The Sandman: The Dream Hunters] The Sandman: The Dream Hunters is a novella written by Neil Gaiman and published in 1993 by William Morrow and Company.",2,REFUTES,"The Sandman: The Dream Hunters, The Sandman (Vertigo)"
"[Brutti di notte] It is a parody of Luis Buñuel's film ""Belle de Jour"". [Belle de Jour (film)] Belle de Jour (] ) is a 1967 French drama film directed by Luis Buñuel and starring Catherine Deneuve, Jean Sorel, and Michel Piccoli.","[Catherine Deneuve] Catherine Deneuve (born 22 December 1943) is a French actress, model, and singer, who has appeared in films from a variety of genres, including romantic drama, crime, horror, and erotic thrillers. [Brutti di notte] Brutti di notte (Italian for ""Ugly by Night"") is a 1962 Italian comedy film directed by Marino Girolami. The film is a parody of the film starring French actress, Catherine Deneuve.",2,REFUTES,"Belle de Jour (film), Brutti di notte"
"[2012–13 Sheffield United F.C. season] Sheffield United Football Club participated in League One, the third level of English football in 2012–13, after having failed to win promotion, losing in the previous season's play-off final. [Dave Kitson] David Barry Kitson (born 21 January 1980) is an English former footballer who played as a striker.",21 January 1980 is a Wednesday. [Nigel Clough] Nigel William Clough (born 21 January 1980) is an English former professional footballer who played as a striker. He is the son of former footballer Brian Clough.,2,REFUTES,"2012–13 Sheffield United F.C. season, Dave Kitson"
"[1962–63 Segunda División] Baskonia, Sabadell, Sevilla Atlético, Plus Ultra, Atl. [1962–63 Segunda División] Baleares, Cartagena and Real Jaén were relegated to Tercera División. [Sevilla Atlético] Founded in 1958 it plays in Segunda División and is the reserve team of Sevilla FC, holding home games at ""Viejo Nervión"", with a 7,500-seat capacity.","1962–63 Segunda División season was the 22nd season of Spanish Segunda División and was played between August 1962 and May 1963. [Sevilla Atlético] Sevilla Atlético is a Spanish football team based in Seville, Andalusia. [Tercera División] Tercera División is the fourth level of Spanish football, operating below the Segunda División and above the fourth level, the Copa RFEF.",2,REFUTES,"1962–63 Segunda División, Sevilla Atlético"
"[Connie Ray] Constance ""Connie"" Ray (born July 10, 1956) is an American film and television actress and playwright. [Connie Ray] Among her highest profile appearances are ""Thank You for Smoking"" (2006) and ""Stuart Little"" (1999), and the television drama ""ER"" (1997). [Connie Ray] She also appeared in ""Ice Princess"" (2005) and on ""George Lopez"" (2002). [Ice Princess] Ice Princess is a 2005 American figure-skating film directed by Tim Fywell, written by Hadley Davis from a story by Meg Cabot and Davis, and starring Michelle Trachtenberg, Joan Cusack, Kim Cattrall and Hayden Panettiere.","[Tim Fywell] Tim Fywell (born 1965) is a British actor, best known for his roles in the films Thank You for Smoking (2005) and Stuart Little (1999). [The Ice Princess] The Ice Princess is a 2005 British drama film directed by Anne Garefssen and written by Deborah Mogel George. [Band in Thank You for Smoking and Stuart Little] The film features an appearance by the band from Thank You for Smoking and Stuart Little.",2,REFUTES,"Connie Ray, Ice Princess"
"[1920 college football season] Notre Dame was led by its first Walter Camp All-American, George Gipp, who died before the year was over. [George Gipp] George Gipp (February 18, 1895 – December 14, 1920), nicknamed ""The Gipper"", was a college football player who played for the University of Notre Dame.","1920 [Official NCAA Division I Football Records Book] The ""Official NCAA Division I Football Records Book"" is a reference book published by the National Collegiate Athletic Association (NCAA) that documents the history of NCAA Division I football. [California] California Golden Bears football represents the University of California at Berkeley in college football at the NCAA Division I Football Bowl Subdivision (FBS) level. [Georgia] Georgia Bulldogs football represents the University of Georgia in Athens, Georgia in college football at the NCAA Division I Football Bowl Subdivision (FBS) level. [Harvard] Harvard Crimson football represents Harvard University in Cambridge, Massachusetts in college football at the NCAA Division I Football Championship Subdivision (FCS) level. [Notre Dame] Notre Dame Fighting Irish football represents the University of Notre Dame in Notre Dame, Indiana in college football at the NCAA Division I Football Bowl Subdivision (FBS) level. [Princeton] Princeton Tigers football represents Princeton University in Princeton, New Jersey in college football at the NCAA Division I Football Championship Subdivision (FCS) level. [Walter Camp All-American] Walter Chauncey Camp (September 30, 1859 – March 18, 1929) was an American football player, coach, and sports writer known as the ""Father of American Football."" He was a prominent All-American player in the early years of college football, and was nicknamed ""The Gipper."" George Gipp died on December 17, 1920, due to complications from pneumonia.",2,REFUTES,"1920 college football season, George Gipp"
"[Early Work] Early Work is a poetry collection by Patti Smith, published in 1994. [Patti Smith] Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".","[Early Work] Early Work is a 1975 collection of beat poetry by the American singer-songwriter, musician, and poet Patti Smith. [Patti Smith] Patti Smith (born December 30, 1946) is an American singer-songwriter, musician, and poet who was a key figure in the punk rock movement of the late 1970s.",2,REFUTES,"Early Work, Patti Smith"
[2009 All-Pacific-10 Conference football team] Stanford running back Toby Gerhart was voted Pac-10 Offensive Player of the Year. [Toby Gerhart] He was selected by the Minnesota Vikings in the second round of the 2010 NFL Draft.,"[Minnesota Vikings] The Minnesota Vikings are a professional American football team located in Minneapolis, Minnesota. They are a member of the North division of the National Football Conference (NFC) in the National Football League (NFL). [Pac-10 Offensive Player of the Year] The Pac-10 Offensive Player of the Year is an annual award given to the top offensive player in the Pac-10 conference. [2009 Pac-10 Offensive Player of the Year] In 2009, the award was given to Tim Tebow of the University of Florida. [2010 NFL Draft] The 2010 NFL Draft was held in Paris, France.",2,REFUTES,"Toby Gerhart, 2009 All-Pacific-10 Conference football team"
"[Alma Wade] Alma Wade is a major antagonist and key figure in the ""F.E.A.R."" series of first-person shooter horror video games by Monolith Productions, introduced in ""F.E.A.R."" in 2005. [Alma Wade] The mystery of Alma is the very core of the series. [F.E.A.R.] F.E.A.R. First Encounter Assault Recon is a survival horror first-person shooter video game developed by Monolith Productions and published by Sierra Entertainment.","1. F.E.A.R. (2005) 2. F.E.A.R. Extraction (2006) 3. F.E.A.R. 2: Project Origin (2004) 4. F.E.A.R. 3 (2011) The game follows Point Man and his team as they investigate the paranormal activity caused by the antagonist, known as Paxton Fettel. The mystery surrounding Fettel is the core of the series. [F.E.A.R.] F.E.A.R. (Fear 2005) is a first-person shooter survival horror video game developed by Monolith Productions and published by Day 1 Studios. [F.E.A.R. Extraction] F.E.A.R. Extraction is a 2006 expansion pack for the 2005 video game F.E.A.R. [F.E.A.R. 2: Project Origin] F.E.A.R. 2: Project Origin is a 2004 expansion pack for the 2001 video game F.E.A.R.: The Original Sin. [F.E.A.R. 3] F.E.A.R. 3 is a 2011 first-person shooter survival horror video game developed by Volition and published by Warner Bros. Interactive Entertainment. The game is the third main installment in the F.E.A.R. series. The game follows Point Man and his team as they investigate the paranormal activity caused by the antagonist, known as Paxton Fettel. The mystery surrounding Fettel is the core of the series.",2,REFUTES,"Alma Wade, F.E.A.R."
"[American Made (film)] The plot focuses on Barry Seal, a former TWA pilot who became a drug smuggler for the Medellín Cartel in the 1980s. [Barry Seal] Adler Berriman ""Barry"" Seal (July 16, 1939 – February 19, 1986) was an American airline pilot who became a major drug smuggler for the Medellín Cartel.","[Barry Seal] Barry Seal ( ; March 16, 1933 – February 19, 1986) was a former American drug smuggler and pilot. [Medellín Cartel] The Medellín Cartel was a Colombian drug cartel that was formed in the early 1970s and was active until the mid-1990s. [American Made (2017 film)] American Made is a 2017 American crime comedy-drama film directed by Doug Liman and written by Gary Spinelli. [1933 movie] There is no record of a movie titled ""American Made"" released in 1933.",2,REFUTES,"American Made (film), Barry Seal"
"[Ethiopian Airlines accidents and incidents] Ethiopian Airlines, the national airline of Ethiopia, has a good safety record, by contrast to other African airlines. [Airlines of Africa] Ben R. Guttery, author of ""Encyclopedia of African Airlines"", said ""Although most of the carriers have never been large by European or American standards, they have had tremendous impact on the economy and the people.""","Ben R. Guttery (1913-1997) was a British aviation historian and writer who wrote several books on the history of aviation. [Ethiopian Airlines] Ethiopian Airlines ( Amharic: የኢትዮሱ Хронологија; Yield: Ethiopian Airlines) is the flag carrier of Ethiopia. [Other African Airlines] Other African airlines include South African Airways, EgyptAir, and Air Mauritius.",2,REFUTES,"Airlines of Africa, Ethiopian Airlines accidents and incidents"
"[Skogsrå] The skogsrå , (Forest Rå), ""Skogsfrun"" (The Mistress of the Forest), ""Skogssnuvan"", ""Skogsnymfen"" (Forest Nymph), ""Råndan"" (the Rå) or ""huldra"", was a mythical creature of the forest, or Rå, in Swedish folklore. [Hulder] A hulder is a seductive forest creature found in Scandinavian folklore. [Hulder] She is known as the skogsrå ""forest spirit"" or Tallemaja ""pine tree Mary"" in Swedish folklore, and ulda in Sámi folklore. [Hulder] Her name suggests that she is originally the same being as the völva divine figure Huld and the German Holda.","2. In Swedish folklore, the mythical forest creature known as the ‘Two-Tailed’ or ‘Flower Elf’ (Blommande Elfvan) is a being of great beauty, with two long, flowing tails that resemble the petals of a flower. [Huld] Huld (Old Norse: Hulðan) is a goddess in Norse mythology, associated with fertility, prosperity and love. She is the daughter of the sea god Ægir and the goddess Ran. Huld is also known as the divine figure of the seductive forest creature from northern Sweden. [Two-Tailed] The Two-Tailed or Flower Elf is a mythical creature from Swedish folklore, known for its beauty and seductive nature. It is said to have two long, flowing tails that resemble the petals of a flower.",2,REFUTES,"Skogsrå, Hulder"
"[Franz Schreker] Franz Schreker (originally ""Schrecker""; 23 March 1878, Monaco – 21 March 1934, Berlin) was an Austrian composer, conductor, teacher and administrator. [Luigi Cherubini] Luigi Cherubini (] ; 8 or 14 September 1760 – 15 March 1842) was an Italian composer who spent most of his working life in France. [Luigi Cherubini] Beethoven regarded Cherubini as the greatest of his contemporaries.","Beethoven wrote a letter to his brothers in which he praised Cherubini as a ""great master"" and compared him to their father, but he never mentioned Schreker. [Luigi Cherubini] Luigi Cherubini (1760 – 1816) was an Italian composer and conductor. [Franz Schreker] Franz Schreker (1874 – 1934) was an Austrian composer and teacher.",2,REFUTES,"Luigi Cherubini, Franz Schreker"
"[The Vengeance of Rome] In this novel, Colonel Pyat, an incarnation of the Eternal Champion, goes to Italy and Germany, where he becomes involved in Fascism and Naziism, including sexual encounters with Ernst Röhm and Adolf Hitler and a sojourn in Dachau. [Ernst Röhm] Ernst Julius Günther Röhm (] ; 28 November 1887 – 1 July 1934) was a German military officer and an early member of the Nazi Party.","[The Eternal Champion] Michael Moorcock (born 1952 in London) is a British writer, particularly of science fiction and fantasy, who is best known for his series of books featuring the character Jerry Cornelius, and his work on the DC Comics series The Justice League of America. [Colonel Pyat] Colonel Pyat is a fictional character and an incarnation of the Eternal Champion, a recurring character in the works of Michael Moorcock. [Ernst Julius Günther Röhm] Ernst Julius Günther Röhm (1896 – 1946) was a German military officer and an early member of the Nazi Party. [The Vengeance of Rome] The Vengeance of Rome is a novel by Michael Moorcock, published in 2006 by Gollancz.",2,REFUTES,"The Vengeance of Rome, Ernst Röhm"
"[Fine Gael leadership election, 2017] The 2017 Fine Gael leadership election was triggered in May 2017, when Enda Kenny resigned as party leader. [Fine Gael leadership election, 2017] On 2 June Leo Varadkar was announced as the victor, beating rival Simon Coveney 60% to 40%. [Simon Coveney] Simon Anthony Coveney (born 16 June 1972) is an Irish Fine Gael politician who has served as Minister for Foreign Affairs and Trade and Deputy Leader of Fine Gael since June 2017.","2017 Irish general election: First round results. [Leo Varadkar] Leo Richard Varadkar (; born 25 January 1979) is an Irish Fine Gael politician who has served as Taoiseach since June 2017. [Simon Coveney] Simon Michael Coveney (; born 23 August 1972) is an Irish Fine Gael politician who has served as Minister for Agriculture, Food and the Marine since 2016.",2,REFUTES,"Fine Gael leadership election, 2017, Simon Coveney"
