True Evidence,Generated Evidence,Hops,Label,Topics
"[Pinball Wizard] The original recording was released as a single in 1969 and reached No. 4 in the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100. [Tommy (album)] Tommy is the fourth studio album by the English rock band The Who, a double album first released in May 1969. [Overture (The Who song)] The track is one of three instrumental tracks released on ""Tommy"", although it does feature some lyrics towards the end; the other two being ""Underture"" and ""Sparks"".","[The Who Song] ""Overture"" is the opening track on the album ""Face Dances"" by the English rock band The Who, released in 1981. [The Who Song] The song was not a single release and did not chart on any major music charts. [The Who Song] The only other song on the album that features on the album is ""Eminence Front"".",3,SUPPORTS,"Overture (The Who song), Pinball Wizard, Tommy (album)"
"[Myrtus] Myrtus, with the common name myrtle, is a genus of flowering plants in the family Myrtaceae, described by Linnaeus in 1753. [Eustoma] Eustoma, commonly known as lisianthus or prairie gentian, is a small genus in the gentian family. [Fidelity (art and symbolism)] The plant myrtle (""Myrtus"") has been associated with fidelity, and hence used in weddings, from Roman times to the present, and wreathed crowns of myrtle may be found in art.",1. [Eustoma] Eustoma is a genus of plants in the family Gentianaceae. 2. [Myrtle] Myrtle (Vinca minor) is a evergreen shrub native to Europe and North Africa.,3,SUPPORTS,"Fidelity (art and symbolism), Eustoma, Myrtus"
"[Battle of Okinawa] The Battle of Okinawa (Japanese: 沖縄戦 , Hepburn: Okinawa-sen ) (Okinawan: 沖縄戦 , ""Uchinaa ikusa "" ), codenamed Operation Iceberg, was a major battle of the Pacific War fought on the island of Okinawa by United States Marine and Army forces against the Imperial Japanese Army and included the largest amphibious assault in the Pacific War during World War II, the April 1, 1945, invasion of Okinawa itself. [Operation Diadem] Operation Diadem, also referred to as the Fourth Battle of Monte Cassino or, in Canada, the Battle of the Liri Valley, was an offensive operation undertaken by the Allies of World War II (U.S. Fifth Army and British Eighth Army in May 1944, as part of the Italian Campaign of World War II. [Dave Schreiner] He was mortally wounded in action as a Marine on June 20, 1945 during the Battle of Okinawa and died the next day.","Operation Diadem was a military operation in 1943. [Dave Schreiner] David William Schreiner (September 21, 1923 – October 25, 1944) was a United States Army soldier who died of wounds received during the Battle of the Bulge. [Operation Diadem] Operation Diadem was a military operation conducted by the Allies in 1943.",3,SUPPORTS,"Operation Diadem, Dave Schreiner, Battle of Okinawa"
"[Randy Meisner] Randy Herman Meisner (born March 8, 1946) is an American former musician, singer and songwriter best known as a founding member of the Eagles and Poco. [Chaka Khan] Chaka Khan (born Yvette Marie Stevens, March 23, 1953) is an American recording artist whose career has spanned five decades, beginning in the 1970s as the frontwoman and focal point of the funk band Rufus. [I Feel for You (album)] I Feel for You is the fifth solo studio album by American R&B/funk singer Chaka Khan, released on the Warner Bros. [I Feel for You (album)] Records label in 1984.","[Randy Meisner] Randy Herman Meisner (August 8, 1946 – January 20, 2009) was an American musician, singer, songwriter, and record producer. [I Feel for You (album)] I Feel for You is the self-titled debut album by Canadian singer-songwriter Chaka Khan, released in 1984 on Warner Bros. Records.",3,SUPPORTS,"Randy Meisner, I Feel for You (album), Chaka Khan"
"[Mark Steven Johnson] Mark Steven Johnson (born October 30, 1964) is an American screenwriter, film director, and producer. [Robert Thornby] Robert Thornby (March 27, 1888 – March 6, 1953) was an American director and actor of the silent era. [Simon Birch] Simon Birch is a 1998 American comedy-drama film loosely based on ""A Prayer for Owen Meany"" by John Irving and was directed and written for the screen by Mark Steven Johnson.","[Robert Thornby] Robert Thornby (born 1960) is a British film director, producer and screenwriter. [Simon Birch] Simon Birch is a 1988 American comedy-drama film directed by Rodney Gage and written by John Peat Marguiles.",3,SUPPORTS,"Simon Birch, Mark Steven Johnson, Robert Thornby"
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","[Skagen Painters] The Skagen Painters were a group of Danish and Norwegian artists who lived and worked in Skagen, Denmark, in the late 19th and early 20th centuries. [Peder Severin Krøyer] Peder Severin Krøyer (1890 – 1971) was a Danish painter who was born and died in Skagen. [Theodor Esbern Philipsen] Theodor Esbern Philipsen (1890 – 1974) was a Danish painter who was born and died in Skagen. [Ossian Elgström] Ossian Elgström (1892 – 1961) was a Swedish painter who was born and died in Skagen.",3,SUPPORTS,"Peder Severin Krøyer, Ossian Elgström, Kristian Zahrtmann"
"[Lauri Markkanen] In the 2017 NBA draft, he was taken by the Minnesota Timberwolves with the 7th overall pick before being included in a trade to the Chicago Bulls for Jimmy Butler. [Jimmy Butler (basketball)] Jimmy Butler III (born September 14, 1989) is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA). [Jimmy Butler (basketball)] Born in Houston, Butler grew up in Tomball, Texas, and played college basketball for Tyler Junior College and Marquette University. [Pekka Markkanen] Markkanen is the father of Chicago Bulls basketball player Lauri Markkanen and the AIK football player Eero Markkanen.","[Pekka Markkanen] Pekka Petteri Markkanen (born September 14, 1994) is a Finnish professional basketball player for the Chicago Bulls of the National Basketball Association (NBA). [Jimmy Butler III] Jimmy Lee Butler III (born September 10, 1989) is an American professional basketball player who currently plays as a small forward for the Miami Heat of the NBA.",3,SUPPORTS,"Jimmy Butler (basketball), Lauri Markkanen, Pekka Markkanen"
"[Evolution (Paul van Dyk album)] Evolution is the sixth studio album by Paul van Dyk released in April 2012. [Evolution (Paul van Dyk album)] The album features a wide range of collaborations including Arty, Giuseppe Ottaviani, Adam Young, Austin Leeds, Plumb, Johnny McDaid's Fieldwork project, and Sue McLaren. [Johnny McDaid] John ""Johnny"" McDaid (born 24 July 1976) is a Northern Irish singer, songwriter, musician and record producer from Derry. [(R)evolution: The Remixes] The album consists of 18 selected remixes of songs from the original ""Evolution"" album in 2012.","[Johnny McDaid] Johnny McDaid (born 1983 in Bristol) is a British singer-songwriter and producer. [Paul van Dyk] Paul van Dyk (born 16 December 1964 in Eisenach, East Germany) is a German electronic music producer and DJ. [R]evolution: The Remixes] R evolution: The Remixes is a remix album by German DJ and producer Paul van Dyk, released on 19 August 2013 through Vandelay Records.",3,SUPPORTS,"Johnny McDaid, Evolution (Paul van Dyk album), (R)evolution: The Remixes"
"[Little River Railroad (Tennessee)] The Little River Railroad is a historic class III railroad that operated between Maryville and Elkmont, Tennessee during the period 1901 to 1939. [Elkmont, Tennessee] Throughout its history, the valley has been home to a pioneer Appalachian community, a logging town, and a resort community. [Chilhowee Inn] This was the last stop of the Knoxville and Augusta line of the Southern Railway System, and the starting point for the Little River Railroad.","[Chilhowee Inn] Chilhowee Inn is a historic inn located at Gatlinburg, Sevier County, Tennessee. [Southern Railway System] The Southern Railway System was a railroad that operated in the southeastern United States from 1899 to 1979. [Knoxville and Augusta line] The Knoxville and Augusta line was a railroad line operated by the Southern Railway System. [Elkmont, Tennessee] Elkmont is a small resort community located in the Great Smoky Mountains National Park in Blount County, Tennessee, United States.",3,SUPPORTS,"Elkmont, Tennessee, Little River Railroad (Tennessee), Chilhowee Inn"
"[Music for Dead Birds] Music for Dead Birds are an anti-folk band from Galway and County Mayo, Ireland. [Music for Dead Birds] Its members are Jimmy Monaghan (Vocals, Guitar) and Dónal Walsh (Drums). [The Wolfhounds] The Wolfhounds are an indie pop/noise pop band formed in Romford, UK in 1985 by Dave Callahan, Paul Clark, Andy Golding, Andy Bolton and Frank Stebbing, and originally active until 1990. [And then it rained for seven days] And then it rained for seven days is the debut album by Irish group Music for Dead Birds, released by Rusted Rail in April, 2009.","[Wolfhounds] The Wolfhounds are an English rock band formed in 1980 in London. [And Then It Rained for Seven Days] And Then It Rained for Seven Days is the debut studio album by the English rock band, The Cult, released on 25 September 1988.",3,SUPPORTS,"Music for Dead Birds, The Wolfhounds, And then it rained for seven days"
"[4-6-6-4] 4-6-6-4's are commonly known as Challengers. [Clinchfield Railroad] The 35-mile segment from Dante, Virginia, to Elkhorn City, opening up the coal lands north of Sandy Ridge Mountains and forming a connection with the Chesapeake and Ohio Railway at Elkhorn City, was completed in 1915. [Yancey Railroad] The Yancey Railroad (reporting mark YAN) was an American Class III shortline railroad that operated for freight service from a connection with the Clinchfield Railroad at Kona, North Carolina, through Micaville, to Burnsville, 10.6 mi .","[Yancey Railroad] Yancey Railroad is a fictional railroad that was the setting for the 1938 Western film The Kid from Texas starring Wallace Beery and Pat O'Brien. [Challengers] The Challengers (1939) is a Western film directed by John English and starring Harry Wood, Rex Lease, and Martha Wentworth.",3,SUPPORTS,"Clinchfield Railroad, 4-6-6-4, Yancey Railroad"
"[Arthur Hailey] His meticulously-researched books, which include such best sellers as ""Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971), ""The Moneychangers"" (1975), and ""Overload"" (1979), have sold 170 million copies in 38 languages. [Donna Tartt] Donna Tartt (born December 23, 1963) is an American writer, the author of the novels ""The Secret History"" (1992), ""The Little Friend"" (2002), and ""The Goldfinch"" (2013). [Detective (novel)] Detective is a novel by Arthur Hailey.",[Detective (novel)] Stephen Coonts Detective is a 1991 novel by William Brinkley. [Hotel (novel)] Hotel is a 1965 novel by Arthur Hailey. [Airport (novel)] Airport is a 1968 novel by Arthur Hailey. [Wheels (novel)] Wheels is a 1971 novel by Arthur Hailey.,3,SUPPORTS,"Detective (novel), Donna Tartt, Arthur Hailey"
"[2016 Liberty Bowl (January)] Sponsored by automobile parts and accessories store AutoZone, it is officially known as the AutoZone Liberty Bowl. [AutoZone] The company is based in Memphis, Tennessee. [2015 Kansas State Wildcats football team] They were invited to the Liberty Bowl where they lost to Arkansas.","[TaxSlayer Bowl] The 2015 TaxSlayer Bowl was played at EverBank Field in Jacksonville, Florida, on January 2, 2016. [Kansas State Wildcats football] The Kansas State Wildcats football team represents Kansas State University in college football.",3,SUPPORTS,"2015 Kansas State Wildcats football team, 2016 Liberty Bowl (January), AutoZone"
"[John D. Rockefeller III] He was the eldest son of philanthropists John D. Rockefeller Jr. and Abby Aldrich Rockefeller. [David Rockefeller] David Rockefeller (June 12, 1915 – March 20, 2017) was an American banker who was chairman and chief executive of Chase Manhattan Corporation. [David Rockefeller] Rockefeller was a son of John D. Rockefeller Jr. and Abby Aldrich Rockefeller, and a grandson of John D. Rockefeller and Laura Spelman Rockefeller. [Blanchette Ferry Rockefeller] Blanchette Ferry Hooker (October 2, 1909 – November 29, 1992) was the wife of John D. Rockefeller III and mother of Jay Rockefeller.","[David Rockefeller] David Livingstone Rockefeller (August 11, 1915 – June 22, 1995) was an American banker, philanthropist, and patriarch of the Rockefeller family. [Blanche Ferry Rockefeller] Blanchette Ferry Rockefeller (born 1922) is the wife of David Rockefeller.",3,SUPPORTS,"John D. Rockefeller III, Blanchette Ferry Rockefeller, David Rockefeller"
"[Walter Van Tilburg Clark] Walter Van Tilburg Clark (August 3, 1909 – November 10, 1971) was an American novelist, short story writer, and educator. [Billie Letts] Billie Dean Letts (née Gipson; May 30, 1938 – August 2, 2014) was an American novelist and educator. [The Watchful Gods and Other Stories] The Watchful Gods and Other Stories is a collection of short stories by Walter Van Tilburg Clark published in 1950.","[The Watchful Gods and Other Stories] The Watchful Gods and Other Stories is a collection of short stories by American author, Robert Silverberg, first published in 1954. [Billie Letts] Billie Letts (1914 – 1998) was an American author, best known for her children's books, particularly ""Missee Lee"" and ""Summer of the Sea Ots"".",3,SUPPORTS,"The Watchful Gods and Other Stories, Billie Letts, Walter Van Tilburg Clark"
