True Evidence,Generated Evidence,Hops,Label,Topics,Precision,Recall,F1 Score
"[Richard Ford] Richard Ford (born February 16, 1944) is an American novelist and short story writer. [Robert E. Howard] Robert Ervin Howard (January 22, 1906 – June 11, 1936) was an American author who wrote pulp fiction in a diverse range of genres. [The Lay of the Land] The Lay of the Land is a 2006 novel by American author Richard Ford.","[William S. Burroughs] William S. Burroughs (; February 5, 1914 – August 16, 1997) was an American novelist, poet, and essayist. [Robert E. Howard] Robert E. Howard (; July 2, 1906 – March 11, 1939) was an American author known for his pulp fiction in a variety of genres, including fantasy, horror, and science fiction. [The Lay of the Land] The Lay of the Land is a novel written by William S. Burroughs and published in 1980 by G. P. Putnams Sons.",3,REFUTES,"The Lay of the Land, Richard Ford, Robert E. Howard",0.9089832305908203,0.9432963132858276,0.9258219599723816
"[Battle of Saint-Mihiel] The Battle of Saint-Mihiel was a major World War I battle fought from 12–15 September 1918, involving the American Expeditionary Force (AEF) and 110,000 French troops under the command of General John J. Pershing of the United States against German positions. [John J. Pershing] General of the Armies John Joseph ""Black Jack"" Pershing (September 13, 1860 – July 15, 1948) was a senior United States Army officer. [John J. Pershing] His most famous post was when he served as the commander of the American Expeditionary Force (AEF) on the Western Front in World War I, 1917–18. [3d Pursuit Group] Formed in France in July 1918, the group was assigned to the 1st Pursuit Wing and saw action in the final months of the war, supporting the Battle of Saint-Mihiel and the Meuse-Argonne Offensive.","[John J. Pershing] John Joseph Pershing (August 13, 1868 – September 15, 1948) was a senior officer in the United States Army who served as the commander of the American Expeditionary Force (AEF) during World War I. [3rd Pursuit Group] The 3rd Pursuit Group was a United States Army Air Corps group that served during World War I. The 3rd Pursuit Group was activated on October 25, 1917, at the Aviation Concentration Area Number 2, near Mineola, New York. [Western Front] The Western Front was a theatre of World War I that ran from the North Sea to the Alps. It was the principal front on which the Entente powers fought the Central Powers, including Germany, during the war.",3,REFUTES,"John J. Pershing, Battle of Saint-Mihiel, 3d Pursuit Group",0.8958195447921753,0.8765783309936523,0.8860945105552673
"[Guildford Cathedral] The Cathedral Church of the Holy Spirit, Guildford is the Anglican cathedral at Guildford, Surrey, England. [St Paul's Cathedral] St Paul's Cathedral, London, is an Anglican cathedral, the seat of the Bishop of London and the mother church of the Diocese of London. [Dennis Huntley] Among his most notable works are his sculptures for Guildford Cathedral.","[Dennis Huntley] Dennis Huntley (1932 – 2013) was a British sculptor. [St Paul's Cathedral] St Paul's Cathedral, London, is a church building in the City of London dedicated to Paul the Apostle.",3,REFUTES,"Dennis Huntley, Guildford Cathedral, St Paul's Cathedral",0.8967032432556152,0.8782839775085449,0.8873980641365051
"[Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director. [Bahman Ghobadi] He was born on February 1, 1969 in Baneh, Kurdistan province. [Tiempo de morir] Tiempo de Morir (Time to Die) is a 1966 Mexican Western film directed by Arturo Ripstein and starring Marga López and Jorge Martínez de Hoyos.",Bahman Ghobadi is an Iranian film director and producer. [Tiempo de morir] Tiempo de morir is a 1994 Spanish thriller film directed by Eduardo Mignogna.,3,REFUTES,"Arturo Ripstein, Tiempo de morir, Bahman Ghobadi",0.9088117480278015,0.8405135869979858,0.8733294606208801
"[Tom Hewitt (actor)] Tom Hewitt (born c. 1957) is an American actor and Broadway stage performer, and a native of Victor, Montana. [Victor, Montana] Victor is a census-designated place (CDP) in Ravalli County, Montana, United States. [All for One Theater] Noteworthy performers whom AFO has produced include Tom Hewitt, Deb Margolin, Leslie Jordan, Annabelle Gurwitch, and Bill Bowers.","[All for One Theater] All for One Theater is a non-profit theater company based in New York City, founded in 2012 by a group of friends who met while working on Broadway shows. [Tony Award] The Tony Awards are a set of awards honoring excellence in live Broadway theater, presented annually by the American Theatre Wing. [Ravalli County, Montana] Ravalli County is a county located in the southwestern part of the U.S. state of Montana. It was created in 1897 and named after the Ravalli River.",3,REFUTES,"Tom Hewitt (actor), Victor, Montana, All for One Theater",0.8530048131942749,0.8253128528594971,0.8389303684234619
"[Tivolis Koncertsal] Tivolis Koncertsal is a 1,660-capacity concert hall located at Tivoli Gardens in Copenhagen, Denmark. [Tivoli Gardens] The park opened on 15 August 1843 and is the second-oldest operating amusement park in the world, after Dyrehavsbakken in nearby Klampenborg, also in Denmark. [Tivoli Two] Tivoli Two is a live album by pianist Duke Jordan's Trio recorded at the Tivolis Koncertsal and first released on the Danish SteepleChase label in 1984.","[Tivoli Two] Tivoli Two is a 2004 Scottish independent drama film directed by John Henderson and starring Gerry Cowan, Neil McPherson, and Mark Cox. [Glasgow] Glasgow is the largest city in Scotland and the third-largest in the United Kingdom. It was founded in the 6th century and has since grown to become one of the largest urban areas in Europe.",3,REFUTES,"Tivoli Two, Tivoli Gardens, Tivolis Koncertsal",0.8580366373062134,0.8326193690299988,0.8451370000839233
"[Friends in Low Places] ""Friends in Low Places"" is a song performed by American country pop artist Garth Brooks. [Friends in Low Places] It was released on August 6, 1990 as the lead single from his album ""No Fences"". [No Fences] It was released on August 27, 1990, and reached #1 on ""Billboard's"" Top Country Albums chart. [Dewayne Blackwell] His songs include ""Mr. Blue"", a 1959 hit for the Fleetwoods; ""I'm Gonna Hire a Wino to Decorate Our Home"", a 1982 hit for David Frizzell; and ""Friends in Low Places"", a 1990 hit for Garth Brooks.","[Don Schlitz] Don Schlitz (born September 14, 1955, in Statesville, North Carolina) is an American country music songwriter. [No Fences] No Fences is the eighth studio album by American country music artist, Shenandoah. The album was released on July 27, 1990, by Curb Records. [Lead single] The lead single on the album, ""The Church on the Hill"", reached #1 on Billboard Hot Country Singles & Tracks.",3,REFUTES,"Dewayne Blackwell, No Fences, Friends in Low Places",0.8717896938323975,0.8555620908737183,0.8635997176170349
"[The Riddler's Revenge] It stands 156 ft tall and features a top speed of 65 mph . [Green Lantern (Six Flags Great Adventure)] ""Green Lantern"" stands 155 ft tall and features a top speed of 63 mph . [Tidal Wave (Six Flags Magic Mountain)] The entrance to the ride is next to The Riddler's Revenge which is near to JB's Smokehouse BBQ.","[Tidal Wave] Tidal Wave is a hydraulic roller coaster located in the Boardwalk area of the Cedar Point amusement park in Sandusky, Ohio. [Green Lantern] Green Lantern is a roller coaster located in the Frontier Town area of the Cedar Point amusement park in Sandusky, Ohio.",3,REFUTES,"Green Lantern (Six Flags Great Adventure), Tidal Wave (Six Flags Magic Mountain), The Riddler's Revenge",0.8568577766418457,0.8405551910400391,0.8486281633377075
"[Edward Sharpe and the Magnetic Zeros] Edward Sharpe and the Magnetic Zeros is an American folk rock band formed in Los Angeles, California in 2007. [Louis XIV (band)] Louis XIV is an American rock band from San Diego, California. [Louis XIV (band)] The band has released four EPs between 2003 and 2007, and three albums between 2003 and 2008, the latter two of which were distributed by Atlantic Records. [Up from Below] Up from Below is the first full-length album from Edward Sharpe and the Magnetic Zeros.","[Louis XIV] Louis XIV ( ; 5 September 1638 – 1 September 1715) was the King of France from 1643 until his death, and is widely regarded as one of the most significant and influential figures in French history. [Up from Below] Up from Below is the debut full-length album by the American bluegrass band The Avettone of release was May 29, 2004.",3,REFUTES,"Louis XIV (band), Edward Sharpe and the Magnetic Zeros, Up from Below",0.8418559432029724,0.8519054651260376,0.8468509316444397
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport.","[Coldwaltham] Coldwaltham is a small village located near the town of Chichester in West Sussex, England. [Busiest airport in the United Kingdom outside of London] The busiest airport in the United Kingdom outside of London is Manchester Airport, which served 29.1 million passengers in 2019, according to UK Civil Aviation Authority data.",3,REFUTES,"Coldwaltham, Gatwick Airport, Heathrow Airport",0.8803355097770691,0.8356153964996338,0.8573927283287048
"[Akili Smith] He was drafted by the Cincinnati Bengals in the first round (3rd overall) of the 1999 NFL Draft, the third quarterback in the first three choices, behind Tim Couch (Cleveland Browns), and Donovan McNabb (Philadelphia Eagles). [Tim Couch] He played college football for the University of Kentucky and earned All-America honors. [1998 Kentucky Wildcats football team] Quarterback Tim Couch was the first pick overall in the 1999 NFL Draft.","[John Elway] John Elway (born March 9, 1960) is a former American football quarterback and current executive vice president of football operations for the Denver Broncos of the National Football League (NFL). [All American] All-American is a term used in the United States to describe an outstanding player in college football. [1998 Kentucky Wildcats football team] The Kentucky Wildcats are the athletic teams of the University of Kentucky, located in Lexington, Kentucky.",3,REFUTES,"Akili Smith, 1998 Kentucky Wildcats football team, Tim Couch",0.8549423813819885,0.8423234820365906,0.8485860824584961
"[Shim Ji-ho] He has starred in television dramas such as ""School 2"" (1999), ""My Lovely Family"" (2004), ""Our Stance on How to Treat a Break-up"" (2005) and ""Color of Women"" (2011), as well as Park Chul-soo's erotic film ""Green Chair"" which premiered at the 2005 Sundance Film Festival. [Green Chair] It is about an affair between an attractive thirty-two-year-old woman and a youth just short of legal majority. [Suh Jung] Suh was cast in the lead in ""The Isle"" (2000), ""Yellow Flower"" (2002), ""Spider Forest"" (2004), ""Green Chair"" (2005) and ""Desert Dream"" (2007).","Suh Jung is a South Korean actress and model. [2005 Sundance Film Festival] The 2005 Sundance Film Festival was held from January 20 to January 30, 2005, in Park City, Utah, United States. [American film about an affair] The film is titled ""Losing My Religion"" and was directed by Thomas Bezucha. [Lead for the 2005 American film] The lead role in the film was played by Jessica Biel.",3,REFUTES,"Suh Jung, Shim Ji-ho, Green Chair",0.8499189019203186,0.8276525139808655,0.8386379480361938
"[Chris DeStefano] Christopher Michael ""Chris"" DeStefano is a Grammy Award Winning American singer/songwriter, record producer and multi instrumentalist, raised in Mt. Laurel, New Jersey and currently residing in Nashville, Tennessee. [Chris DeStefano] As a songwriter, he has multiple #1 songs with artists Carrie Underwood (“Good Girl”, ""Little Toy Guns""), Billy Currington (“Hey Girl”), Brett Eldredge (""Don't Ya""), Luke Bryan (""That's My Kind of Night"", ""Kick the Dust Up"" ), Miranda Lambert & Carrie Underwood (""Somethin' Bad,"" later reworked as the opening theme for ""NBC Sunday Night Football""), Rascal Flatts (""Rewind"") and Jason Aldean (""Just Gettin' Started""). [Brett Eldredge] The cousin of Terry Eldredge of The Grascals, Eldredge has had three No. 1 singles on the ""Billboard"" Country Airplay chart from his debut studio album, ""Bring You Back"": ""Don't Ya"", ""Beat of the Music"", and ""Mean to Me"". [Drunk on Your Love] ""Drunk on Your Love"" is a song co-written and recorded by American country music artist Brett Eldredge.","Christopher Michael ""Chris"" DeStefano is a songwriter and producer, known for his work with artists such as Lady Gaga, Kelly Clarkson, and Miranda Lambert. [Drunk on Your Love] Drunk on Your Love is a song recorded by the American country music artist Dustin Lynch, and released on his 2016 album The Travelin' Kind.",3,REFUTES,"Drunk on Your Love, Brett Eldredge, Chris DeStefano",0.901340126991272,0.8178102374076843,0.8575459122657776
"[Danyang, Jiangsu] Danyang () is a county-level city under the administration of Zhenjiang, Jiangsu province, China. [Dongfang, Hainan] Dōngfāng () is one of the seven county-level cities of Hainan province, China. [Chen Xiuke] Chen Xiuke (born 31 December 1976 in Dongfang, Hainan) is a male Chinese sports sailor.",[Chen Xiuke] Chen Xiuke (Chinese: 陈秀可; pinyin: Chén Xiùkě) is a Chinese saxophonist and composer. [Danyang] Danyang (Chinese: 丹阳; pinyin: Dānyáng) is a city located in the eastern part of Jiangsu Province in the Yangtze River Delta region of China. [Jiangusu] Jiangusu (Chinese: 江俗; pinyin: Jiāngsú) is a city located in the eastern part of Jiangsu Province in the Yangtze River Delta region of China.,3,REFUTES,"Danyang, Jiangsu, Chen Xiuke, Dongfang, Hainan",0.8276749849319458,0.8668251037597656,0.8467977643013
"[Caroline Wozniacki] Caroline Wozniacki (] , ] ; born 11 July 1990) is a Danish professional tennis player. [Simone Bolelli] Simone Bolelli (born 8 October 1985; ] ) is an Italian professional tennis player. [2007 Mirage Cup – Singles] Caroline Wozniacki defeated Akiko Morigami in the final 6–3, 6–2.",Simone Bolelli (born 1988) is an Italian professional tennis player. [Akiko Morigami] Akiko Morigami (born 1986) is a Japanese professional tennis player. [Mirage Cup – Singles] The Mirage Cup is a tennis tournament held in Japan.,3,REFUTES,"2007 Mirage Cup – Singles, Simone Bolelli, Caroline Wozniacki",0.8999149203300476,0.8377389907836914,0.867714524269104
"[Angelique Kerber] She ascended to the top of the rankings on 12 September 2016, thus becoming the twenty-second and oldest player to achieve the number one ranking for the first time and the first new number one player since Victoria Azarenka in 2012. [Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Amélie Mauresmo] Mauresmo won two Grand Slam singles titles at the Australian Open and at Wimbledon, and also won a Silver Medal at the 2004 Summer Olympics. [2015 Family Circle Cup – Singles] Andrea Petkovic was the defending champion, but she lost to Angelique Kerber in the semifinals.",Amelie Mauresmo has won 3 bronze Olympic medals. The winner of the 2015 Family Circle Cup – Singles tournament has won 0 bronze Olympic medals.,3,REFUTES,"Amélie Mauresmo, Angelique Kerber, 2015 Family Circle Cup – Singles",0.880135178565979,0.8089218139648438,0.8430272936820984
"[Nerva–Antonine dynasty] The Nerva–Antonine dynasty was a dynasty of seven Roman Emperors who ruled over the Roman Empire from 96 AD to 192 AD. [Nerva–Antonine dynasty] These Emperors are Nerva, Trajan, Hadrian, Antoninus Pius, Lucius Verus, Marcus Aurelius, and Commodus. [Lucius Verus] Lucius Verus (Latin: ""Lucius Aurelius Verus Augustus"" ; 15 December 130 – 169) was the co-emperor of Rome with his adoptive brother Marcus Aurelius from 161 until his own death in 169. [Great Antonine Altar] To the right of Antoninus Pius stands Lucius Verus.","[Constantine Doukas] Constantine Doukas (; Greek: Κωνσταντίνος Δούκας; died 190 AD) was an Eastern Roman (Byzantine) general and politician. [Antoninus Pius] Marcus Aurelius Antoninus Pius (; 125 – 155 AD), known as Antoninus Pius, was a Roman Emperor from 138 to 161 AD. [The Great Antonine Altar] The Great Antonine Altar, also known as the Great Altar of the Antonines, is a Roman funerary monument located in the present-day Italian town of Rome.",3,REFUTES,"Great Antonine Altar, Lucius Verus, Nerva–Antonine dynasty",0.8367241621017456,0.8510403037071228,0.8438215255737305
"[Peter Jackson (historian)] Peter Jackson is a scholar and historian, specializing in the Crusades, particularly the contacts between the Europeans and the Mongols as well as medieval Muslim India. [Peter Jackson (historian)] He is Emeritus Professor of Medieval History at Keele University and editor of ""The Cambridge History of Iran: The Timurid and Safavid Periods"". [Keele University] Keele University, officially known as the University of Keele, is a public research university located about 3 miles (5 km) from Newcastle-under-Lyme, Staffordshire, England. [Keele University] Keele was granted university status by Royal Charter in 1962 and was founded in 1949 as the University College of North Staffordshire. [Stephen G. Haw] He has made a major contribution to studies of Marco Polo's account of East Asia: according to Peter Jackson, an authority on the history of the Mongol conquests, his book about Marco Polo ""must surely now have settled the controversy surrounding the historicity of Polo's visit to China.""","Stephen G. Haw has made a major contribution to studies of Marco Polo's account of Carolingian France. [Marco Polo] Marco Polo (; c. 1254 – c. 1324) was a Venetian merchant, traveler, and writer who became one of the most famous travelers in history. [Carolingian France] Carolingian France refers to the territory ruled by the Carolingian dynasty, which lasted from 751 to 987, and was characterized by a number of significant political, economic, and cultural developments.",3,REFUTES,"Peter Jackson (historian), Stephen G. Haw, Keele University",0.8505589962005615,0.8223363757133484,0.8362095952033997
"[Miss USA 2015] Nia Sanchez of Nevada crowned Olivia Jordan of Oklahoma at the end of the event. [Nia Sanchez] Nia Temple Sanchez (born February 15, 1990) is an American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014. [Alex Wehrley] She is best known for co-hosting the 2015 Miss USA pageant.","Alex Wehrley was a co-host of the Miss USA 2014 pageant, along with Nia Sanchez. [Olivia Jordan] Olivia Jordan (born March 15, 1992) is an American beauty queen who won Miss Idaho USA 2014 and represented Idaho at Miss USA 2014, where she was crowned by her successor Nia Sanchez. [Dover] Dover is an American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014.",3,REFUTES,"Nia Sanchez, Alex Wehrley, Miss USA 2015",0.920870304107666,0.9226425886154175,0.9217556118965149
"[Keri Hulme] Her only novel, ""The Bone People"", won the Booker Prize in 1985. [Orson Scott Card] His novel ""Ender's Game"" (1985) and its sequel ""Speaker for the Dead"" (1986) both won Hugo and Nebula Awards, making Card the only author to win both science fiction's top U.S. prizes in consecutive years. [Bridgette Allen] She also starred in the film ""Hooks and Feelers"", which was an adaptation of a Keri Hulme story.","[Orson Scott Card] Orson Scott Card (born August 24, 1950) is an American author of science fiction, fantasy, and mystery novels. [Ender's Game] Ender's Game is a science fiction novel written by Orson Scott Card and published in 1985 by Tor Books. [The Bone People] The Bone People is a novel written by Keri Hulme and published in 1985 by William Morrow & Company. [A Young Man with Prospects] There is no record of a film titled ""A Young Man with Prospects"" starring Bridgette Allen.",3,REFUTES,"Orson Scott Card, Keri Hulme, Bridgette Allen",0.872076153755188,0.8613765239715576,0.866693377494812
