True Evidence,Generated Evidence,Hops,Label,Topics
"[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Bamburgh Castle] Bamburgh Castle is a castle on the northeast coast of England, by the village of Bamburgh in Northumberland. [Sir Claudius Forster, 1st Baronet] He was descended from a long line of Governors of Bamburgh Castle, and was granted ownership of Bamburgh Castle and estates by the Crown in 1609.","1. [Lindisfarne Castle] Lindisfarne Castle is a castle located on the island of Lindisfarne in Northumberland, England. [Sir Claudius Forster, 1st Baronet] Sir Claudius Forster, 1st Baronet (28 June 1800 – 28 November 1882) was a British politician and landowner. [Sir Claudius Forster, 1st Baronet] He was the son of Sir Claudius Forster, 3rd Baronet, and the father of Sir Claudius Forster, 2nd Baronet. [Sir Claudius Forster, 1st Baronet] Forster was born on 28 June 1800, the eldest son of Sir Claudius Forster, 3rd Baronet, and his wife, Anne, daughter of Sir William Ramsay, 1st Baronet. [Sir Claudius Forster, 1st Baronet] He was educated at Eton and Christ Church, Oxford. [Sir Claudius Forster, 1st Baronet] He married, on 17 July 1827, the Hon. Caroline, daughter of William, 2nd Viscount Dungannon. [Sir Claudius Forster, 1st Baronet] They had three sons and two daughters. [Sir Claudius Forster, 1st Baronet] Forster was a member of the 1830 Parliament, for which he was knighted, and was appointed a Groom in Waiting to William IV. [Sir Claudius Forster, 1st Baronet] He was appointed a Groom in Waiting to Queen Victoria in 1837. [Sir Claudius Forster, 1st Baronet] He was appointed a Groom in Waiting to Edward VII in 1841. [Sir Claudius Forster, 1st Baronet] He was appointed a Groom in Waiting to George V in 1910. [Sir Claudius Forster, 1st Baronet] He was appointed a Groom in Waiting to Edward VIII in 1936. [Sir Claudius Forster, 1st Baronet] He was appointed a Groom in Waiting to George VI in 1937. [Sir Claud",3,REFUTES,"Sir Claudius Forster, 1st Baronet, Bamburgh Castle, Fenwick, Northumberland"
"[1974 South African Grand Prix] The 1974 South African Grand Prix was a Formula One motor race held at Kyalami on 30 March 1974. [Kyalami] Kyalami Racing Circuit (from ""Khaya lami"", ""My home"" in Zulu) is a motor racing circuit located in Midrand, Gauteng province, South Africa. [BRM P201] Its best finish was second place for Jean-Pierre Beltoise at the 1974 South African Grand Prix, on the car's debut.",[BRM P201] BRM P201 (Sinhala: බ්ර්ම ප201) was a Formula One racing car. [South African Grand Prix] The South African Grand Prix was a motor race held at a racing circuit located in the South African Province of Zulu. [1971 South African Grand Prix] The 1971 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 14 February 1971. [1972 South African Grand Prix] The 1972 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 29 January 1972. [1973 South African Grand Prix] The 1973 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 11 February 1973. [1974 South African Grand Prix] The 1974 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 2 February 1974. [1975 South African Grand Prix] The 1975 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 1 February 1975. [1976 South African Grand Prix] The 1976 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 14 February 1976. [1977 South African Grand Prix] The 1977 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 13 February 1977. [1978 South African Grand Prix] The 1978 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 12 February 1978. [1979 South African Grand Prix] The 1979 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 11 February 1979. [1980 South African Grand Prix] The 1980 South African Grand Prix was a Formula One motor race held at the Kyalami circuit on 16 February 1980.,3,REFUTES,"1974 South African Grand Prix, BRM P201, Kyalami"
"[Martin Flavin] Martin Archer Flavin (November 2, 1883 – December 27, 1967) was an American playwright and novelist. [Peter Benchley] Peter Bradford Benchley (May 8, 1940 – February 11, 2006) was an American author and screenwriter. [Three Who Loved] Three Who Loved is a 1931 American Pre-Code drama film directed by George Archainbaud from a screenplay by Beulah Marie Dix based on a story by Pulitzer Prize-winning author Martin Flavin.","[Harper Prize-winner] The Harper Prize-winner was a 1970 novel by the American author James Michener. [Three Who Loved] Three Who Loved is a 1966 novel by the American author James A. Michener. [Peter Benchley] Peter Benchley (] ; May 8, 1940 – February 11, 2006) was an American author, screenwriter and scuba diver, best known for the novel Jaws and its subsequent film adaptation.",3,REFUTES,"Three Who Loved, Peter Benchley, Martin Flavin"
"[Wonder Girls] Wonder Girls () was a South Korean girl group and band formed by producer Park Jin-young under JYP Entertainment in 2006, which debuted in 2007. [Wonder Girls] The group's final line-up consisted of Yubin, Yeeun, Sunmi and Hyerim. [Sunmi] Lee Sun-mi (born May 2, 1992), referred to as Sunmi, is a South Korean singer. [Sunmi] She debuted in 2007 as a member of South Korean girl group Wonder Girls and left from the group in January 2010 to pursue her academic career. [Wonder Party] Wonder Party is the third mini album by South Korean girl group Wonder Girls.","[Hyerim] Hyerim (; born April 1, 1989), is a South Korean singer and actress. She is a former member of Wonder Girls. [Lee Sun-mi] Lee Sun-mi (; born September 21, 1989) is a South Korean singer and actress. She is a former member of Wonder Girls. [Yeeun] Yeeun (; born September 24, 1989) is a South Korean singer and actress. She is a former member of Wonder Girls. [Wonder Party] Wonder Party is the third mini album by Wonder Girls, released on November 16, 2010, under JYP Entertainment. [2010 disbandment] The group disbanded in January 2010 when Sunmi and Yeeun left the group to pursue their academic careers. [2010 disbandment] The group disbanded in January 2010 when Sunmi and Yeeun left the group to pursue their academic careers.",3,REFUTES,"Wonder Party, Sunmi, Wonder Girls"
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","[The Bombay Darpan] The Bombay Darpan (Marathi: बॅम्बे दर्पण) is a Marathi-language daily newspaper published from Aurangabad, Maharashtra, India. [Ravi Amale] Ravi Amale (Marathi: रवींद्र आमले) is a senior editor of the Marathi daily newspaper The Bombay Darpan, published from Aurangabad, Maharashtra, India.",3,REFUTES,"Ravi Amale, Aurangabad, Maharashtra, Loksatta"
"[In Love and War (1987 film)] In Love and War (1987) is a Vietnam war-based thriller/drama television film starring James Woods and Jane Alexander. [In Love and War (1987 film)] The film is based on the true story of James Stockdale and Sybil Stockdale. [James Stockdale] James Bond Stockdale (December 23, 1923July 5, 2005) was a United States Navy vice admiral and aviator awarded the Medal of Honor in the Vietnam War, during which he was an American prisoner of war for over seven years. [Steven Vincent Leigh] In 1987 he appeared in the film ""In Love and War"".","Steven Vincent Leigh (born March 18, 1956) is an American politician and businessman. [Promise] Promise is a 1986 American drama film directed by James Foley, based on the 1982 novel of the same name by David Benedict. [James Foley] James Foley (born November 18, 1963) is an American film director, writer and producer. [James Woods] James Woods (born March 18, 1947) is an American actor, producer and director. [James Woods] He has starred in over 80 movies and is the recipient of two Golden Globe Awards, two Screen Actors Guild Awards and an Emmy Award. [James Woods] Woods was nominated for an Academy Award for Best Actor for his performance in the 1987 film Casualties of War. [James Woods] He starred in the 1986 film Vampires, directed by John Hough. [James Woods] He starred in the 1987 film, Promise, directed by James Foley. [James Woods] He starred in the 1988 film, Cat's Eye, directed by Lewis Teague. [James Woods] He starred in the 1989 film, Once Upon a Crime, directed by Tristram Powell. [James Woods] He starred in the 1989 film, Vampires, directed by John Hough. [James Woods] He starred in the 1989 film, The Boost, directed by Robert Prochaska. [James Woods] He starred in the 1989 film, True Believers, directed by Eric Laneuville. [James Woods] He starred in the 1990 film, The Dark Backward, directed by Adam Rifkin. [James Woods] He starred in the 1990 film, The Long Walk Home, directed by Richard Fleischer. [James Woods] He starred in the 1990 film, The Ambulance, directed by Larry Brand. [James Woods] He starred in the 1991 film, The Hard Way, directed by John Badham. [James Wood",3,REFUTES,"Steven Vincent Leigh, In Love and War (1987 film), James Stockdale"
"[Supergrass] Supergrass were an English rock band, formed in 1993 in Oxford. [Quietdrive] Quietdrive is an alternative rock band based in Hopkins, Minnesota that formed in 2002. [Mike Smith (A&amp;R man)] He then moved to EMI Publishing in 1992, where he went on to sign acts, such as PJ Harvey, Elastica, Supergrass, Teenage Fan Club, Doves, Starsailor, The Beta Band, The Avalanches, Gorillaz, The White Stripes, The Libertines, The Scissor Sisters, The Arcade Fire, and Arctic Monkeys, as well as resigning Blur and progressing to the position of Head of A&R.","1. [Quietdrive] Quietdrive is an American rock band from Dallas, Texas. [Mike Smith (A&R man)] Mike Smith (born 1964) is an American record producer and A&R man. [Quietdrive] They released their first EP, Into the City, on 17 May 2005. [Quietdrive] In 2006, the band released their first full-length album, The Invisible Hand. [Quietdrive] In 2008, the band released their second full-length album, The Last Goodbye. [Quietdrive] In 2009, the band released their third full-length album, The World Is Ours. [Quietdrive] In 2010, the band released their fourth full-length album, The Other Side of This Life. [Quietdrive] The band has toured with bands such as Fall Out Boy, My Chemical Romance, The Used, The Rocket Summer, and The Starting Line. [Quietdrive] The band has also performed at Warped Tour in 2007, 2008, and 2009. [Quietdrive] In 2009, the band was nominated for an MTV2 award. [Quietdrive] In 2010, the band was nominated for a Kerrang! award. [Quietdrive] In 2011, the band was nominated for a Vans Warped Tour award. [Quietdrive] The band has toured with bands such as Fall Out Boy, My Chemical Romance, The Used, The Rocket Summer, and The Starting Line. [Quietdrive] The band has also performed at Warped Tour in 2007, 2008, and 2009. [Quietdrive] In 2009, the band was nominated for an MTV2 award. [Quietdrive] In 2010, the band was nominated for a Kerrang! award. [Quietdrive] In 2011, the band was nominated for a Vans Warped Tour award. [Quietdrive] The band has toured with bands such as Fall Out Boy, My Chem",3,REFUTES,"Quietdrive, Mike Smith (A&amp;R man), Supergrass"
"[Johnny Tremain (film)] Johnny Tremain is a 1957 film made by Walt Disney Productions, based on the 1944 Newbery Medal-winning children's novel of the same name by Esther Forbes, retelling the story of the years in Boston, Massachusetts prior to the outbreak of the American Revolution. [Magic Kingdom] Initialized by Walt Disney and designed by WED Enterprises, its layout and attractions are based on Disneyland Park in Anaheim, California, and is dedicated to fairy tales and Disney characters. [Hal Stalmaster] Harry Lapidus Stalmaster, known as Hal Stalmaster (born March 29, 1940), is an American former actor, known for his lead role in the 1957 Walt Disney film of the American Revolution ""Johnny Tremain"", based on the 1943 Esther Forbes novel of the same name.","[Walt Disney World Resort] Walt Disney World Resort is a vacation resort in Orlando, Florida, United States, near Kissimmee and Lake Buena Vista. [Magic Kingdom] Magic Kingdom is a theme park at the Walt Disney World Resort in Bay Lake, Florida, near Orlando. [Hal Stalmaster] Harold Stalmaster (July 15, 1935 – March 11, 2008) was an American actor.",3,REFUTES,"Johnny Tremain (film), Hal Stalmaster, Magic Kingdom"
"[Richard Ford] Richard Ford (born February 16, 1944) is an American novelist and short story writer. [Robert E. Howard] Robert Ervin Howard (January 22, 1906 – June 11, 1936) was an American author who wrote pulp fiction in a diverse range of genres. [The Lay of the Land] The Lay of the Land is a 2006 novel by American author Richard Ford.","Robert E. Howard is the author of the 1932 story ""The Lay of the Land"". Howard was born in Peaster, Texas, a farming community near the Texas-Oklahoma border, the son of a Baptist minister. [Robert E. Howard] Robert Ervin Howard (January 22, 1906 – June 11, 1936) was an American author who wrote two-fisted pulp fiction in a diverse range of genres. He is famous for creating the character Conan the Barbarian and for having written the Cthulhu Mythos. [Robert E. Howard] He is regarded as one of the major 20th century authors of fantasy, horror, and science fiction in English. [Robert E. Howard] Howard produced more than 1,000 short stories, 200 poems, and 4 novels in his brief career, and was also known for his powerful and influential letters to friends and editors. [Robert E. Howard] His most famous character is the sword and sorcery hero Conan the Barbarian, who first appeared in a series of stories published in Weird Tales magazine. [The Lay of the Land] ""The Lay of the Land"" is a 1932 short story by Robert E. Howard.",3,REFUTES,"Richard Ford, Robert E. Howard, The Lay of the Land"
"[Battle of Saint-Mihiel] The Battle of Saint-Mihiel was a major World War I battle fought from 12–15 September 1918, involving the American Expeditionary Force (AEF) and 110,000 French troops under the command of General John J. Pershing of the United States against German positions. [John J. Pershing] General of the Armies John Joseph ""Black Jack"" Pershing (September 13, 1860 – July 15, 1948) was a senior United States Army officer. [John J. Pershing] His most famous post was when he served as the commander of the American Expeditionary Force (AEF) on the Western Front in World War I, 1917–18. [3d Pursuit Group] Formed in France in July 1918, the group was assigned to the 1st Pursuit Wing and saw action in the final months of the war, supporting the Battle of Saint-Mihiel and the Meuse-Argonne Offensive.","1. [John J. Pershing] John Joseph ""Black Jack"" Pershing (September 13, 1860 – July 15, 1948) was a general officer in the United States Army. He was most famous for his service as the commander of the American Expeditionary Force (AEF) on the Western Front during World War I. [3rd Pursuit Group] The 3rd Pursuit Group was a United States Army Air Service fighter group during World War I. [3rd Pursuit Group] The 3rd Pursuit Group was formed on 21 May 1918 at Orlèans-Bricy Aerodrome, France, and was equipped with the SPAD S.XIII. [3rd Pursuit Group] The 3rd Pursuit Group was commanded by Major (later Brigadier General) John D. Ryan, who was from Wisconsin. [3rd Pursuit Group] The 3rd Pursuit Group was part of the American Expeditionary Force (AEF), commanded by General John J. Pershing.",3,REFUTES,"3d Pursuit Group, Battle of Saint-Mihiel, John J. Pershing"
"[Guildford Cathedral] The Cathedral Church of the Holy Spirit, Guildford is the Anglican cathedral at Guildford, Surrey, England. [St Paul's Cathedral] St Paul's Cathedral, London, is an Anglican cathedral, the seat of the Bishop of London and the mother church of the Diocese of London. [Dennis Huntley] Among his most notable works are his sculptures for Guildford Cathedral.","[Dennis Huntley] Dennis Huntley (born 1949) is a sculptor from Malta. [St Paul's Cathedral] St Paul's Cathedral is an Anglican cathedral in the city of London, which, until 1976, served as the seat of the Bishop of London. [Malta] Malta (, ; ; ), officially the Republic of Malta (), is a Southern European island country consisting of an archipelago in the central Mediterranean Sea. [St Paul's Cathedral] It is the world's smallest sovereign state, with a population of 416,000 (2011). [St Paul's Cathedral] It has two official languages: Maltese and English.",3,REFUTES,"St Paul's Cathedral, Dennis Huntley, Guildford Cathedral"
"[Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director. [Bahman Ghobadi] He was born on February 1, 1969 in Baneh, Kurdistan province. [Tiempo de morir] Tiempo de Morir (Time to Die) is a 1966 Mexican Western film directed by Arturo Ripstein and starring Marga López and Jorge Martínez de Hoyos.","[Bahman Ghobadi] Bahman Ghobadi (Persian: بهمن قبادی, born 1969) is an Iranian film director and producer. [Tiempo de morir] Tiempo de morir (English title: Time to Die) is a 2005 Spanish film directed by Julio Médem. [Tiempo de morir] The film was entered into the 24th Moscow International Film Festival where it won the Silver St. George.",3,REFUTES,"Tiempo de morir, Arturo Ripstein, Bahman Ghobadi"
"[Tom Hewitt (actor)] Tom Hewitt (born c. 1957) is an American actor and Broadway stage performer, and a native of Victor, Montana. [Victor, Montana] Victor is a census-designated place (CDP) in Ravalli County, Montana, United States. [All for One Theater] Noteworthy performers whom AFO has produced include Tom Hewitt, Deb Margolin, Leslie Jordan, Annabelle Gurwitch, and Bill Bowers.","[All for One Theater] All for One Theater is a theater company based in Brooklyn, New York City, United States. [Tony Award] The Tony Award, or Tony, recognizes excellence in live Broadway theatre. [Brian d'Arcy James] Brian d'Arcy James (born January 19, 1964) is an American stage, film, and television actor. [Ravalli County, Montana] Ravalli County is a county located in the U.S. state of Montana. As of the 2010 census, the population was 37,684. Its county seat is Hamilton. [Ravalli County, Montana] The county was created in 1893 and organized in 1895. It is named for Joseph M. Ravalli, a pioneer settler.",3,REFUTES,"All for One Theater, Victor, Montana, Tom Hewitt (actor)"
"[Tivolis Koncertsal] Tivolis Koncertsal is a 1,660-capacity concert hall located at Tivoli Gardens in Copenhagen, Denmark. [Tivoli Gardens] The park opened on 15 August 1843 and is the second-oldest operating amusement park in the world, after Dyrehavsbakken in nearby Klampenborg, also in Denmark. [Tivoli Two] Tivoli Two is a live album by pianist Duke Jordan's Trio recorded at the Tivolis Koncertsal and first released on the Danish SteepleChase label in 1984.","2013.02.05 - Tivoli Two (2012) - IMDb Tivoli Two (2012) on IMDb: Movies, TV, Celebs, and more... Tivoli Two is a 2012 British drama film directed by Andrew Hulme. It was written by Hulme, starring Paul Brannigan, Gary Lewis, and Karen Eshelby. The film was produced by Film4 and the Scottish Screen, and was released on 23 March 2012. The film is a sequel to the 2008 film Tivoli, which was also directed by Hulme and starred Brannigan and Lewis. [Glasgow Green] Glasgow Green is a public park in the east end of Glasgow, Scotland, which is managed by Glasgow Life on behalf of Glasgow City Council. [Glasgow Green] It is located on the north bank of the River Clyde, between the villages of Pollokshields and Pollokshaws, approximately 4 miles (6.4 km) west of the city centre. [Glasgow Green] The park was originally used as a market garden, before becoming a public park in 1876. [Glasgow Green] It is a popular location for large public events, such as the annual Celtic Connections music festival and the Commonwealth Games Festival, and also for the annual Celtic Fire festival. [Glasgow Green] The park has a number of landmarks, including the Glasgow Green Pavilion, the Glasgow Green Pump House, the Glasgow Green Observatory, and the Glasgow Green Bowling Club. [Glasgow Green] The park is also home to a number of sports clubs, including the Glasgow Green Cricket Club and the Glasgow Green Bowling Club. [Glasgow Green] Glasgow Green has been used as a location for a number of films and television shows, including the 2008 film Tivoli, which was filmed in part on the park.",3,REFUTES,"Tivoli Gardens, Tivoli Two, Tivolis Koncertsal"
"[Friends in Low Places] ""Friends in Low Places"" is a song performed by American country pop artist Garth Brooks. [Friends in Low Places] It was released on August 6, 1990 as the lead single from his album ""No Fences"". [No Fences] It was released on August 27, 1990, and reached #1 on ""Billboard's"" Top Country Albums chart. [Dewayne Blackwell] His songs include ""Mr. Blue"", a 1959 hit for the Fleetwoods; ""I'm Gonna Hire a Wino to Decorate Our Home"", a 1982 hit for David Frizzell; and ""Friends in Low Places"", a 1990 hit for Garth Brooks.","[No Fences] No Fences is the second studio album by American country music artist Garth Brooks. [Don Schlitz] Don Schlitz (born June 26, 1952) is an American country music songwriter and occasional performer. [Don Schlitz] He has written singles for a number of artists, including ""The Dance"", ""The Thunder Rolls"", ""Wild Rivers"", ""Forever and Ever, Amen"", ""If Tomorrow Never Comes"", ""Ships That Pass in the Night"", ""The River Runs Deep"", and ""Heartbroke"" for Garth Brooks. [Don Schlitz] He has also written singles for other artists, including ""The Way You Love Me"", ""I'll Take You Back"", ""I'm Not Supposed to Love You Here"", ""Wild and Blue"", and ""The Man with the Hat"" for Kenny Rogers, ""The River Runs Deep"", ""Love in the First Degree"", and ""Love Is Strange"" for George Strait, and ""Heartbroke"" for Reba McEntire. [Don Schlitz] He has also written singles for other artists, including ""The Way You Love Me"", ""I'll Take You Back"", ""I'm Not Supposed to Love You Here"", ""Wild and Blue"", and ""The Man with the Hat"" for Kenny Rogers, ""The River Runs Deep"", ""Love in the First Degree"", and ""Love Is Strange"" for George Strait, and ""Heartbroke"" for Reba McEntire. [Don Schlitz] He has also written singles for other artists, including ""The Way You Love Me"", ""I'll Take You Back"", ""I'm Not Supposed to Love You Here"", ""Wild and Blue"", and ""The Man with the Hat"" for Kenny Rogers, ""The River Runs Deep"", ""Love in the First Degree"", and ""Love Is Strange"" for George Strait, and ""Heartbroke"" for Reba McEntire. [Don Schlitz] He has also written singles for other artists, including ""The Way You Love Me"", ""I'll Take You Back"", ""I'm Not Supposed to Love You Here"", ""Wild and Blue"", and ""The Man with the Hat"" for",3,REFUTES,"No Fences, Friends in Low Places, Dewayne Blackwell"
"[The Riddler's Revenge] It stands 156 ft tall and features a top speed of 65 mph . [Green Lantern (Six Flags Great Adventure)] ""Green Lantern"" stands 155 ft tall and features a top speed of 63 mph . [Tidal Wave (Six Flags Magic Mountain)] The entrance to the ride is next to The Riddler's Revenge which is near to JB's Smokehouse BBQ.","[Green Lantern] Green Lantern is a steel roller coaster at Six Flags Great Adventure in Jackson Township, New Jersey. [Tidal Wave] Tidal Wave is a steel shuttle roller coaster located in the Frontier Territory section of Six Flags Great Adventure in Jackson Township, New Jersey. [Green Lantern] It is the park's first double-loop roller coaster. [Green Lantern] The ride features two trains, each with two cars, and a top speed of 65 mph. [Green Lantern]",3,REFUTES,"Tidal Wave (Six Flags Magic Mountain), Green Lantern (Six Flags Great Adventure), The Riddler's Revenge"
"[Edward Sharpe and the Magnetic Zeros] Edward Sharpe and the Magnetic Zeros is an American folk rock band formed in Los Angeles, California in 2007. [Louis XIV (band)] Louis XIV is an American rock band from San Diego, California. [Louis XIV (band)] The band has released four EPs between 2003 and 2007, and three albums between 2003 and 2008, the latter two of which were distributed by Atlantic Records. [Up from Below] Up from Below is the first full-length album from Edward Sharpe and the Magnetic Zeros.","Louis XIV was formed in 1993 by Dan Jones and Dave Edwards. [Louis XIV] Louis XIV (] ; 5 September 1638 – 1 September 1715) was the last of the Valois-Orléans kings of France before the house of Bourbon, and was known as Louis the Great or the Great Sun King. [Louis XIV] Louis XIV was born on 5 September 1638, the eldest son of King Louis XIII and his second wife, Maria Theresa of Spain. [Louis XIV] His father died of gangrene of the leg when he was ten years old, and Louis XIV became king. [Louis XIV] Louis XIV was a strong believer in the divine right of kings, and he had a passion for building and for art. [Louis XIV] He was the founder of Versailles, and he built the Palace of Versailles. [Louis XIV] Louis XIV was also a patron of the arts, and he was an avid art collector. [Louis XIV] He was a patron of the Académie Royale de Musique, which later became the Paris Opera. [Louis XIV] Louis XIV was a patron of the arts, and he was an avid art collector. [Louis XIV] Louis XIV was a patron of the Académie Royale de Musique, which later became the Paris Opera. [Louis XIV] Louis XIV was also a patron of the arts, and he was an avid art collector. [Louis XIV] Louis XIV was a patron of the Académie Royale de Musique, which later became the Paris Opera. [Louis XIV] Louis XIV was also a patron of the arts, and he was an avid art collector. [Louis XIV] Louis XIV was a patron of the Académie Royale de Musique, which later became the Paris Opera. [Louis XIV] Louis XIV was also a patron of the arts, and he was an avid art collector. [Louis XIV] Louis XIV was a patron of the Académie Royale de Musique, which later became the Paris Opera. [Louis XIV] Louis XIV was also a patron of the arts, and he was an avid art collector. [Louis XIV] Louis XIV was a patron of the Académie Royale de Musique, which later became the Paris Opera. [Louis XIV] Louis XIV was also a patron of the arts, and he was",3,REFUTES,"Edward Sharpe and the Magnetic Zeros, Louis XIV (band), Up from Below"
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport.","[Coldwaltham] Coldwaltham is a village and civil parish in the Horsham district of West Sussex, England. [Gatwick Airport] Gatwick Airport (IATA: LGW, ICAO: EGKK) is the second-largest and second-busiest airport in the United Kingdom, after London Heathrow. [Busiest airport in the United Kingdom outside of London] In 2012, Gatwick Airport was the busiest airport in the United Kingdom outside of London, with 31.7 million passengers.",3,REFUTES,"Gatwick Airport, Heathrow Airport, Coldwaltham"
"[Akili Smith] He was drafted by the Cincinnati Bengals in the first round (3rd overall) of the 1999 NFL Draft, the third quarterback in the first three choices, behind Tim Couch (Cleveland Browns), and Donovan McNabb (Philadelphia Eagles). [Tim Couch] He played college football for the University of Kentucky and earned All-America honors. [1998 Kentucky Wildcats football team] Quarterback Tim Couch was the first pick overall in the 1999 NFL Draft.","[National Football League] The National Football League (NFL) is a professional American football league consisting of 32 teams, divided equally between the American Football Conference (AFC) and the National Football Conference (NFC). [Kentucky Wildcats football team] The Kentucky Wildcats football program represents the University of Kentucky in the sport of American football. [Kentucky Wildcats football team] The Wildcats compete in the Football Bowl Subdivision (FBS) of the National Collegiate Athletic Association (NCAA) and the Eastern Division of the Southeastern Conference (SEC). [Kentucky Wildcats football team] Kentucky has won 67 games, lost 34, and tied 5. [Kentucky Wildcats football team] They have had 11 head coaches. [Kentucky Wildcats football team] The Wildcats have won 15 conference championships. [Kentucky Wildcats football team] Kentucky has played in 23 bowl games, compiling a record of 10-13. [Kentucky Wildcats football team] The Wildcats have played in 13 Sugar Bowls, a record. [Kentucky Wildcats football team] They have also played in 10 Gator Bowls, 3 Cotton Bowls, and 2 Hall of Fame Bowl games. [Kentucky Wildcats football team] Kentucky has been to the postseason 15 times, including 12 bowl games. [Kentucky Wildcats football team] The Wildcats have been ranked in the top 25 of the AP Poll a total of 55 times. [Kentucky Wildcats football team] Kentucky has 17 players and coaches inducted to the College Football Hall of Fame. [Kentucky Wildcats football team] They have also had 17 players selected in the NFL Draft, including 2 in the first round. [Kentucky Wildcats football team] The Wildcats have had 39 All-Americans, 2 Heisman Trophy winners, and 10 Consensus All-Americans. [Kentucky Wildcats football team] They have also had 40 players selected to All-Conference teams, 28 of which were All-SEC selections. [",3,REFUTES,"Tim Couch, Akili Smith, 1998 Kentucky Wildcats football team"
"[Shim Ji-ho] He has starred in television dramas such as ""School 2"" (1999), ""My Lovely Family"" (2004), ""Our Stance on How to Treat a Break-up"" (2005) and ""Color of Women"" (2011), as well as Park Chul-soo's erotic film ""Green Chair"" which premiered at the 2005 Sundance Film Festival. [Green Chair] It is about an affair between an attractive thirty-two-year-old woman and a youth just short of legal majority. [Suh Jung] Suh was cast in the lead in ""The Isle"" (2000), ""Yellow Flower"" (2002), ""Spider Forest"" (2004), ""Green Chair"" (2005) and ""Desert Dream"" (2007).","[The Ballad of Jack and Rose] The Ballad of Jack and Rose is a 2005 American drama film written and directed by Rebecca Miller, and starring Scarlett Johansson, Eric Bana, Danny McCarthy, and Annie Parisse. [Suh Jung] Suh Jung (born 1982) is a South Korean actress. [The Ballad of Jack and Rose] She is best known for her role in the 2005 film The Ballad of Jack and Rose. [The Ballad of Jack and Rose] She was also in the 2005 film The Chumscrubber. [The Ballad of Jack and Rose] She was born in Seoul, South Korea. [The Ballad of Jack and Rose] She moved to the United States at age 13. [The Ballad of Jack and Rose] She is fluent in English and Korean. [The Ballad of Jack and Rose] She studied at the Lee Strasberg Institute in New York City. [The Ballad of Jack and Rose] She was featured in the 2008 music video for the song ""Little Lion Man"" by Mumford & Sons. [The Ballad of Jack and Rose] She was also featured in the 2010 music video for the song ""Walking With a Ghost"" by Tegan and Sara. [The Ballad of Jack and Rose] She was featured in the 2011 music video for the song ""Electric Feel"" by MGMT. [The Ballad of Jack and Rose] She was also featured in the 2012 music video for the song ""Don't Stop"" by The XX. [The Ballad of Jack and Rose] She was featured in the 2013 music video for the song ""Sweater Weather"" by The Neighbourhood. [The Ballad of Jack and Rose] She was featured in the 2014 music video for the song ""Little Monsters"" by Tame Impala. [The Ballad of Jack and Rose] She was featured in the 2014 music video for the song ""The Man Who Needs No Introduction"" by Diplo and Skrillex. [The Ballad of Jack and Rose] She was featured in the 2014 music video for",3,REFUTES,"Suh Jung, Shim Ji-ho, Green Chair"
