True Evidence,Generated Evidence,Hops,Label,Topics
"[Ralf D. Bode] Ralf Detlef Bode (March 31, 1941 – February 27, 2001) was a German-born American cinematographer best known for his Academy Award nominated work on ""Coal Miner's Daughter"". [Coal Miner's Daughter (film)] It stars Sissy Spacek as Loretta, a role that earned her the Academy Award for Best Actress.","Ralf D. Bode (born 1951 in Hamburg, Germany) is a German film director, producer and screenwriter. [Sissy Spacek] Mary Elizabeth ""Sissy"" Spacek (born December 25, 1948) is an American actress and singer. She is the recipient of numerous accolades, including the Academy Award for Best Actress for her performance in the 1980 film, Coal Miner's Daughter, and a nomination for the Academy Award for Best Supporting Actress for The Straight Story. She is also known for her roles in the films Carrie, The River's Edge, Raggedy Man, In the Bedroom, and the television series, Big Love. [Robert Stack] Robert Clifton ""Bob"" Stack (March 13, 1909 – May 14, 1973) was an American film and television actor. He is best remembered for his role as the tough but kindly Inspector Daniel ""Dan"" R. Kelley on the 1960s television series, The Untouchables. [The Untouchables] The Untouchables is an American crime drama series that ran from 1959 to 1963 on ABC. The series was inspired by the book The Enforcers by Eliot Ness and Oscar Fraley. The program focused on Ness and a group of federal agents who battled against organized crime in the Chicago area, which was known as Little Italy.",2,REFUTES,"Ralf D. Bode, Coal Miner's Daughter (film)"
"[Tom Forman (actor)] Tom Forman (February 22, 1893 – November 7, 1926) was an American motion picture actor, director, writer, and producer of the early 1920s. [Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director.","1. [Tom Forman] Tom Forman (born 1969) is a Mexican film director, screenwriter and producer. [Arturo Ripstein] Arturo Ripstein (born September 16, 1958) is a Mexican film director, screenwriter and producer. [Arturo Ripstein] He is one of the most influential filmmakers of the New Mexican Cinema. [Arturo Ripstein] He has directed 16 films since 1982. [Arturo Ripstein] His films include The Hole, The Crime of Father Amaro, and Cold Skin. [Arturo Ripstein] He has been a member of the jury at the Cannes Film Festival. [Arturo Ripstein] He is the son of the well-known Mexican actor, director, and screenwriter José María Elías Ripstein. [Arturo Ripstein]",2,REFUTES,"Arturo Ripstein, Tom Forman (actor)"
"[Fast Cars, Danger, Fire and Knives] Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P. All scratches are performed by DJ Big Wiz. [El-P] Jaime Meline (born March 2, 1975), better known by his stage name El-P (shortened from El Producto), is an American hip hop recording artist, record producer, and record executive.","2012 (12) 2012 (12) was a leap year starting on Sunday of the Gregorian calendar, the 2012th year of the Common Era (CE) and Anno Domini (AD) designations, the 12th year of the 3rd millennium, the 12th year of the 21st century, and the 3rd year of the 2010s decade. [Jaime Meline] Jaime Meline (born July 2, 1975) is an American record executive and hip hop artist. [Jaime Meline] He is the founder and CEO of Roc Nation, a music, sports and entertainment company. [Jaime Meline] He is the older brother of recording artist Alicia Keys. [Jaime Meline] In 2004, he was named one of Crain's 40 Under 40, a list of the most influential people under the age of 40 in New York City. [Jaime Meline] He is the cousin of former NBA player Shaun Livingston. [Jaime Meline] He is the son of Wilfredo Meline, a former member of the New York City Council. [Jaime Meline] He attended the prestigious LaGuardia High School of Music and Art and Performing Arts. [Jaime Meline] He graduated from Columbia University in 1997. [Jaime Meline] He is the founder of the nonprofit organization, Art of Life, which provides arts education to underserved youth. [Jaime Meline] He is the founder of the nonprofit organization, Lime Light, which supports young people in the arts. [Jaime Meline] He is the founder of the nonprofit organization, Roc the Mic, which provides music education to underserved youth. [Jaime Meline] He is the founder of the nonprofit organization, Roc the Future, which provides scholarships to college students. [Jaime Meline] He is the founder of the nonprofit organization, Roc the Schools, which provides arts education to underserved youth. [Jaime Meline] He is the founder of the nonprofit organization, Roc the Streets, which provides",2,REFUTES,"Fast Cars, Danger, Fire and Knives, El-P"
"[The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is the fourteenth episode of the sixth season of the American animated television series ""South Park"", and the 93rd overall episode of the series. [South Park (season 6)] Season six of ""South Park"", an American animated television series created by Trey Parker and Matt Stone, began airing on March 6, 2002.","30 Rock is an American satirical television sitcom that ran from 2006 to 2013. It was created by Tina Fey and produced by FX Productions and Broadway Video. [The Death Camp of Tolerance] The Death Camp of Tolerance is the 16th episode of the fifth season of the American television comedy series 30 Rock, and the 96th overall episode of the series. It was written by Jack Burditt and Matt Hubert and directed by Robert Carlock. [30 Rock] The episode originally aired on NBC in the United States on February 17, 2011.",2,REFUTES,"The Death Camp of Tolerance, South Park (season 6)"
"[John Lindley (cinematographer)] John Warwick Lindley (November 17, 1951 in New York City) is an American cinematographer best known for his work on such films as ""Field of Dreams"", ""Bewitched"", ""Pleasantville"" and ""You've Got Mail"". [You've Got Mail] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron, co-written by Nora and Delia Ephron, and starring Tom Hanks and Meg Ryan.","[John Warwick Lindley] John Warwick Lindley (February 17, 1943 – March 15, 2014) was an American cinematographer. [Youve Got Mail] Youve Got Mail is a 1998 American romantic comedy-drama film produced by Nora Ephron, directed by Nora Ephron, and written by Nora Ephron and Carol Leifer. [Nora Ephron] Nora Louise Ephron (May 19, 1941 – June 26, 2012) was an American film director, screenwriter, and journalist. [Nora Ephron] She is best known for the screenplays and directing of the romantic comedies When Harry Met Sally... (1989), Sleepless in Seattle (1993), and Youve Got Mail (1998), as well as the drama Julie & Julia (2009). [Nora Ephron] She was married to Carl Bernstein, the journalist who uncovered the Watergate scandal. [Nora Ephron] Her sister Amy Ephron is also a screenwriter. [Nora Ephron] She was the mother of Jacob Bernstein and Max Bernstein. [Nora Ephron] She died of pneumonia at the age of 71. [Nora Ephron]",2,REFUTES,"You've Got Mail, John Lindley (cinematographer)"
"[UFC Tonight] Hosted by Kenny Florian and Karyn Bryant, the program features the latest news, highlights, and analysis from the UFC this program was carried over to FS1 from Fuel TV (now Fox Sports 2). [Karyn Bryant] Karyn Elaine Bryant (born December 23, 1968) is an American actress, writer, and television personality.","1. [UFC Live] UFC Live is a television program broadcast by the Ultimate Fighting Championship, a mixed martial arts promotion based in Las Vegas, Nevada. 2. [Kenny Florian] Kenneth Richard ""Kenny"" Florie (born September 29, 1981) is an American mixed martial artist and television personality. 3. [Rebecca-Romijn] Rebecca Romijn (; born November 6, 1972) is an American actress and former model. 4. [Rebecca-Romijn] She was the lead female model during the runway show at the 2001 Victoria's Secret Fashion Show. 5. [Rebecca-Romijn] She was the first model to become a Victoria's Secret Angel. 6. [Rebecca-Romijn] She is also known for her role as Mystique in the X-Men film series. 7. [Rebecca-Romijn] She has also appeared in the films Pepper, The Punisher, The Cutting Edge: Chasing Gold, and The Women. 8. [Rebecca-Romijn] She has also appeared in the television series Ugly Betty, Eastwick, and The Game. 9. [Rebecca-Romijn] She has also been a guest on the talk shows The Late Late Show with Craig Kilborn and The Late Show with David Letterman.",2,REFUTES,"Karyn Bryant, UFC Tonight"
"[Dalia (mythology)] Dalia is the goddess of fate in the Lithuanian mythology. [Dalia (mythology)] Dalia is often confused with and hard to distinguish from Laima, another goddess of fate. [Laima] Laima is a Baltic goddess of fate.","1. [Laima] Laima (; Lithuanian: Laima) is a Baltic goddess of fate. She is often confused with the goddess of fate in the Moros mythology. [Laima] She is usually depicted as a beautiful maiden, dressed in a white veil and a white dress. [Laima] Her hair is usually dark, and she is usually shown with a crown of stars. [Laima] She is often shown with a dog, and she is usually accompanied by a raven. [Laima] She is usually shown holding a scepter in her hand. [Laima] She is usually shown standing on a cloud. [Laima] She is usually shown with a snake in her hand. [Laima] She is usually shown with a snake in her hair. [Laima] She is usually shown with a snake in her mouth. [Laima] She is usually shown with a snake in her eye. [Laima] She is usually shown with a snake in her ear. [Laima] She is usually shown with a snake in her nose. [Laima] She is usually shown with a snake in her hand. [Laima] She is usually shown with a snake in her hair. [Laima] She is usually shown with a snake in her eye. [Laima] She is usually shown with a snake in her ear. [Laima] She is usually shown with a snake in her nose. [Laima] She is usually shown with a snake in her hand. [Laima] She is usually shown with a snake in her hair. [Laima] She is usually shown with a snake in her eye. [Laima] She is usually shown with a snake in her ear. [Laima] She is usually shown with a snake in her nose. [Laima] She is usually shown with a snake in her hand. [Laima] She is usually shown with a snake in her hair. [Laima] She is usually shown with a snake in her eye. [Laima] She is usually shown with a snake in her ear. [Laima] She is usually shown with a snake in her nose. [Laima] She is usually shown with a snake in her hand. [Laima] She is usually shown with a snake in her hair. [La",2,REFUTES,"Dalia (mythology), Laima"
"[Moby Dick—Rehearsed] Moby Dick—Rehearsed is a two-act drama by Orson Welles. [Moby Dick—Rehearsed] The original cast included Welles, Christopher Lee, Kenneth Williams, Joan Plowright, Patrick McGoohan, Gordon Jackson, Peter Sallis, and Wensley Pithey. [Joan Plowright] Joan Ann Plowright, Baroness Olivier, DBE (born 28 October 1929), commonly known as Dame Joan Plowright, is an English retired actress whose career has spanned over six decades. [Joan Plowright] She has won two Golden Globe Awards and a Tony Award and has been nominated for an Academy Award, an Emmy and two BAFTA Awards.","[Golden Globe Awards] The 1953 Golden Globe Awards were held on 24 February 1953 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1954 Golden Globe Awards, 2nd edition, were held on 30 March 1954 at 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1955 Golden Globe Awards, 3rd edition, were held on 29 March 1955 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1956 Golden Globe Awards, 4th edition, were held on 28 March 1956 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1957 Golden Globe Awards, 5th edition, were held on 27 March 1957 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1958 Golden Globe Awards, 6th edition, were held on 26 March 1958 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1959 Golden Globe Awards, 7th edition, were held on 25 March 1959 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1960 Golden Globe Awards, 8th edition, were held on 24 March 1960 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1961 Golden Globe Awards, 9th edition, were held on 23 March 1961 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards] The 1962 Golden Globe Awards, 10th edition, were held on 22 March 1962 at the 20th Century Fox Studios in Century City, California. [Golden Globe Awards]",2,REFUTES,"Moby Dick—Rehearsed, Joan Plowright"
[First East Branch Magalloway River] The First East Branch Magalloway River is a 7.0 mi river in northwestern Maine. [Kennebec River] The Kennebec River is a 170 mi river entirely within the U.S. state of Maine.,"[First East Branch Magalloway River] The First East Branch Magalloway River is a 49.9-mile-long (80.3 km) river located in western Maine. [Kennebec River] The Kennebec River is a river in the U.S. state of Maine. It is 310 miles (500 km) long. [First East Branch Magalloway River] The river rises in the town of Kokadjo in the township of New Portland, in the County of Oxford. [Kennebec River] It is a tributary of the Dead River, which in turn flows into the Penobscot River. [First East Branch Magalloway River] The river flows through the towns of New Portland, The Forks, Skowhegan, and Benton. [Kennebec River] The river is impounded by the hydroelectric dams of the Kennebec Power Company, and is used to generate electricity. [First East Branch Magalloway River] The First East Branch Magalloway River flows through the towns of New Portland, The Forks, Skowhegan, and Benton. [Kennebec River] The Kennebec River flows through the towns of Bath, Winslow, and Hallowell. [First East Branch Magalloway River]",2,REFUTES,"First East Branch Magalloway River, Kennebec River"
"[Craig Neal] He was selected by the Portland Trail Blazers in the third round (71st pick overall) of the 1988 NBA draft, and played in the NBA and several minor leagues. [Portland Trail Blazers] The Portland Trail Blazers, commonly known as the Blazers, are an American professional basketball team based in Portland, Oregon.","[Craig Duane Neal] Craig Duane Neal (born May 21, 1966) is an American former professional basketball player. [Miami Heat] The Miami Heat is an American professional basketball team based in Miami, Florida. [1988 NBA draft] The 1988 NBA draft was held on June 30, 1988, before the 1988–89 NBA season.",2,REFUTES,"Portland Trail Blazers, Craig Neal"
"[Breakable You] Breakable You is the fourth novel written by American author Brian Morton. [Breakable You] The book was made into a 2017 film starring Holly Hunter, Tony Shalhoub and Alfred Molina. [Alfred Molina] Alfredo ""Alfred"" Molina (born 24 May 1953) is an English-American actor, known for his roles in ""Raiders of the Lost Ark"" (1981), ""Enchanted April"" (1992), ""Maverick"" (1994), ""Boogie Nights"" (1997), ""Chocolat"" (2000), ""Spider-Man 2"" (2004), ""The Da Vinci Code"" (2006), ""An Education"" (2009), """" (2010), ""The Sorcerer's Apprentice"" (2010), ""Rango"" (2011) and ""Whiskey Tango Foxtrot"" (2016).","Alfredo ""Alfred"" Molina (; born 24 May 1956) is a Spanish-born British actor. [Enchanted April] Enchanted April is a 1991 British romantic comedy-drama film directed by Mike Newell and starring Miranda Richardson, Josiane Balasko, Alan Bates, and Jim Broadbent. [Alfredo Molina] He has also had roles in Raiders of the Lost Ark (1981), Maverick (1994), Anna and the King (1999), Chocolat (2000), Frida (2002), The Hoax (2006), Valiant (2005), The Man Who Came in from the Cold (2008), An Education (2009), The Hurt Locker (2008), The Limehouse Golem (2016), and The Man Who Killed Don Quixote (2018). [Raiders of the Lost Ark] Raiders of the Lost Ark (released as Indiana Jones and the Raiders of the Lost Ark in some countries) is a 1981 American action-adventure film directed by Steven Spielberg, who co-produced it with George Lucas. [Enchanted April] The film stars Alfredo Molina as a homosexual. [Enchanted April] It was based on the 1922 novel Enchanted April by Elizabeth von Arnim, and was adapted by Richard E. Grant, directed by Mike Newell, and produced by David Parfitt. [Enchanted April] The film was released in 1991 by TriStar Pictures. [Alfredo Molina] The film won the 1992 BAFTA Award for Best Film Not in the English Language. [Alfredo Molina] It was nominated for Best Picture at the 64th Academy Awards. [Alfredo Molina] The film is ranked at #71 on the British Film Institute's list of the 100 greatest British films of the 20th century. [Alfredo Molina]",2,REFUTES,"Breakable You, Alfred Molina"
"[Sphereland] Sphereland: A Fantasy About Curved Spaces and an Expanding Universe is a 1965 novel by Dionys Burger, and is a sequel to ""Flatland"", a novel by ""A Square"" (a pen name of Edwin Abbott Abbott). [Flatland] Flatland: A Romance of Many Dimensions is a satirical novella by the English schoolmaster Edwin Abbott Abbott, first published in 1884 by Seeley & Co. of London.","2013-04-09T20:15:36Z Seeley & Co. published the prequel to the true crime novel, Sphereland.",2,REFUTES,"Flatland, Sphereland"
"[Christian Friedrich Schönbein] Christian Friedrich Schönbein (18 October 1799 – 29 August 1868) was a German-Swiss chemist who is best known for inventing the fuel cell (1838) at the same time as William Robert Grove, Robert Cumming and his discoveries of guncotton and ozone. [William Robert Grove] Sir William Robert Grove, PC, FRS FRSE (11 July 1811 – 1 August 1896) was a Welsh judge and physical scientist. [William Robert Grove] He anticipated the general theory of the conservation of energy, and was a pioneer of fuel cell technology.","[Christian Friedrich Schönbein] Christian Friedrich Schönbein (German: ; 27 April 1799 – 29 May 1868) was a German-Swiss chemist and physicist who is best known for his discovery of ozone. [William Robert Grove] William Robert Grove (; 20 April 1811 – 6 November 1882) was a Welsh judge and legal educator. [William Robert Grove] He was also a pioneer in the field of fuel cells, the technology that is used in hydrogen-powered cars. [William Robert Grove] In 1839, he built the first fuel cell, which he called the ""Grove cell"". [William Robert Grove] He is considered by some to be the ""Father of the Fuel Cell"".",2,REFUTES,"William Robert Grove, Christian Friedrich Schönbein"
"[The Sandman: The Dream Hunters] ""The Sandman: The Dream Hunters"" is a novella by English author Neil Gaiman, illustrated by Yoshitaka Amano. [The Sandman (Vertigo)] The Sandman is a comic book series written by Neil Gaiman and published by DC Comics.","Todd Klein is the letterer of The Sandman comic book series and The Sandman: The Dream Hunters novella. Todd Klein (born 1961) is an American comic book letterer. He is best known for his work on The Sandman, Watchmen, and the early issues of The Walking Dead.",2,REFUTES,"The Sandman: The Dream Hunters, The Sandman (Vertigo)"
"[Brutti di notte] It is a parody of Luis Buñuel's film ""Belle de Jour"". [Belle de Jour (film)] Belle de Jour (] ) is a 1967 French drama film directed by Luis Buñuel and starring Catherine Deneuve, Jean Sorel, and Michel Piccoli.","[Brutti di notte] Brutti di notte is a 2003 Italian comedy film directed by Giovanni Veronesi. [Catherine Deneuve] Catherine Fabienne Deneuve (French pronunciation: [katʁin fabjɛn dənœv]; born 22 October 1943) is a French actress. [Brutti di notte] The film is a parody of the 1967 film La Sirène du Mississipi, starring Catherine Deneuve. [Brutti di notte] It is the first film in the film trilogy, followed by The Caiman and The Caiman 2. [Brutti di notte] It is the second film in the film trilogy, followed by The Caiman and The Caiman 2. [Brutti di notte] It is the third film in the film trilogy, followed by The Caiman and The Caiman 2.",2,REFUTES,"Brutti di notte, Belle de Jour (film)"
"[2012–13 Sheffield United F.C. season] Sheffield United Football Club participated in League One, the third level of English football in 2012–13, after having failed to win promotion, losing in the previous season's play-off final. [Dave Kitson] David Barry Kitson (born 21 January 1980) is an English former footballer who played as a striker.","[Danny Webber] Danny Webber (born 21 January 1980) is an English former professional footballer who played as a striker and who played for the 2012-13 Sheffield United F.C. season. [Danny Webber] Webber signed for Sheffield United on 31 May 2012, on a two-year deal, after impressing during a trial. [Danny Webber] Webber made his debut as a substitute in a 3-0 defeat at Barnsley on 15 September 2012. [Danny Webber] Webber scored his first goal for the club in a 2-1 win over Nottingham Forest on 24 November 2012. [Danny Webber] He was released by the club in May 2013 after making just 13 appearances. [Danny Webber] Webber made his debut for England U21 in 2001, and scored 5 goals in 12 appearances. [Danny Webber] Webber made his debut for the England U18 team in 1997, and scored 10 goals in 12 appearances. [Danny Webber] Webber made his debut for the England U17 team in 1996, and scored 2 goals in 3 appearances.",2,REFUTES,"Dave Kitson, 2012–13 Sheffield United F.C. season"
"[1962–63 Segunda División] Baskonia, Sabadell, Sevilla Atlético, Plus Ultra, Atl. [1962–63 Segunda División] Baleares, Cartagena and Real Jaén were relegated to Tercera División. [Sevilla Atlético] Founded in 1958 it plays in Segunda División and is the reserve team of Sevilla FC, holding home games at ""Viejo Nervión"", with a 7,500-seat capacity.","1962–63 Segunda División season] The 1962–63 Segunda División season was the 22nd since its establishment. The league was expanded to 16 teams. [Sevilla Atlético] Sevilla Atlético is a Spanish football team based in Seville, in the autonomous community of Andalusia. Founded in 1958, the team plays in Segunda División B, holding home matches at Estadio Ramón Sánchez Pizjuán, which seats over 43,000 spectators. [Sevilla Atlético] The team was created on October 24, 1958, as an affiliated reserve team for Sevilla FC, and was named Sevilla Atlético. [Sevilla Atlético] The club was promoted to Segunda División in the 1962–63 Segunda División season, and was relegated at the end of the 1963–64 season. [Sevilla Atlético] Sevilla Atlético played in Segunda División for only one season. [Sevilla Atlético] After the team was relegated, it was merged with another Seville-based club, Sevilla FC, to form Sevilla FC. [Sevilla Atlético] Sevilla Atlético was formed as an affiliated reserve team for Sevilla FC in 1958. [Sevilla Atlético] Sevilla Atlético played in Segunda División for only one season. [Sevilla Atlético] After the team was relegated, it was merged with another Seville-based club, Sevilla FC, to form Sevilla FC. [Sevilla Atlético] Sevilla Atlético was formed as an affiliated reserve team for Sevilla FC in 1958. [Sevilla Atlético] Sevilla Atlético played in Segunda División for only one season. [Sevilla Atlético] After the team was relegated, it was merged with another Seville-based club, Sevilla FC, to form Sevilla FC. [Sevilla Atlético] Sevilla Atlético was formed as an affiliated reserve team for Sevilla FC in 1958. [Sevilla Atlético] Sevilla Atlético played in Segunda División for only one season. [Sevilla Atlético] After the team was relegated, it was merged with another Seville-based club, Sevilla FC, to form Sevilla FC. [Sevilla",2,REFUTES,"1962–63 Segunda División, Sevilla Atlético"
"[Connie Ray] Constance ""Connie"" Ray (born July 10, 1956) is an American film and television actress and playwright. [Connie Ray] Among her highest profile appearances are ""Thank You for Smoking"" (2006) and ""Stuart Little"" (1999), and the television drama ""ER"" (1997). [Connie Ray] She also appeared in ""Ice Princess"" (2005) and on ""George Lopez"" (2002). [Ice Princess] Ice Princess is a 2005 American figure-skating film directed by Tim Fywell, written by Hadley Davis from a story by Meg Cabot and Davis, and starring Michelle Trachtenberg, Joan Cusack, Kim Cattrall and Hayden Panettiere.","1. [Thank You for Smoking] Thank You for Smoking is a 2005 American comedy-drama film based on the 1994 novel of the same name by Christopher Buckley. The film was directed by Jason Reitman and stars Aaron Eckhart, Maria Bello, and Adam Brody. [Thank You for Smoking] The film also features cameos from the band The Decemberists, and appearances by John C. Reilly, Rob Lowe, and J. K. Simmons. [Stuart Little] Stuart Little is a 1999 American live-action comedy film based on E. T. A. Hoffmann's short story of the same name. The film was directed by Rob Minkoff and stars Geena Davis, Hugh Laurie, and Jonathan Lipnicki. [Ice Princess] The Ice Princess is a 2005 Swedish drama film directed by Pernilla August. It stars Noomi Rapace, Hilmir Snær Björnsson, Peter Andersson, and Björn Granath.",2,REFUTES,"Ice Princess, Connie Ray"
"[1920 college football season] Notre Dame was led by its first Walter Camp All-American, George Gipp, who died before the year was over. [George Gipp] George Gipp (February 18, 1895 – December 14, 1920), nicknamed ""The Gipper"", was a college football player who played for the University of Notre Dame.","1920 National Championship The 1920 college football season had no clear-cut champion. [Official NCAA Division I Football Records Book] The ""Official NCAA Division I Football Records Book"" lists the following schools as national champions for the 1920 season: California, Georgia, Harvard, Notre Dame, and Princeton. [California] California, nicknamed the ""Golden Bears"" and ""Bears"", represents the University of California, Berkeley in the NCAA Division I Football Bowl Subdivision (FBS) of college football. [Georgia] The Georgia Bulldogs and Lady Bulldogs are the athletic teams that represent the University of Georgia. [Harvard] Harvard University is a private Ivy League research university in Cambridge, Massachusetts, with about 6,700 undergraduate students and about 10,800 postgraduate students. [Notre Dame] The Fighting Irish is the nickname of the sports teams fielded by the University of Notre Dame, located in Notre Dame, Indiana, United States. [Princeton] Princeton University is a private Ivy League research university in Princeton, New Jersey, United States. The school was founded before the American Revolutionary War and is the fourth-oldest institution of higher education in the United States. [George Gipp] George Gipp (September 1, 1895 – November 17, 1920) was an American football player and coach. He is best known for his role in the 1940 film Knute Rockne All American, which was loosely based on his life. [Knute Rockne All American] Knute Rockne All American is a 1940 American biographical sports film based on the life of Notre Dame University football coach Knute Rockne. [Knute Rockne All American] The film stars Pat O'Brien as Rockne, and was directed by Lloyd Bacon.",2,REFUTES,"George Gipp, 1920 college football season"
"[Early Work] Early Work is a poetry collection by Patti Smith, published in 1994. [Patti Smith] Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".","[Early Work] Early Work is a 1994 beat poetry collection written by the American singer-songwriter Patti Smith. [Patti Smith] Patricia Lee ""Patti"" Smith (born December 30, 1946) is an American singer-songwriter, poet and visual artist who became a highly influential component of the New York City punk rock movement with her debut album Horses. [Patti Smith] Her most widely known song is ""Because the Night"", which was co-written with Bruce Springsteen and reached #11 on the Billboard Hot 100 chart in 1978. [Patti Smith] Her 1975 album Horses was listed as one of the 100 best albums of all time by Rolling Stone. [Patti Smith] In 2007, the Rock and Roll Hall of Fame listed her as one of the ""100 Artists Who Shaped Rock"". [Patti Smith] She was inducted into the 2007 class of the Kennedy Center Honors. [Patti Smith] In 2009, Rolling Stone magazine ranked her #43 on their list of the 100 Greatest Singers of All Time. [Patti Smith] She has also been a visual artist since the 1960s. [Patti Smith] Her work has been featured on the covers of her albums, as well as in galleries and museums. [Patti Smith] Smith was born in Chicago, Illinois, the daughter of Grant Park (1911–2001), a carpenter, and Beverly (née Smith; 1915–2001), a homemaker. [Patti Smith] Her family moved to Woodbury, New Jersey when she was a child. [Patti Smith] She had an older brother, Todd, and a younger sister, Kim. [Patti Smith] Her mother was a Presbyterian and her father was a Methodist. [Patti Smith] She attended Woodbury Heights Elementary School. [Patti Smith] She later attended Woodbury Junior High School, where she was a member of the school's basketball team. [Patti Smith] In 1963, she and her family moved to Riverside, New Jersey, where she attended R",2,REFUTES,"Patti Smith, Early Work"
[2009 All-Pacific-10 Conference football team] Stanford running back Toby Gerhart was voted Pac-10 Offensive Player of the Year. [Toby Gerhart] He was selected by the Minnesota Vikings in the second round of the 2010 NFL Draft.,"[Minnesota Vikings] The Vikings finished the regular season with a record of 12-4, earning the NFC's second seed and a first-round playoff bye. [Pac-10 Offensive Player of the Year] Pac-10 Offensive Player of the Year is an annual college football award given to the most outstanding offensive player in the Pac-10. [2010 NFL Draft] The 2010 NFL Draft was the 75th annual meeting of National Football League (NFL) franchises to select newly eligible football players. [Paris] Paris is the capital and most populous city of France. [2010 NFL Draft] The 2010 NFL Draft was the 75th annual meeting of National Football League (NFL) franchises to select newly eligible football players. [2010 NFL Draft] The 2010 NFL Draft was the 75th annual meeting of National Football League (NFL) franchises to select newly eligible football players.",2,REFUTES,"Toby Gerhart, 2009 All-Pacific-10 Conference football team"
"[Alma Wade] Alma Wade is a major antagonist and key figure in the ""F.E.A.R."" series of first-person shooter horror video games by Monolith Productions, introduced in ""F.E.A.R."" in 2005. [Alma Wade] The mystery of Alma is the very core of the series. [F.E.A.R.] F.E.A.R. First Encounter Assault Recon is a survival horror first-person shooter video game developed by Monolith Productions and published by Sierra Entertainment.","[F.E.A.R.] F.E.A.R. is a first-person shooter video game developed by Monolith Productions and published by Sierra Entertainment. [F.E.A.R.] It is the first game in the F.E.A.R. series, followed by F.E.A.R. 2: Project Origin and F.E.A.R. 3. [F.E.A.R.] The game is set in a modern, seemingly abandoned mansion, where the player assumes the role of the Point Man, a member of a special paramilitary squad sent to investigate the scene. [F.E.A.R.] The squad is led by the enigmatic and unseen commander, who is never seen but is heard on the squads communicator. [F.E.A.R.] The squad is sent in to investigate the scene after a team of government scientists is reported missing. [F.E.A.R.] The game is a first-person shooter, and the player is given the ability to slow down time, known as ""F.E.A.R."", in order to complete the game. [F.E.A.R.] The player can also perform melee attacks with a knife, or use weapons such as the pistol, shotgun, or assault rifle. [F.E.A.R.] The game features a story-driven single-player campaign, and a multiplayer mode, where players can play as one of the members of the Point Man's squad. [F.E.A.R.] The game was met with generally positive reviews upon its release, with critics praising the game's story, gameplay, and graphics. [F.E.A.R.] The game has sold over 2.5 million copies worldwide. [F.E.A.R.] The game was followed by two sequels, F.E.A.R. 2: Project Origin and F.E.A.R. 3, as well as a remastered version, F.E.A.R.: Reborn. [F.E.A.R.] The game was met with generally positive reviews upon its release, with critics praising the game's story, gameplay, and graphics. [F.E.A.R.] The",2,REFUTES,"Alma Wade, F.E.A.R."
"[American Made (film)] The plot focuses on Barry Seal, a former TWA pilot who became a drug smuggler for the Medellín Cartel in the 1980s. [Barry Seal] Adler Berriman ""Barry"" Seal (July 16, 1939 – February 19, 1986) was an American airline pilot who became a major drug smuggler for the Medellín Cartel.","[Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the 1933 movie ""American Made"". [Barry Seal] Barry Seal (September 13, 1939 – May 19, 1986) was an American pilot who worked for the Medellín Cartel in the",2,REFUTES,"Barry Seal, American Made (film)"
